No.,Material,Diameter (nm),Zeta potential (mV),Cell_type,Cancer_cell,Concentration (g/L),Viability (%),Coat,Animal,Cell_organ,Time (h),Test,Electronegativity,dataset
ID_2613,ZnO,141.0,-26.0,SIRC,No,0.01,84.867,0,rabbit,cornea,12,MTT,2.545,Small
ID_2614,ZnO,141.0,-26.0,SIRC,No,0.1,72.075,0,rabbit,cornea,3,MTT,2.545,Small
ID_2615,ZnO,50.0,-26.0,Macrophages,No,0.001,91.342,0,mouse,peritoneal cavity,24,MTT,2.545,Small
ID_2616,ZnO,50.0,-26.0,Macrophages,No,0.0025,61.905,0,mouse,peritoneal cavity,24,MTT,2.545,Small
ID_2617,ZnO,50.0,-26.0,Macrophages,No,0.005,31.818,0,mouse,peritoneal cavity,24,MTT,2.545,Small
ID_2618,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.04,7.9051,0,human,bone marrow,48,MTT,2.545,Small
ID_2619,ZnO,94.5,-26.0,THP-1,Yes,0.02,45.652,0,human,blood,24,MTT,2.545,Small
ID_2621,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.025,10.079,0,human,bone marrow,48,MTT,2.545,Small
ID_2622,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.03,70.742,0,human,bone marrow,24,NRU,2.545,Small
ID_2623,ZnO,141.0,-26.0,SIRC,No,0.001,93.57,0,rabbit,cornea,24,MTT,2.545,Small
ID_2624,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.02,105.9,0,human,bone marrow,6,NRU,2.545,Small
ID_2625,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.03,60.262,0,human,bone marrow,6,NRU,2.545,Small
ID_2626,ZnO,71.0,-26.0,Hepatocytes,No,0.05,85.333,0,catfish,liver,48,MTT,2.545,Small
ID_2627,ZnO,141.0,-26.0,SIRC,No,0.1,5.9222,0,rabbit,cornea,24,MTT,2.545,Small
ID_2628,ZnO,141.0,-26.0,SIRC,No,0.001,96.568,0,rabbit,cornea,6,MTT,2.545,Small
ID_2629,ZnO,71.0,-26.0,Hepatocytes,No,0.2,55.81,0,catfish,liver,48,MTT,2.545,Small
ID_2630,ZnO,30.0,-26.0,A549,Yes,0.001,96.943,0,human,lung,24,CCK-8,2.545,Small
ID_2631,ZnO,30.0,-26.0,A549,Yes,0.0025,98.69,0,human,lung,24,CCK-8,2.545,Small
ID_2632,ZnO,30.0,-26.0,A549,Yes,0.005,101.16,0,human,lung,24,CCK-8,2.545,Small
ID_2633,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.025,63.755,0,human,bone marrow,48,NRU,2.545,Small
ID_2634,ZnO,30.0,-26.0,A549,Yes,0.01,89.52,0,human,lung,24,CCK-8,2.545,Small
ID_2635,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.08,55.677,0,human,bone marrow,48,NRU,2.545,Small
ID_2636,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.04,50.437,0,human,bone marrow,3,NRU,2.545,Small
ID_2637,ZnO,30.0,-26.0,A549,Yes,0.05,59.971,0,human,lung,24,CCK-8,2.545,Small
ID_2638,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.04,64.192,0,human,bone marrow,48,NRU,2.545,Small
ID_2639,ZnO,71.0,-26.0,Hepatocytes,No,0.1,79.429,0,catfish,liver,48,MTT,2.545,Small
ID_2640,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.03,60.262,0,human,bone marrow,48,NRU,2.545,Small
ID_2641,ZnO,141.0,-26.0,SIRC,No,0.025,15.736,0,rabbit,cornea,24,MTT,2.545,Small
ID_2642,ZnO,141.0,-26.0,SIRC,No,0.05,9.6447,0,rabbit,cornea,24,MTT,2.545,Small
ID_2643,ZnO,141.0,-26.0,SIRC,No,0.025,83.151,0,rabbit,cornea,6,MTT,2.545,Small
ID_2644,ZnO,141.0,-26.0,SIRC,No,0.1,22.153,0,rabbit,cornea,12,MTT,2.545,Small
ID_2645,ZnO,90.0,-26.0,Caco-2,Yes,0.01,27.99,0,human,colon,24,CCK-8,2.545,Small
ID_2646,ZnO,30.0,-26.0,A549,Yes,0.025,63.901,0,human,lung,24,CCK-8,2.545,Small
ID_2647,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.02,82.314,0,human,bone marrow,48,NRU,2.545,Small
ID_2648,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.015,100.44,0,human,bone marrow,48,NRU,2.545,Small
ID_2649,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.08,49.345,0,human,bone marrow,24,NRU,2.545,Small
ID_2650,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.02,56.719,0,human,bone marrow,48,MTT,2.545,Small
ID_2651,ZnO,71.0,-26.0,HepG2,Yes,0.05,10.0,0,human,liver,48,MTT,2.545,Small
ID_2652,ZnO,71.0,-26.0,Hepatocytes,No,0.025,90.095,0,catfish,liver,48,MTT,2.545,Small
ID_2653,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.025,76.856,0,human,bone marrow,6,NRU,2.545,Small
ID_2654,ZnO,141.0,-26.0,SIRC,No,0.0125,61.083,0,rabbit,cornea,24,MTT,2.545,Small
ID_2655,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.015,100.44,0,human,bone marrow,6,NRU,2.545,Small
ID_2656,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.08,61.572,0,human,bone marrow,3,NRU,2.545,Small
ID_2657,ZnO,141.0,-26.0,SIRC,No,0.001,97.504,0,rabbit,cornea,3,MTT,2.545,Small
ID_2658,ZnO,141.0,-26.0,SIRC,No,0.01,94.54,0,rabbit,cornea,3,MTT,2.545,Small
ID_2659,ZnO,141.0,-26.0,SIRC,No,0.0125,89.392,0,rabbit,cornea,3,MTT,2.545,Small
ID_2660,ZnO,141.0,-26.0,SIRC,No,0.025,87.52,0,rabbit,cornea,3,MTT,2.545,Small
ID_2661,ZnO,141.0,-26.0,SIRC,No,0.05,80.187,0,rabbit,cornea,3,MTT,2.545,Small
ID_2662,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.01,104.8,0,human,bone marrow,6,NRU,2.545,Small
ID_2663,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.035,59.607,0,human,bone marrow,48,NRU,2.545,Small
ID_2664,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.01,96.288,0,human,bone marrow,48,NRU,2.545,Small
ID_2665,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.02,92.795,0,human,bone marrow,24,NRU,2.545,Small
ID_2666,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.04,53.275,0,human,bone marrow,6,NRU,2.545,Small
ID_2667,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.08,59.825,0,human,bone marrow,6,NRU,2.545,Small
ID_2668,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.01,104.8,0,human,bone marrow,24,NRU,2.545,Small
ID_2669,ZnO,141.0,-26.0,SIRC,No,0.01,85.448,0,rabbit,cornea,24,MTT,2.545,Small
ID_2670,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.015,100.0,0,human,bone marrow,24,NRU,2.545,Small
ID_2671,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.035,56.114,0,human,bone marrow,6,NRU,2.545,Small
ID_2672,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.025,75.109,0,human,bone marrow,24,NRU,2.545,Small
ID_2673,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.035,68.996,0,human,bone marrow,24,NRU,2.545,Small
ID_2674,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.04,69.432,0,human,bone marrow,24,NRU,2.545,Small
ID_2675,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.03,9.0909,0,human,bone marrow,48,MTT,2.545,Small
ID_2676,ZnO,8.0,-26.0,CD4+T cells,No,0.0814083999999999,68.21706,0,human,blood,24,Live/Dead,2.545,Small
ID_2677,ZnO,16.0,-26.0,RAW 264.7,Yes,4.0718254268799e-08,52.859447,0,mouse,blood,24,LDH,2.545,Small
ID_2678,ZnO,8.0,-26.0,CD3+ T cells,No,0.814084,14.7286825,0,human,blood,24,Live/Dead,2.545,Small
ID_2679,ZnO,639.0,-26.0,HCMEC,No,3.5276428904293597e-12,43.265,0,human,heart,12,LDH,2.545,Small
ID_2680,ZnO,24.0,43.8,A549,Yes,8.15518266595443e-07,7.2798433,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2681,ZnO,24.0,43.8,A549,Yes,4.16134268225396e-07,24.4227,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2682,ZnO,24.0,43.8,A549,Yes,1.66288665110306e-07,34.285713,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2683,ZnO,24.0,43.8,A549,Yes,1.66453707290159e-08,90.41096,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2684,ZnO,24.0,43.8,A549,Yes,1.66453707290159e-09,100.03914,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2685,ZnO,639.0,-26.0,HCMEC,No,8.819107226073389e-12,10.41845,0,human,heart,24,LDH,2.545,Small
ID_2686,ZnO,639.0,-26.0,HCMEC,No,1.76382144521468e-12,47.8571,0,human,heart,24,LDH,2.545,Small
ID_2687,ZnO,60.0,-26.0,SH-SY5Y,Yes,8.14084e-05,68.79509,0,human,bone marrow,48,MTS,2.545,Small
ID_2688,ZnO,639.0,-26.0,HCMEC,No,8.81910722607339e-13,59.098583,0,human,heart,24,LDH,2.545,Small
ID_2689,ZnO,639.0,-26.0,HCMEC,No,1.76382144521468e-13,68.47332,0,human,heart,24,LDH,2.545,Small
ID_2690,ZnO,639.0,-26.0,HCMEC,No,1.76382144521468e-12,47.029846,0,human,heart,12,LDH,2.545,Small
ID_2691,ZnO,639.0,-26.0,HCMEC,No,1.7638214452146802e-14,90.929756,0,human,heart,24,LDH,2.545,Small
ID_2692,ZnO,639.0,-26.0,HCMEC,No,1.76382144521468e-16,94.7259574,0,human,heart,24,LDH,2.545,Small
ID_2693,ZnO,639.0,-26.0,HCMEC,No,1.7638214452146797e-11,11.43382,0,human,heart,12,LDH,2.545,Small
ID_2694,ZnO,639.0,-26.0,HCMEC,No,8.819107226073389e-12,30.149536,0,human,heart,12,LDH,2.545,Small
ID_2695,ZnO,8.0,-26.0,NK cells,No,0.203521,26.744186,0,human,blood,24,Live/Dead,2.545,Small
ID_2696,ZnO,8.0,-26.0,NK cells,No,0.814084,3.1007752,0,human,blood,24,Live/Dead,2.545,Small
ID_2697,ZnO,639.0,-26.0,HCMEC,No,1.7638214452146802e-14,101.1236,0,human,heart,12,MTT,2.545,Small
ID_2698,ZnO,60.0,-26.0,SH-SY5Y,Yes,0.000814084,55.583572,0,human,bone marrow,48,MTS,2.545,Small
ID_2699,ZnO,60.0,-26.0,SH-SY5Y,Yes,8.14084e-05,98.37004,0,human,bone marrow,48,Live/Dead,2.545,Small
ID_2700,ZnO,60.0,-26.0,SH-SY5Y,Yes,8.14084e-08,98.67841,0,human,bone marrow,48,Live/Dead,2.545,Small
ID_2701,ZnO,639.0,-26.0,HCMEC,No,1.76382144521468e-15,94.6970153,0,human,heart,24,LDH,2.545,Small
ID_2702,ZnO,639.0,-26.0,HCMEC,No,8.81910722607339e-13,75.09376,0,human,heart,12,LDH,2.545,Small
ID_2703,ZnO,639.0,-26.0,HCMEC,No,8.81910722607339e-13,92.134834,0,human,heart,12,MTT,2.545,Small
ID_2704,ZnO,60.0,-26.0,SH-SY5Y,Yes,0.00814084,0.03533673,0,human,bone marrow,48,MTS,2.545,Small
ID_2705,ZnO,60.0,-26.0,H4,Yes,8.14084e-08,110.36489,0,human,brain,48,MTS,2.545,Small
ID_2706,ZnO,60.0,-26.0,SH-SY5Y,Yes,8.14084e-08,100.693115,0,human,bone marrow,48,MTS,2.545,Small
ID_2707,ZnO,8.0,-26.0,CD4+T cells,No,0.0508802499999999,69.379845,0,human,blood,24,Live/Dead,2.545,Small
ID_2708,ZnO,60.0,-26.0,H4,Yes,8.14084e-05,97.29278,0,human,brain,48,MTS,2.545,Small
ID_2709,ZnO,18.0,-26.0,Macrophages,No,7.89113871597789e-07,44.681156,0,human,blood,24,LDH,2.545,Small
ID_2710,ZnO,18.0,-26.0,SKOV-3,Yes,7.89113871597789e-07,14.141414,0,human,ovary,48,MTT,2.545,Small
ID_2711,ZnO,639.0,-26.0,HCMEC,No,1.76382144521468e-13,90.075973,0,human,heart,12,LDH,2.545,Small
ID_2712,ZnO,18.0,-26.0,SKOV-3,Yes,7.89113871597789e-07,25.252525,0,human,ovary,24,MTT,2.545,Small
ID_2713,ZnO,60.0,-26.0,H4,Yes,0.000814084,99.60352,0,human,brain,48,Live/Dead,2.545,Small
ID_2716,ZnO,60.0,-26.0,H4,Yes,8.14084e-08,99.911896,0,human,brain,48,Live/Dead,2.545,Small
ID_2717,ZnO,60.0,-26.0,SH-SY5Y,Yes,0.00814084,97.44493,0,human,bone marrow,48,Live/Dead,2.545,Small
ID_2719,ZnO,60.0,-26.0,SH-SY5Y,Yes,8.14084e-06,92.226105,0,human,bone marrow,48,MTS,2.545,Small
ID_2721,ZnO,639.0,-26.0,HCMEC,No,3.5276428904293597e-12,31.00814,0,human,heart,24,LDH,2.545,Small
ID_2722,ZnO,639.0,-26.0,HCMEC,No,1.76382144521468e-12,75.2809,0,human,heart,12,MTT,2.545,Small
ID_2723,ZnO,60.0,-26.0,H4,Yes,0.00814084,94.977974,0,human,brain,48,Live/Dead,2.545,Small
ID_2724,ZnO,60.0,-26.0,H4,Yes,0.000814084,89.433136,0,human,brain,48,MTS,2.545,Small
ID_2725,ZnO,4.0,-26.0,CD4+T cells,No,0.407042,19.742489,0,human,blood,24,Live/Dead,2.545,Small
ID_2726,ZnO,75.0,-26.0,Lymphocyte,No,5.45435508048391e-08,75.21531,0,human,blood,3,MTT,2.545,Small
ID_2727,ZnO,75.0,-26.0,Lymphocyte,No,2.72717754024196e-08,105.83732,0,human,blood,3,MTT,2.545,Small
ID_2728,ZnO,75.0,-26.0,Lymphocyte,No,1.36358877012098e-08,95.502396,0,human,blood,3,MTT,2.545,Small
ID_2729,ZnO,20.0,-26.0,CD4+T cells,No,0.814084,12.875537,0,human,blood,24,Live/Dead,2.545,Small
ID_2730,ZnO,20.0,-26.0,CD4+T cells,No,0.407042,50.643776,0,human,blood,24,Live/Dead,2.545,Small
ID_2731,ZnO,20.0,-26.0,CD4+T cells,No,0.0814083999999999,77.25322,0,human,blood,24,Live/Dead,2.545,Small
ID_2732,ZnO,4.0,-26.0,CD4+T cells,No,0.814084,2.5751073,0,human,blood,24,Live/Dead,2.545,Small
ID_2733,ZnO,8.0,-26.0,Monocytes,No,0.0508802499999999,25.193798,0,human,blood,24,Live/Dead,2.545,Small
ID_2734,ZnO,8.0,-26.0,T cells (all types),No,0.814084,34.63439,0,human,blood,24,Live/Dead,2.545,Small
ID_2735,ZnO,75.0,-26.0,Lymphocyte,No,2.72717754024196e-08,84.01914,0,human,blood,3,Live/Dead,2.545,Small
ID_2736,ZnO,75.0,-26.0,Lymphocyte,No,1.36358877012098e-08,85.55024,0,human,blood,3,Live/Dead,2.545,Small
ID_2737,ZnO,8.0,-26.0,Monocytes,No,0.0814083999999999,6.976744,0,human,blood,24,Live/Dead,2.545,Small
ID_2738,ZnO,75.0,-26.0,Lymphocyte,No,5.45435508048391e-08,74.066986,0,human,blood,3,Live/Dead,2.545,Small
ID_2739,ZnO,8.0,-26.0,Naive T-cell,No,0.814084,44.3355,0,human,blood,24,Live/Dead,2.545,Small
ID_2740,ZnO,8.0,-26.0,Memory T-cell,No,0.814084,18.08616,0,human,blood,24,Live/Dead,2.545,Small
ID_2741,ZnO,4.0,-26.0,CD4+T cells,No,0.407042,19.896479,0,human,blood,24,Live/Dead,2.545,Small
ID_2742,ZnO,3.0,-26.0,CD4+T cells,No,0.407042,29.932598,0,human,blood,24,Live/Dead,2.545,Small
ID_2743,ZnO,20.0,-26.0,CD4+T cells,No,0.407042,55.32121,0,human,blood,24,Live/Dead,2.545,Small
ID_2744,ZnO,75.0,-26.0,Lymphocyte,No,1.09087101609678e-07,49.186604,0,human,blood,3,MTT,2.545,Small
ID_2745,ZnO,4.0,-26.0,CD4+T cells,No,0.0814083999999999,62.23176,0,human,blood,24,Live/Dead,2.545,Small
ID_2746,ZnO,165.0,-26.0,A431,Yes,8.19587540268056e-12,98.22968,0,human,skin,3,NR,2.545,Small
ID_2747,ZnO,75.0,-26.0,Lymphocyte,No,1.09087101609678e-07,61.435406,0,human,blood,3,Live/Dead,2.545,Small
ID_2748,ZnO,639.0,-26.0,HCMEC,No,1.76382144521468e-13,98.8764,0,human,heart,12,MTT,2.545,Small
ID_2749,ZnO,639.0,-26.0,HCMEC,No,1.7638214452146797e-11,22.47191,0,human,heart,24,MTT,2.545,Small
ID_2750,ZnO,639.0,-26.0,HCMEC,No,1.76382144521468e-15,97.75281,0,human,heart,12,MTT,2.545,Small
ID_2751,ZnO,165.0,-26.0,A431,Yes,8.19587540268057e-13,88.19277,0,human,skin,48,MTT,2.545,Small
ID_2752,ZnO,165.0,-26.0,A431,Yes,5.1224221266753494e-11,41.92771,0,human,skin,48,MTT,2.545,Small
ID_2753,ZnO,165.0,-26.0,A431,Yes,8.195875402680559e-11,9.397591,0,human,skin,48,MTT,2.545,Small
ID_2754,ZnO,165.0,-26.0,A431,Yes,2.04896885067014e-10,6.506024,0,human,skin,48,MTT,2.545,Small
ID_2755,ZnO,165.0,-26.0,A431,Yes,8.19587540268056e-14,100.52232,0,human,skin,3,NR,2.545,Small
ID_2756,ZnO,165.0,-26.0,A431,Yes,8.19587540268057e-13,97.6419,0,human,skin,3,NR,2.545,Small
ID_2757,ZnO,60.0,-26.0,H4,Yes,0.00814084,46.814537,0,human,brain,48,MTS,2.545,Small
ID_2758,ZnO,165.0,-26.0,A431,Yes,5.1224221266753494e-11,104.363815,0,human,skin,3,NR,2.545,Small
ID_2759,ZnO,165.0,-26.0,A431,Yes,8.195875402680559e-11,101.48339,0,human,skin,3,NR,2.545,Small
ID_2760,ZnO,165.0,-26.0,A431,Yes,2.04896885067014e-10,99.29382,0,human,skin,3,NR,2.545,Small
ID_2761,ZnO,165.0,-26.0,A431,Yes,8.19587540268056e-14,99.02918,0,human,skin,6,NR,2.545,Small
ID_2762,ZnO,165.0,-26.0,A431,Yes,8.19587540268057e-13,98.22968,0,human,skin,6,NR,2.545,Small
ID_2763,ZnO,165.0,-26.0,A431,Yes,8.19587540268056e-12,95.34369,0,human,skin,6,NR,2.545,Small
ID_2764,ZnO,165.0,-26.0,A431,Yes,5.1224221266753494e-11,92.463264,0,human,skin,6,NR,2.545,Small
ID_2765,ZnO,60.0,-26.0,H4,Yes,8.14084e-06,107.41884,0,human,brain,48,MTS,2.545,Small
ID_2766,ZnO,67.0,44.1,A549,Yes,7.650728479165161e-09,66.457924,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2767,ZnO,24.0,-44.6,A549,Yes,1.66453707290159e-09,91.11546,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2768,ZnO,67.0,44.1,A549,Yes,7.65072847916516e-10,101.682976,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2769,ZnO,24.0,-44.6,A549,Yes,3.32907414580317e-06,22.544031,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2770,ZnO,24.0,-44.6,A549,Yes,1.66453707290158e-06,11.976517,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2771,ZnO,24.0,-44.6,A549,Yes,8.32268536450793e-07,8.688846,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2772,ZnO,24.0,-44.6,A549,Yes,4.16134268225396e-07,7.749511,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2773,ZnO,24.0,-44.6,A549,Yes,1.66453707290159e-07,56.125244,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2774,ZnO,639.0,-26.0,HCMEC,No,1.7638214452146797e-11,32.58427,0,human,heart,12,MTT,2.545,Small
ID_2775,ZnO,639.0,-26.0,HCMEC,No,1.76382144521468e-16,93.25843,0,human,heart,24,MTT,2.545,Small
ID_2776,ZnO,24.0,-44.6,A549,Yes,1.66453707290159e-08,89.70646,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2777,ZnO,67.0,44.1,A549,Yes,3.82536423958258e-08,25.127201,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2778,ZnO,639.0,-26.0,HCMEC,No,8.819107226073389e-12,35.955055,0,human,heart,12,MTT,2.545,Small
ID_2779,ZnO,60.0,-26.0,Fibroblasts,No,1.63763666237828e-08,81.75469,0,human,skin,4,MTS,2.545,Small
ID_2780,ZnO,60.0,-26.0,Fibroblasts,No,6.53591960322462e-08,82.547226,0,human,skin,4,MTS,2.545,Small
ID_2781,ZnO,60.0,-26.0,Fibroblasts,No,6.34160692511791e-07,80.345116,0,human,skin,4,MTS,2.545,Small
ID_2782,ZnO,60.0,-26.0,Fibroblasts,No,6.277542541847189e-11,91.41414,0,human,skin,24,MTS,2.545,Small
ID_2783,ZnO,60.0,-26.0,Fibroblasts,No,2.50578164549244e-10,91.074585,0,human,skin,24,MTS,2.545,Small
ID_2784,ZnO,60.0,-26.0,Fibroblasts,No,1.02714503720787e-09,87.3395,0,human,skin,24,MTS,2.545,Small
ID_2785,ZnO,60.0,-26.0,Fibroblasts,No,4.10892931278095e-09,70.39605,0,human,skin,24,MTS,2.545,Small
ID_2786,ZnO,60.0,-26.0,Fibroblasts,No,1.64964604434963e-08,25.90524,0,human,skin,24,MTS,2.545,Small
ID_2787,ZnO,60.0,-26.0,Fibroblasts,No,6.6033810270189e-08,4.0560975,0,human,skin,24,MTS,2.545,Small
ID_2788,ZnO,165.0,-26.0,A431,Yes,2.04896885067014e-10,48.549343,0,human,skin,24,NR,2.545,Small
ID_2789,ZnO,60.0,-26.0,Fibroblasts,No,1.02871821383318e-09,75.6413,0,human,skin,4,MTS,2.545,Small
ID_2790,ZnO,60.0,-26.0,Fibroblasts,No,2.70625795790085e-07,1.8304514,0,human,skin,24,MTS,2.545,Small
ID_2791,ZnO,67.0,44.1,A549,Yes,7.65072847916516e-08,10.097847,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2792,ZnO,67.0,45.2,A549,Yes,7.650728479165159e-11,97.6908,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2793,ZnO,8.0,-26.0,CD3+ T cells,No,0.407042,43.79845,0,human,blood,24,Live/Dead,2.545,Small
ID_2794,ZnO,8.0,-26.0,CD3+ T cells,No,0.0814083999999999,72.48062,0,human,blood,24,Live/Dead,2.545,Small
ID_2795,ZnO,67.0,45.2,A549,Yes,1.53014569583303e-07,27.240704,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2796,ZnO,24.0,43.8,A549,Yes,3.32907414580317e-06,11.741683,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2797,ZnO,8.0,-26.0,NK cells,No,0.407042,13.565891,0,human,blood,24,Live/Dead,2.545,Small
ID_2798,ZnO,639.0,-26.0,HCMEC,No,1.76382144521468e-13,97.75281,0,human,heart,24,MTT,2.545,Small
ID_2799,ZnO,639.0,-26.0,HCMEC,No,1.7638214452146802e-14,95.709979,0,human,heart,12,LDH,2.545,Small
ID_2800,ZnO,639.0,-26.0,HCMEC,No,1.76382144521468e-15,97.6080797,0,human,heart,12,LDH,2.545,Small
ID_2801,ZnO,639.0,-26.0,HCMEC,No,1.76382144521468e-16,95.7678623,0,human,heart,12,LDH,2.545,Small
ID_2802,ZnO,639.0,-26.0,HCMEC,No,8.819107226073389e-12,28.089888,0,human,heart,24,MTT,2.545,Small
ID_2803,ZnO,639.0,-26.0,HCMEC,No,3.5276428904293597e-12,43.820225,0,human,heart,24,MTT,2.545,Small
ID_2804,ZnO,67.0,44.1,A549,Yes,1.53014569583303e-07,9.393347,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2805,ZnO,639.0,-26.0,HCMEC,No,1.76382144521468e-12,60.674156,0,human,heart,24,MTT,2.545,Small
ID_2806,ZnO,639.0,-26.0,HCMEC,No,1.7638214452146802e-14,96.62921,0,human,heart,24,MTT,2.545,Small
ID_2807,ZnO,24.0,43.8,A549,Yes,1.67821157786289e-06,7.514677,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2808,ZnO,639.0,-26.0,HCMEC,No,1.76382144521468e-15,98.8764,0,human,heart,24,MTT,2.545,Small
ID_2809,ZnO,8.0,-26.0,CD3+ T cells,No,0.0508802499999999,79.84496,0,human,blood,24,Live/Dead,2.545,Small
ID_2810,ZnO,67.0,45.2,A549,Yes,7.65072847916516e-08,14.559687,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2811,ZnO,67.0,45.2,A549,Yes,1.91268211979129e-08,10.097847,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2812,ZnO,8.0,-26.0,CD4+T cells,No,0.407042,47.67442,0,human,blood,24,Live/Dead,2.545,Small
ID_2813,ZnO,67.0,44.1,A549,Yes,1.91268211979129e-08,55.18591,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2814,ZnO,67.0,45.2,A549,Yes,7.650728479165161e-09,62.46575,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2815,ZnO,67.0,45.2,A549,Yes,3.82536423958258e-08,9.158513,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2816,ZnO,67.0,45.2,A549,Yes,7.65072847916516e-10,99.804306,0,human,lung,48,"-1,00 WST",2.545,Small
ID_2817,ZnO,639.0,-26.0,HCMEC,No,8.81910722607339e-13,71.91011,0,human,heart,24,MTT,2.545,Small
ID_2818,ZnO,112.0,-26.0,Caco-2,Yes,1.3102769961616e-09,69.632324,0,human,colon,24,MTT,2.545,Small
ID_2819,ZnO,60.0,-26.0,Fibroblasts,No,1.57282017467654e-11,90.99897,0,human,skin,24,MTS,2.545,Small
ID_2820,ZnO,112.0,-26.0,Caco-2,Yes,1.3102769961616e-09,100.0,0,human,colon,24,Live/Dead,2.545,Small
ID_2821,ZnO,165.0,-26.0,A431,Yes,8.19587540268057e-13,93.97591,0,human,skin,6,MTT,2.545,Small
ID_2822,ZnO,165.0,-26.0,A431,Yes,8.19587540268056e-12,90.36144,0,human,skin,6,MTT,2.545,Small
ID_2823,ZnO,165.0,-26.0,A431,Yes,5.1224221266753494e-11,85.30121,0,human,skin,6,MTT,2.545,Small
ID_2824,ZnO,165.0,-26.0,A431,Yes,8.195875402680559e-11,76.6265,0,human,skin,6,MTT,2.545,Small
ID_2825,ZnO,165.0,-26.0,A431,Yes,2.04896885067014e-10,63.614456,0,human,skin,6,MTT,2.545,Small
ID_2826,ZnO,165.0,-26.0,A431,Yes,8.19587540268056e-14,99.75903,0,human,skin,24,MTT,2.545,Small
ID_2827,ZnO,165.0,-26.0,A431,Yes,8.19587540268057e-13,88.19277,0,human,skin,24,MTT,2.545,Small
ID_2828,ZnO,60.0,-26.0,Fibroblasts,No,2.61007615869664e-07,78.81142,0,human,skin,4,MTS,2.545,Small
ID_2829,ZnO,165.0,-26.0,A431,Yes,8.195875402680559e-11,26.024096,0,human,skin,24,MTT,2.545,Small
ID_2830,ZnO,165.0,-26.0,A431,Yes,8.19587540268056e-12,97.424614,0,human,skin,24,NR,2.545,Small
ID_2831,ZnO,165.0,-26.0,A431,Yes,5.1224221266753494e-11,52.04819,0,human,skin,24,MTT,2.545,Small
ID_2832,ZnO,165.0,-26.0,A431,Yes,8.19587540268056e-14,96.14458,0,human,skin,6,MTT,2.545,Small
ID_2833,ZnO,165.0,-26.0,A431,Yes,8.195875402680559e-11,54.897972,0,human,skin,24,NR,2.545,Small
ID_2834,ZnO,60.0,-26.0,Fibroblasts,No,1.5749179707750697e-11,80.81022,0,human,skin,4,MTS,2.545,Small
