No.,Material,Diameter (nm),Zeta potential (mV),Cell_type,Cancer_cell,Concentration (g/L),Viability (%),Coat,Animal,Cell_organ,Time (h),Test,Electronegativity,dataset
ID_0793,CuO,239.0,-39.67,HCMEC,No,2.92848391602728e-12,30.16451,0,human,heart,24,LDH,2.67,Small
ID_0794,CuO,52.51,-39.67,A549,Yes,2.7612802784191803e-09,74.58716,0,human,lung,24,MTT,2.67,Small
ID_0795,CuO,239.0,-39.67,HCMEC,No,2.92848391602728e-10,13.483146,0,human,heart,24,MTT,2.67,Small
ID_0797,CuO,239.0,-39.67,HCMEC,No,5.85696783205456e-11,15.730337,0,human,heart,24,MTT,2.67,Small
ID_0798,CuO,239.0,-39.67,HCMEC,No,2.92848391602728e-11,43.820225,0,human,heart,24,MTT,2.67,Small
ID_0799,CuO,239.0,-39.67,HCMEC,No,1.46424195801364e-11,75.2809,0,human,heart,24,MTT,2.67,Small
ID_0800,CuO,239.0,-39.67,HCMEC,No,2.92848391602728e-12,96.62921,0,human,heart,24,MTT,2.67,Small
ID_0801,CuO,239.0,-39.67,HCMEC,No,2.92848391602728e-13,95.505615,0,human,heart,24,MTT,2.67,Small
ID_0802,CuO,239.0,-39.67,HCMEC,No,2.92848391602728e-14,100.0,0,human,heart,24,MTT,2.67,Small
ID_0803,CuO,239.0,-39.67,HCMEC,No,2.92848391602728e-13,96.62921,0,human,heart,12,MTT,2.67,Small
ID_0805,CuO,33.0,-39.67,H4,Yes,0.0007954539999999,90.06772,0,human,brain,48,Live/Dead,2.67,Small
ID_0806,CuO,239.0,-39.67,HCMEC,No,2.92848391602728e-35,98.8764,0,human,heart,12,MTT,2.67,Small
ID_0807,CuO,33.0,-39.67,H4,Yes,7.95454e-06,98.60045,0,human,brain,48,Live/Dead,2.67,Small
ID_0808,CuO,33.0,-39.67,H4,Yes,7.95454e-08,98.284424,0,human,brain,48,Live/Dead,2.67,Small
ID_0809,CuO,33.0,-39.67,SH-SY5Y,Yes,0.00795454,41.083523,0,human,bone marrow,48,Live/Dead,2.67,Small
ID_0810,CuO,33.0,-39.67,SH-SY5Y,Yes,0.0007954539999999,89.75169,0,human,bone marrow,48,Live/Dead,2.67,Small
ID_0811,CuO,33.0,-39.67,SH-SY5Y,Yes,7.95454e-05,97.65237,0,human,bone marrow,48,Live/Dead,2.67,Small
ID_0812,CuO,33.0,-39.67,SH-SY5Y,Yes,7.95454e-06,98.91648,0,human,bone marrow,48,Live/Dead,2.67,Small
ID_0813,CuO,33.0,-39.67,H4,Yes,0.0007954539999999,38.425575,0,human,brain,48,MTS,2.67,Small
ID_0814,CuO,33.0,-39.67,H4,Yes,7.95454e-05,68.19899,0,human,brain,48,MTS,2.67,Small
ID_0815,CuO,33.0,-39.67,SH-SY5Y,Yes,0.0007954539999999,41.71446,0,human,bone marrow,48,MTS,2.67,Small
ID_0816,CuO,239.0,-39.67,HCMEC,No,1.46424195801364e-11,27.435486,0,human,heart,12,LDH,2.67,Small
ID_0818,CuO,33.0,-39.67,H4,Yes,7.95454e-05,97.33634,0,human,brain,48,Live/Dead,2.67,Small
ID_0819,CuO,33.0,-39.67,H4,Yes,7.95454e-06,59.056118,0,human,brain,48,MTS,2.67,Small
ID_0820,CuO,239.0,-39.67,HCMEC,No,2.92848391602728e-14,44.390324,0,human,heart,12,LDH,2.67,Small
ID_0821,CuO,239.0,-39.67,HCMEC,No,1.46424195801364e-11,11.39032,0,human,heart,24,LDH,2.67,Small
ID_0822,CuO,52.51,-39.67,A549,Yes,2.7612802784191803e-09,84.71387,0,human,lung,24,NR,2.67,Small
ID_0823,CuO,52.51,-39.67,A549,Yes,6.9032006960479404e-09,68.67281,0,human,lung,24,NR,2.67,Small
ID_0824,CuO,52.51,-39.67,A549,Yes,1.38064013920959e-08,45.37968,0,human,lung,24,NR,2.67,Small
ID_0825,CuO,33.0,-39.67,H4,Yes,7.95454e-08,71.82643,0,human,brain,48,MTS,2.67,Small
ID_0826,CuO,52.51,-39.67,A549,Yes,1.38064013920959e-08,48.16514,0,human,lung,24,MTT,2.67,Small
ID_0827,CuO,239.0,-39.67,HCMEC,No,2.92848391602728e-12,33.08468,0,human,heart,12,LDH,2.67,Small
ID_0828,CuO,239.0,-39.67,HCMEC,No,2.92848391602728e-10,14.606742,0,human,heart,12,MTT,2.67,Small
ID_0829,CuO,239.0,-39.67,HCMEC,No,5.85696783205456e-11,46.067417,0,human,heart,12,MTT,2.67,Small
ID_0830,CuO,52.51,-39.67,A549,Yes,0.05,48.0,0,human,lung,24,MTT,2.67,Small
ID_0831,CuO,52.51,-39.67,A549,Yes,0.025,66.0,0,human,lung,24,MTT,2.67,Small
ID_0832,CuO,52.51,-39.67,A549,Yes,0.01,75.0,0,human,lung,24,MTT,2.67,Small
ID_0833,CuO,40.0,-39.67,A549,Yes,0.005,100.0,0,human,lung,24,MTS,2.67,Small
ID_0834,CuO,40.0,-39.67,A549,Yes,0.01,102.87,0,human,lung,24,MTS,2.67,Small
ID_0835,CuO,40.0,-39.67,A549,Yes,0.025,94.702,0,human,lung,24,MTS,2.67,Small
ID_0836,CuO,40.0,-39.67,A549,Yes,0.05,85.872,0,human,lung,24,MTS,2.67,Small
ID_0837,CuO,55.8,-39.67,HaCat,No,0.02,70.0,0,human,skin,24,MTT,2.67,Small
ID_0838,CuO,55.8,-39.67,HaCat,No,0.01,86.01,0,human,skin,24,MTT,2.67,Small
ID_0839,CuO,55.8,-39.67,HaCat,No,0.03,49.7,0,human,skin,24,MTT,2.67,Small
ID_0840,CuO,28.2,-39.67,A549,Yes,0.005,100.0,0,human,lung,48,CellTiterBlue,2.67,Small
ID_0841,CuO,55.8,-39.67,HaCat,No,0.01,79.9,0,human,skin,48,MTT,2.67,Small
ID_0842,CuO,55.8,-39.67,HaCat,No,0.02,58.43,0,human,skin,48,MTT,2.67,Small
ID_0843,CuO,30.0,-39.67,A549,Yes,0.1,0.7782,0,human,lung,48,CCK-8,2.67,Small
ID_0844,CuO,55.8,-39.67,HaCat,No,0.005,96.2,0,human,skin,24,MTT,2.67,Small
ID_0845,CuO,30.0,-39.67,A549,Yes,0.05,1.1673,0,human,lung,48,CCK-8,2.67,Small
ID_0846,CuO,55.8,-39.67,HaCat,No,0.03,30.4,0,human,skin,48,MTT,2.67,Small
ID_0847,CuO,30.0,-39.67,A549,Yes,0.0005,104.67,0,human,lung,48,CCK-8,2.67,Small
ID_0848,CuO,30.0,-39.67,A549,Yes,0.001,101.36,0,human,lung,48,CCK-8,2.67,Small
ID_0849,CuO,52.51,-39.67,A549,Yes,0.01,85.0,0,human,lung,24,NRU,2.67,Small
ID_0850,CuO,239.0,-39.67,HCMEC,No,1.46424195801364e-10,16.853933,0,human,heart,12,MTT,2.67,Small
ID_0851,CuO,52.51,-39.67,A549,Yes,0.025,69.0,0,human,lung,24,NRU,2.67,Small
ID_0852,CuO,30.09,-39.67,hMSC,No,0.00178,78.035,0,human,bone marrow,48,NRU,2.67,Small
ID_0853,CuO,239.0,-39.67,HCMEC,No,2.92848391602728e-11,65.16854,0,human,heart,12,MTT,2.67,Small
ID_0854,CuO,239.0,-39.67,HCMEC,No,2.92848391602728e-13,44.36371,0,human,heart,12,LDH,2.67,Small
ID_0856,CuO,33.0,-39.67,SH-SY5Y,Yes,7.95454e-05,37.407795,0,human,bone marrow,48,MTS,2.67,Small
ID_0857,CuO,52.51,-39.67,A549,Yes,6.9032006960479404e-09,66.055046,0,human,lung,24,MTT,2.67,Small
ID_0858,CuO,10.0,-39.67,Caco-2,Yes,0.025,64.721,0,human,colon,48,MTS,2.67,Small
ID_0859,CuO,10.0,-39.67,Caco-2,Yes,0.025,75.862,0,human,colon,24,MTS,2.67,Small
ID_0860,CuO,40.0,-39.67,Caco-2,Yes,0.025,75.332,0,human,colon,48,MTS,2.67,Small
ID_0861,CuO,40.0,-39.67,Caco-2,Yes,0.025,114.06,0,human,colon,24,MTS,2.67,Small
ID_0862,CuO,23.0,-39.67,A549,Yes,0.015,31.441,0,human,lung,24,MTT,2.67,Small
ID_0863,CuO,23.0,-39.67,A549,Yes,0.01,56.477,0,human,lung,24,MTT,2.67,Small
ID_0864,CuO,23.0,-39.67,A549,Yes,0.005,81.514,0,human,lung,24,MTT,2.67,Small
ID_0865,CuO,30.09,-39.67,hMSC,No,0.1,0.385,0,human,bone marrow,48,NRU,2.67,Small
ID_0867,CuO,30.09,-39.67,hMSC,No,0.0316,1.1561,0,human,bone marrow,48,NRU,2.67,Small
ID_0868,CuO,30.09,-39.67,hMSC,No,0.0178,2.1195,0,human,bone marrow,48,NRU,2.67,Small
ID_0869,CuO,30.09,-39.67,hMSC,No,0.01,4.2389,0,human,bone marrow,48,NRU,2.67,Small
ID_0870,CuO,30.09,-39.67,hMSC,No,0.00562,10.405,0,human,bone marrow,48,NRU,2.67,Small
ID_0871,CuO,30.09,-39.67,hMSC,No,0.00316,31.985,0,human,bone marrow,48,NRU,2.67,Small
ID_0872,CuO,52.51,-39.67,A549,Yes,0.05,46.0,0,human,lung,24,NRU,2.67,Small
ID_0874,Fe3O4,28.33,49.2572217301193,hPDLF,No,0.0001,76.068,0,human,teeth,6,MTT,2.75,Small
ID_0875,Fe3O4,28.33,49.2572217301193,hPDLF,No,0.05,95.726,0,human,teeth,6,MTT,2.75,Small
ID_0876,Fe3O4,42.5,49.2572217301193,HCMEC,No,0.005,99.013,0,human,heart,12,MTT,2.75,Small
ID_0877,Fe3O4,42.5,49.2572217301193,HCMEC,No,0.0001,97.039,0,human,heart,12,MTT,2.75,Small
ID_0878,Fe3O4,6.0,49.2572217301193,HEK-293,No,0.004,67.173,0,human,kidney,48,MTT,2.75,Small
ID_0879,Fe3O4,6.0,49.2572217301193,HEK-293,No,0.002,75.198,0,human,kidney,48,MTT,2.75,Small
ID_0880,Fe3O4,6.0,49.2572217301193,HEK-293,No,0.0005,87.052,0,human,kidney,48,MTT,2.75,Small
ID_0881,Fe3O4,28.33,49.2572217301193,hPDLF,No,0.05,43.644,0,human,teeth,48,MTT,2.75,Small
ID_0882,Fe3O4,28.33,49.2572217301193,hPDLF,No,0.1,39.831,0,human,teeth,48,MTT,2.75,Small
ID_0884,Fe3O4,42.5,49.2572217301193,HCMEC,No,0.05,98.355,0,human,heart,12,MTT,2.75,Small
ID_0885,Fe3O4,28.33,49.2572217301193,hPDLF,No,0.0001,49.647,0,human,teeth,24,MTT,2.75,Small
ID_0886,Fe3O4,42.5,49.2572217301193,HCMEC,No,1e-06,95.066,0,human,heart,12,MTT,2.75,Small
ID_0888,Fe3O4,46.8,49.2572217301193,HCMEC,No,1e-06,99.013,0,human,heart,12,MTT,2.75,Small
ID_0889,Fe3O4,6.0,49.2572217301193,HEK-293,No,0.004,74.468,0,human,kidney,24,MTT,2.75,Small
ID_0890,Fe3O4,28.33,49.2572217301193,hPDLF,No,0.1,86.61,0,human,teeth,6,MTT,2.75,Small
ID_0891,Fe3O4,46.8,49.2572217301193,HCMEC,No,1e-05,95.395,0,human,heart,12,MTT,2.75,Small
ID_0892,Fe3O4,46.8,49.2572217301193,HCMEC,No,0.0001,98.355,0,human,heart,12,MTT,2.75,Small
ID_0893,Fe3O4,46.8,49.2572217301193,HCMEC,No,0.001,100.33,0,human,heart,12,MTT,2.75,Small
ID_0894,Fe3O4,46.8,49.2572217301193,HCMEC,No,0.005,97.039,0,human,heart,12,MTT,2.75,Small
ID_0895,Fe3O4,46.8,49.2572217301193,HCMEC,No,0.01,100.0,0,human,heart,12,MTT,2.75,Small
ID_0899,Fe3O4,6.0,49.2572217301193,HEK-293,No,0.002,88.875,0,human,kidney,24,MTT,2.75,Small
ID_0900,Fe3O4,6.0,49.2572217301193,HEK-293,No,0.0005,93.8,0,human,kidney,24,MTT,2.75,Small
ID_0901,Fe3O4,145.8,17.7,RAW 264.7,Yes,5.65157034903575e-10,104.83871,PEI,mouse,blood,72,MTS,2.75,Small
ID_0902,Fe3O4,145.8,17.7,SH-SY5Y,Yes,5.65157034903575e-10,42.64823,PEI,human,bone marrow,24,Live/Dead,2.75,Small
ID_0903,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.13031406980715e-09,39.943905,PEI,human,bone marrow,24,Live/Dead,2.75,Small
ID_0904,Fe3O4,145.8,17.7,SH-SY5Y,Yes,7.05315979559662e-11,60.188145,PEI,human,bone marrow,72,Live/Dead,2.75,Small
ID_0905,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.41289258725894e-10,40.906464,PEI,human,bone marrow,72,Live/Dead,2.75,Small
ID_0906,Fe3O4,361.4,12.1,RAW 264.7,Yes,3.71088302959485e-11,60.795456,PEG to the PEI,mouse,blood,72,Live/Dead,2.75,Small
ID_0907,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.41289258725894e-10,32.684353,PEI,human,bone marrow,120,Live/Dead,2.75,Small
ID_0908,Fe3O4,361.4,12.1,RAW 264.7,Yes,9.27720757398714e-12,86.36364,PEG to the PEI,mouse,blood,72,Live/Dead,2.75,Small
ID_0909,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.13031406980715e-09,100.0,PEI,mouse,blood,72,MTS,2.75,Small
ID_0911,Fe3O4,145.8,17.7,RAW 264.7,Yes,2.82578517451788e-10,99.19355,PEI,mouse,blood,72,CellTiterBlue,2.75,Small
ID_0912,Fe3O4,145.8,17.7,SH-SY5Y,Yes,2.82578517451788e-10,56.04981,PEI,human,bone marrow,24,Live/Dead,2.75,Small
ID_0913,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.41289258725894e-10,67.31019,PEI,human,bone marrow,24,Live/Dead,2.75,Small
ID_0914,Fe3O4,145.8,17.7,SH-SY5Y,Yes,7.05315979559662e-11,82.850784,PEI,human,bone marrow,24,Live/Dead,2.75,Small
ID_0915,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.13031406980715e-09,58.064518,PEI,mouse,blood,72,CellTiterBlue,2.75,Small
ID_0916,Fe3O4,145.8,17.7,RAW 264.7,Yes,5.65157034903575e-10,85.48387,PEI,mouse,blood,72,CellTiterBlue,2.75,Small
ID_0917,Fe3O4,145.8,17.7,RAW 264.7,Yes,2.82578517451788e-10,106.451614,PEI,mouse,blood,72,CellTiterBlue,2.75,Small
ID_0918,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.41289258725894e-10,115.32258,PEI,mouse,blood,72,CellTiterBlue,2.75,Small
ID_0919,Fe3O4,145.8,17.7,RAW 264.7,Yes,7.05315979559662e-11,131.45161,PEI,mouse,blood,72,CellTiterBlue,2.75,Small
ID_0921,Fe3O4,145.8,17.7,RAW 264.7,Yes,5.65157034903575e-10,96.77419,PEI,mouse,blood,72,CellTiterBlue,2.75,Small
ID_0922,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.41289258725894e-10,102.41936,PEI,mouse,blood,72,CellTiterBlue,2.75,Small
ID_0923,Fe3O4,326.5,-23.5,SKOV-3,Yes,4.0260775876442e-11,92.671585,folic acid with intermediate organic (PEG) coating,human,ovary,48,MTT,2.75,Small
ID_0924,Fe3O4,13.5,49.2572217301193,H4,Yes,0.02315326,99.80574,0,human,brain,48,Live/Dead,2.75,Small
ID_0925,Fe3O4,326.5,-23.5,SKOV-3,Yes,2.0130387938221e-12,88.359535,folic acid with intermediate organic (PEG) coating,human,ovary,24,MTT,2.75,Small
ID_0926,Fe3O4,326.5,-23.5,SKOV-3,Yes,4.0260775876442e-12,87.291214,folic acid with intermediate organic (PEG) coating,human,ovary,24,MTT,2.75,Small
ID_0927,Fe3O4,42.5,49.2572217301193,HCMEC,No,0.0001,98.033,0,human,heart,24,MTT,2.75,Small
ID_0929,Fe3O4,28.33,49.2572217301193,hPDLF,No,0.1,51.622,0,human,teeth,24,MTT,2.75,Small
ID_0930,Fe3O4,28.33,49.2572217301193,hPDLF,No,0.05,55.007,0,human,teeth,24,MTT,2.75,Small
ID_0931,Fe3O4,28.33,49.2572217301193,hPDLF,No,0.01,53.032,0,human,teeth,24,MTT,2.75,Small
ID_0932,Fe3O4,28.33,49.2572217301193,hPDLF,No,0.001,55.289,0,human,teeth,24,MTT,2.75,Small
ID_0933,Fe3O4,6.0,49.2572217301193,A549,Yes,0.004,45.319,0,human,lung,72,MTT,2.75,Small
ID_0934,Fe3O4,6.0,49.2572217301193,A549,Yes,0.0005,85.745,0,human,lung,72,MTT,2.75,Small
ID_0935,Fe3O4,46.8,49.2572217301193,HCMEC,No,0.05,89.18,0,human,heart,24,MTT,2.75,Small
ID_0936,Fe3O4,6.0,49.2572217301193,HeLa,Yes,0.004,42.229,0,human,cervix,72,MTT,2.75,Small
ID_0937,Fe3O4,22.0,49.2572217301193,A549,Yes,0.025,72.0,0,human,lung,24,MTT,2.75,Small
ID_0938,Fe3O4,22.0,49.2572217301193,A549,Yes,0.01,84.0,0,human,lung,24,MTT,2.75,Small
ID_0939,Fe3O4,42.5,49.2572217301193,HCMEC,No,0.001,93.77,0,human,heart,24,MTT,2.75,Small
ID_0940,Fe3O4,42.5,49.2572217301193,HCMEC,No,0.005,88.525,0,human,heart,24,MTT,2.75,Small
ID_0941,Fe3O4,42.5,49.2572217301193,HCMEC,No,1e-05,96.721,0,human,heart,24,MTT,2.75,Small
ID_0942,Fe3O4,6.0,49.2572217301193,HeLa,Yes,0.002,50.217,0,human,cervix,72,MTT,2.75,Small
ID_0943,Fe3O4,6.0,49.2572217301193,HeLa,Yes,0.0005,75.294,0,human,cervix,72,MTT,2.75,Small
ID_0944,Fe3O4,6.0,49.2572217301193,HeLa,Yes,0.004,65.263,0,human,cervix,48,MTT,2.75,Small
ID_0945,Fe3O4,28.33,49.2572217301193,hPDLF,No,0.001,52.119,0,human,teeth,48,MTT,2.75,Small
ID_0946,Fe3O4,6.0,49.2572217301193,HeLa,Yes,0.002,72.693,0,human,cervix,48,MTT,2.75,Small
ID_0947,Fe3O4,42.5,49.2572217301193,HCMEC,No,0.01,88.852,0,human,heart,24,MTT,2.75,Small
ID_0948,Fe3O4,28.33,49.2572217301193,hPDLF,No,0.001,100.0,0,human,teeth,6,MTT,2.75,Small
ID_0949,Fe3O4,42.5,49.2572217301193,HCMEC,No,0.05,92.131,0,human,heart,24,MTT,2.75,Small
ID_0950,Fe3O4,42.5,49.2572217301193,HCMEC,No,0.1,89.508,0,human,heart,24,MTT,2.75,Small
ID_0951,Fe3O4,46.8,49.2572217301193,HCMEC,No,1e-06,98.689,0,human,heart,24,MTT,2.75,Small
ID_0952,Fe3O4,6.0,49.2572217301193,HeLa,Yes,0.0005,87.183,0,human,cervix,24,MTT,2.75,Small
ID_0953,Fe3O4,6.0,49.2572217301193,HeLa,Yes,0.002,86.44,0,human,cervix,24,MTT,2.75,Small
ID_0954,Fe3O4,6.0,49.2572217301193,HeLa,Yes,0.004,84.582,0,human,cervix,24,MTT,2.75,Small
ID_0956,Fe3O4,46.8,49.2572217301193,HCMEC,No,0.01,92.787,0,human,heart,24,MTT,2.75,Small
ID_0957,Fe3O4,46.8,49.2572217301193,HCMEC,No,0.005,91.148,0,human,heart,24,MTT,2.75,Small
ID_0958,Fe3O4,46.8,49.2572217301193,HCMEC,No,0.001,95.738,0,human,heart,24,MTT,2.75,Small
ID_0959,Fe3O4,42.5,49.2572217301193,HCMEC,No,1e-06,95.738,0,human,heart,24,MTT,2.75,Small
ID_0961,Fe3O4,46.8,49.2572217301193,HCMEC,No,1e-05,100.66,0,human,heart,24,MTT,2.75,Small
ID_0962,Fe3O4,6.0,49.2572217301193,A549,Yes,0.002,71.915,0,human,lung,72,MTT,2.75,Small
ID_0964,Fe3O4,28.33,49.2572217301193,mDF,No,0.001,76.377,0,mouse,skin,48,MTT,2.75,Small
ID_0965,Fe3O4,28.33,49.2572217301193,mDF,No,0.05,74.783,0,mouse,skin,48,MTT,2.75,Small
ID_0966,Fe3O4,28.33,49.2572217301193,mDF,No,0.001,100.0,0,mouse,skin,24,MTT,2.75,Small
ID_0967,Fe3O4,28.33,49.2572217301193,mDF,No,0.01,88.326,0,mouse,skin,24,MTT,2.75,Small
ID_0968,Fe3O4,28.33,49.2572217301193,mDF,No,0.1,76.371,0,mouse,skin,24,MTT,2.75,Small
ID_0969,Fe3O4,22.0,49.2572217301193,A549,Yes,0.05,65.0,0,human,lung,24,NRU,2.75,Small
ID_0970,Fe3O4,22.0,49.2572217301193,A549,Yes,0.01,87.0,0,human,lung,24,NRU,2.75,Small
ID_0971,Fe3O4,22.0,49.2572217301193,A549,Yes,0.05,56.0,0,human,lung,24,MTT,2.75,Small
ID_0972,Fe3O4,42.5,49.2572217301193,HCMEC,No,0.1,95.724,0,human,heart,12,MTT,2.75,Small
ID_0973,Fe3O4,42.5,49.2572217301193,HCMEC,No,0.02,96.711,0,human,heart,12,MTT,2.75,Small
ID_0974,Fe3O4,22.0,49.2572217301193,A549,Yes,0.025,79.0,0,human,lung,24,NRU,2.75,Small
ID_0975,Fe3O4,28.33,49.2572217301193,hPDLF,No,0.01,48.87,0,human,teeth,48,MTT,2.75,Small
ID_0976,Fe3O4,28.33,49.2572217301193,hPDLF,No,0.0001,51.13,0,human,teeth,48,MTT,2.75,Small
ID_0977,Fe3O4,28.33,49.2572217301193,mDF,No,0.0001,87.482,0,mouse,skin,24,MTT,2.75,Small
ID_0978,Fe3O4,28.33,49.2572217301193,mDF,No,0.1,80.0,0,mouse,skin,6,MTT,2.75,Small
ID_0979,Fe3O4,28.33,49.2572217301193,mDF,No,0.05,87.538,0,mouse,skin,6,MTT,2.75,Small
ID_0980,Fe3O4,28.33,49.2572217301193,mDF,No,0.01,85.385,0,mouse,skin,6,MTT,2.75,Small
ID_0981,Fe3O4,28.33,49.2572217301193,mDF,No,0.001,90.462,0,mouse,skin,6,MTT,2.75,Small
ID_0982,Fe3O4,28.33,49.2572217301193,mDF,No,0.0001,41.739,0,mouse,skin,48,MTT,2.75,Small
ID_0983,Fe3O4,28.33,49.2572217301193,mDF,No,0.0001,83.538,0,mouse,skin,6,MTT,2.75,Small
ID_0984,Fe3O4,6.0,49.2572217301193,A549,Yes,0.0005,97.447,0,human,lung,24,MTT,2.75,Small
ID_0985,Fe3O4,6.0,49.2572217301193,A549,Yes,0.004,91.277,0,human,lung,24,MTT,2.75,Small
ID_0986,Fe3O4,6.0,49.2572217301193,A549,Yes,0.002,94.681,0,human,lung,24,MTT,2.75,Small
ID_0987,Fe3O4,28.33,49.2572217301193,hPDLF,No,0.01,94.302,0,human,teeth,6,MTT,2.75,Small
ID_0988,Fe3O4,28.33,49.2572217301193,mDF,No,0.01,84.348,0,mouse,skin,48,MTT,2.75,Small
ID_0989,Fe3O4,28.33,49.2572217301193,mDF,No,0.1,63.478,0,mouse,skin,48,MTT,2.75,Small
ID_0990,Fe3O4,6.0,49.2572217301193,A549,Yes,0.0005,92.766,0,human,lung,48,MTT,2.75,Small
ID_0991,Fe3O4,6.0,49.2572217301193,HeLa,Yes,0.0005,77.523,0,human,cervix,48,MTT,2.75,Small
ID_0993,Fe3O4,28.33,49.2572217301193,mDF,No,0.05,85.654,0,mouse,skin,24,MTT,2.75,Small
ID_0994,Fe3O4,6.0,49.2572217301193,A549,Yes,0.004,63.404,0,human,lung,48,MTT,2.75,Small
ID_0995,Fe3O4,6.0,49.2572217301193,A549,Yes,0.002,80.426,0,human,lung,48,MTT,2.75,Small
ID_0996,Fe3O4,361.4,12.1,SH-SY5Y,Yes,9.27720757398714e-12,93.6590295,PEG to the PEI,human,bone marrow,4,LDH,2.75,Small
ID_0997,Fe3O4,145.8,17.7,RAW 264.7,Yes,5.65157034903575e-10,94.188034,PEI,mouse,blood,24,LDH,2.75,Small
ID_0998,Fe3O4,13.5,49.2572217301193,H4,Yes,2.315326e-07,100.04773,0,human,brain,48,Live/Dead,2.75,Small
ID_0999,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.41289258725894e-10,93.7606835,PEI,mouse,blood,72,LDH,2.75,Small
ID_1000,Fe3O4,13.5,49.2572217301193,H4,Yes,0.0002315326,99.92608,0,human,brain,48,Live/Dead,2.75,Small
ID_1001,Fe3O4,274.1,-27.7,SKOV-3,Yes,6.80463117080962e-11,91.91919,folic acid with intermediate inorganic (silica) coating,human,ovary,24,MTT,2.75,Small
ID_1002,Fe3O4,274.1,-27.7,SKOV-3,Yes,3.40231558540481e-11,83.333336,folic acid with intermediate inorganic (silica) coating,human,ovary,24,MTT,2.75,Small
ID_1003,Fe3O4,361.4,12.1,RAW 264.7,Yes,7.42176605918971e-11,55.68182,PEG to the PEI,mouse,blood,24,Live/Dead,2.75,Small
ID_1004,Fe3O4,361.4,12.1,RAW 264.7,Yes,4.63118202093438e-12,98.86364,PEG to the PEI,mouse,blood,72,Live/Dead,2.75,Small
ID_1005,Fe3O4,361.4,12.1,SH-SY5Y,Yes,3.71088302959485e-11,56.497173,PEG to the PEI,human,bone marrow,24,Live/Dead,2.75,Small
ID_1006,Fe3O4,361.4,12.1,SH-SY5Y,Yes,1.8554415147974297e-11,57.062145,PEG to the PEI,human,bone marrow,24,Live/Dead,2.75,Small
ID_1007,Fe3O4,145.8,17.7,RAW 264.7,Yes,5.65157034903575e-10,94.188034,PEI,mouse,blood,1,LDH,2.75,Small
ID_1010,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.41289258725894e-10,95.042735,PEI,mouse,blood,1,LDH,2.75,Small
ID_1011,Fe3O4,361.4,12.1,SH-SY5Y,Yes,3.71088302959485e-11,13.559322,PEG to the PEI,human,bone marrow,72,Live/Dead,2.75,Small
ID_1012,Fe3O4,361.4,12.1,SH-SY5Y,Yes,7.42176605918971e-11,2.8248587,PEG to the PEI,human,bone marrow,72,Live/Dead,2.75,Small
ID_1013,Fe3O4,361.4,12.1,SH-SY5Y,Yes,4.63118202093438e-12,56.497173,PEG to the PEI,human,bone marrow,120,Live/Dead,2.75,Small
ID_1014,Fe3O4,361.4,12.1,SH-SY5Y,Yes,1.8554415147974297e-11,17.514124,PEG to the PEI,human,bone marrow,120,Live/Dead,2.75,Small
ID_1015,Fe3O4,361.4,12.1,SH-SY5Y,Yes,3.71088302959485e-11,10.169492,PEG to the PEI,human,bone marrow,120,Live/Dead,2.75,Small
ID_1016,Fe3O4,361.4,12.1,SH-SY5Y,Yes,4.63118202093438e-12,38.41808,PEG to the PEI,human,bone marrow,168,Live/Dead,2.75,Small
ID_1017,Fe3O4,361.4,12.1,SH-SY5Y,Yes,3.71088302959485e-11,401.9854,PEG to the PEI,human,bone marrow,72,CellTiterBlue,2.75,Small
ID_1018,Fe3O4,361.4,12.1,SH-SY5Y,Yes,9.27720757398714e-12,28.248587,PEG to the PEI,human,bone marrow,168,Live/Dead,2.75,Small
ID_1019,Fe3O4,361.4,12.1,SH-SY5Y,Yes,4.63118202093438e-12,95.480225,PEG to the PEI,human,bone marrow,24,Live/Dead,2.75,Small
ID_1020,Fe3O4,361.4,12.1,SH-SY5Y,Yes,1.8554415147974297e-11,14.124293,PEG to the PEI,human,bone marrow,168,Live/Dead,2.75,Small
ID_1022,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.41289258725894e-10,95.042735,PEI,mouse,blood,4,LDH,2.75,Small
ID_1023,Fe3O4,361.4,12.1,SH-SY5Y,Yes,4.63118202093438e-12,95.91124,PEG to the PEI,human,bone marrow,72,MTS,2.75,Small
ID_1024,Fe3O4,361.4,12.1,SH-SY5Y,Yes,9.27720757398714e-12,101.437775,PEG to the PEI,human,bone marrow,72,MTS,2.75,Small
ID_1025,Fe3O4,361.4,12.1,SH-SY5Y,Yes,1.8554415147974297e-11,114.38183,PEG to the PEI,human,bone marrow,72,MTS,2.75,Small
ID_1026,Fe3O4,361.4,12.1,SH-SY5Y,Yes,3.71088302959485e-11,162.86815,PEG to the PEI,human,bone marrow,72,MTS,2.75,Small
