Unnamed: 0,No.,Material,Diameter (nm),Zeta potential (mV),Cell_type,Cancer_cell,Concentration (g/L),Viability (%),Coat,Animal,Cell_organ,Test,Electronegativity,dataset
1754,ID_1904,SiO2,19.1,-35.9,THP-1,Yes,0.15,30.23,Uncoated,human,blood,MTT,2.93,Small
1755,ID_1905,SiO2,19.1,-35.9,THP-1,Yes,0.2,23.14,Uncoated,human,blood,MTT,2.93,Small
1756,ID_1906,SiO2,19.1,-35.9,THP-1,Yes,0.25,12.78,Uncoated,human,blood,MTT,2.93,Small
1757,ID_1907,SiO2,10.0,-35.9,RAW 264.7,Yes,1.0,25.52,Uncoated,mouse,ascites,XTT,2.93,Small
1758,ID_1908,SiO2,10.0,-35.9,RAW 264.7,Yes,0.1,82.71,Uncoated,mouse,ascites,XTT,2.93,Small
1759,ID_1909,SiO2,10.0,-35.9,RAW 264.7,Yes,0.01,114.38,Uncoated,mouse,ascites,XTT,2.93,Small
1760,ID_1910,SiO2,10.0,-35.9,RAW 264.7,Yes,0.001,123.42,Uncoated,mouse,ascites,XTT,2.93,Small
1761,ID_1911,SiO2,10.0,-35.9,RAW 264.7,Yes,1.0,22.62,Uncoated,mouse,ascites,CellTiterBlue,2.93,Small
1762,ID_1912,SiO2,10.0,-35.9,RAW 264.7,Yes,0.1,70.11,Uncoated,mouse,ascites,CellTiterBlue,2.93,Small
1763,ID_1913,SiO2,10.0,-35.9,RAW 264.7,Yes,0.01,100.81,Uncoated,mouse,ascites,CellTiterBlue,2.93,Small
1764,ID_1914,SiO2,10.0,-35.9,RAW 264.7,Yes,0.001,107.59,Uncoated,mouse,ascites,CellTiterBlue,2.93,Small
1765,ID_1915,SiO2,20.0,-35.9,HFL1,No,0.25,76.72,Uncoated,human,lung,MTT,2.93,Small
1766,ID_1916,SiO2,96.0,-11.0,Caco-2,Yes,3.250964740998874e-09,100.5,Digestive enzymes,human,colon,Live/Dead,2.93,Small
1767,ID_1917,SiO2,375.4,-26.8,PC12,Yes,8.494996016827391e-11,118.6,Phosphonate,rat,adrenal gland,MTT,2.93,Small
1768,ID_1918,SiO2,15.0,-35.9,HaCat,No,0.04,20.84,Uncoated,human,skin,CCK-8,2.93,Small
1769,ID_1919,SiO2,437.0,21.7,PC12,Yes,8.61631675412035e-10,76.96,NH2,rat,adrenal gland,MTT,2.93,Small
1770,ID_1920,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0327292392022346,24.79,Uncoated,mouse,blood,XTT,2.93,Small
1771,ID_1921,SiO2,25.0,30.0,HUVEC,No,1.5021075e-09,103.41,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1772,ID_1922,SiO2,29.5,-35.9,Caco-2,Yes,8.731030798220161e-07,88.65,Uncoated,human,colon,Vialight,2.93,Small
1773,ID_1923,SiO2,13.0,-27.0,RAW 264.7,Yes,3.272923920223464e-05,95.23,Uncoated,mouse,blood,Live/Dead,2.93,Small
1774,ID_1924,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0003272923920223,85.61,Uncoated,mouse,blood,Live/Dead,2.93,Small
1775,ID_1925,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0032729239202234,69.19,Uncoated,mouse,blood,Live/Dead,2.93,Small
1776,ID_1926,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0327292392022346,9.76,Uncoated,mouse,blood,Live/Dead,2.93,Small
1777,ID_1927,SiO2,13.0,-27.0,RAW 264.7,Yes,3.272923920223464e-05,93.75,Uncoated,mouse,blood,Live/Dead,2.93,Small
1778,ID_1928,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0003272923920223,91.68,Uncoated,mouse,blood,Live/Dead,2.93,Small
1779,ID_1929,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0032729239202234,71.49,Uncoated,mouse,blood,Live/Dead,2.93,Small
1780,ID_1930,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0327292392022346,45.27,Uncoated,mouse,blood,Live/Dead,2.93,Small
1781,ID_1931,SiO2,25.0,30.0,HUVEC,No,1.5021075e-10,108.29,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1782,ID_1932,SiO2,29.5,-35.9,Caco-2,Yes,6.979248689162231e-06,12.97,Uncoated,human,colon,Vialight,2.93,Small
1783,ID_1933,SiO2,25.0,30.0,HUVEC,No,1.5021075e-08,109.27,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1784,ID_1934,SiO2,25.0,30.0,HUVEC,No,1.5021075e-07,107.32,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1785,ID_1935,SiO2,25.0,30.0,HUVEC,No,1.5021075e-10,104.52,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1786,ID_1936,SiO2,25.0,30.0,HUVEC,No,1.5021075e-09,112.9,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1787,ID_1938,SiO2,25.0,30.0,HUVEC,No,1.5021075e-07,105.81,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1788,ID_1939,SiO2,25.0,30.0,HUVEC,No,1.5021075e-07,98.41,Uncoated,human,umbilical cord,LDH,2.93,Small
1789,ID_1940,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0003272923920223,5.57,Uncoated,mouse,blood,LDH,2.93,Small
1790,ID_1941,SiO2,13.0,-27.0,RAW 264.7,Yes,3.272923920223464e-05,3.12,Uncoated,mouse,blood,LDH,2.93,Small
1791,ID_1942,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0327292392022346,70.11,Uncoated,mouse,blood,LDH,2.93,Small
1792,ID_1943,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0032729239202234,82.71,Uncoated,mouse,blood,XTT,2.93,Small
1793,ID_1944,SiO2,386.9,-35.9,PC12,Yes,1.241565905364978e-09,79.57,CTAB,rat,adrenal gland,MTT,2.93,Small
1794,ID_1945,SiO2,29.5,-35.9,Caco-2,Yes,1.739071276996199e-06,39.78,Uncoated,human,colon,Vialight,2.93,Small
1795,ID_1946,SiO2,29.5,-35.9,Caco-2,Yes,3.503940941174478e-06,16.86,Uncoated,human,colon,Vialight,2.93,Small
1796,ID_1947,SiO2,386.9,-35.9,PC12,Yes,7.759786908531116e-11,100.43,CTAB,rat,adrenal gland,MTT,2.93,Small
1797,ID_1948,SiO2,29.5,-35.9,Caco-2,Yes,1.400457466971979e-05,15.35,Uncoated,human,colon,Vialight,2.93,Small
1798,ID_1949,SiO2,386.9,-35.9,PC12,Yes,4.842107030923417e-12,120.7,CTAB,rat,adrenal gland,MTT,2.93,Small
1799,ID_1950,SiO2,375.4,-26.8,PC12,Yes,2.120351005800117e-11,122.11,Phosphonate,rat,adrenal gland,MTT,2.93,Small
1800,ID_1952,SiO2,60.0,-30.0,HUVEC,No,1.5021075e-09,103.0,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1801,ID_1953,SiO2,10.0,-35.9,RAW 264.7,Yes,0.01,6.14,Uncoated,mouse,ascites,LDH,2.93,Small
1802,ID_1954,SiO2,386.9,-35.9,PC12,Yes,6.20782952682489e-10,94.57,CTAB,rat,adrenal gland,MTT,2.93,Small
1803,ID_1955,SiO2,13.0,-27.0,RAW 264.7,Yes,3.272923920223464e-05,107.2,Uncoated,mouse,blood,CellTiterBlue,2.93,Small
1804,ID_1957,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0003272923920223,114.22,Uncoated,mouse,blood,XTT,2.93,Small
1805,ID_1958,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0032729239202234,69.84,Uncoated,mouse,blood,CellTiterBlue,2.93,Small
1806,ID_1959,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0327292392022346,22.49,Uncoated,mouse,blood,CellTiterBlue,2.93,Small
1807,ID_1960,SiO2,13.0,-27.0,RAW 264.7,Yes,3.272923920223464e-05,123.08,Uncoated,mouse,blood,XTT,2.93,Small
1808,ID_1961,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0003272923920223,100.59,Uncoated,mouse,blood,CellTiterBlue,2.93,Small
1809,ID_1962,SiO2,386.9,-35.9,PC12,Yes,2.421053515461709e-12,105.26,CTAB,rat,adrenal gland,MTT,2.93,Small
1810,ID_1965,SiO2,369.0,79.0,primary alveolar Macrophage,No,1.07336673543553e-10,95.11,Uncoated,human,lung,Vialight,2.93,Small
1811,ID_1966,SiO2,60.0,32.0,HUVEC,No,1.5021075e-09,98.06,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1812,ID_1967,SiO2,60.0,32.0,HUVEC,No,1.5021075e-10,100.65,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1813,ID_1968,SiO2,386.9,-35.9,PC12,Yes,1.551957381706223e-10,94.04,CTAB,rat,adrenal gland,MTT,2.93,Small
1814,ID_1969,SiO2,115.0,-48.0,HUVEC,No,1.5021075e-10,104.29,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1815,ID_1970,SiO2,115.0,-48.0,HUVEC,No,1.5021075e-08,86.15,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1816,ID_1971,SiO2,386.9,-35.9,PC12,Yes,1.551957381706223e-10,95.87,CTAB,rat,adrenal gland,MTT,2.93,Small
1817,ID_1972,SiO2,386.9,-35.9,PC12,Yes,7.759786908531116e-11,95.44,CTAB,rat,adrenal gland,MTT,2.93,Small
1818,ID_1973,SiO2,386.9,-35.9,PC12,Yes,3.873685624738734e-11,84.91,CTAB,rat,adrenal gland,MTT,2.93,Small
1819,ID_1974,SiO2,386.9,-35.9,PC12,Yes,1.936842812369367e-11,105.96,CTAB,rat,adrenal gland,MTT,2.93,Small
1820,ID_1975,SiO2,386.9,-35.9,PC12,Yes,9.684214061846834e-12,117.19,CTAB,rat,adrenal gland,MTT,2.93,Small
1821,ID_1976,SiO2,60.0,32.0,HUVEC,No,1.5021075e-07,100.03,Uncoated,human,umbilical cord,LDH,2.93,Small
1822,ID_1977,SiO2,10.0,-35.9,RAW 264.7,Yes,0.001,4.52,Uncoated,mouse,ascites,LDH,2.93,Small
1823,ID_1979,SiO2,386.9,-35.9,PC12,Yes,3.873685624738734e-11,98.48,CTAB,rat,adrenal gland,MTT,2.93,Small
1824,ID_1980,SiO2,375.4,-26.8,PC12,Yes,5.300877514500292e-12,96.14,Phosphonate,rat,adrenal gland,MTT,2.93,Small
1825,ID_1981,SiO2,115.0,-48.0,HUVEC,No,1.5021075e-07,75.79,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1826,ID_1982,SiO2,437.0,21.7,PC12,Yes,1.344145413642775e-11,94.04,NH2,rat,adrenal gland,MTT,2.93,Small
1827,ID_1983,SiO2,437.0,21.7,PC12,Yes,6.720727068213873e-12,101.05,NH2,rat,adrenal gland,MTT,2.93,Small
1828,ID_1984,SiO2,437.0,21.7,PC12,Yes,1.680181767053468e-12,103.86,NH2,rat,adrenal gland,MTT,2.93,Small
1829,ID_1985,SiO2,60.0,-30.0,HUVEC,No,1.5021075e-10,104.29,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1830,ID_1986,SiO2,115.0,-48.0,HUVEC,No,1.5021075e-09,101.7,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1831,ID_1987,SiO2,60.0,-30.0,HUVEC,No,1.5021075e-07,104.94,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1832,ID_1988,SiO2,60.0,-30.0,HUVEC,No,1.5021075e-09,108.18,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1833,ID_1989,SiO2,60.0,-30.0,HUVEC,No,1.5021075e-08,111.42,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1834,ID_1990,SiO2,60.0,-30.0,HUVEC,No,1.5021075e-07,82.27,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1835,ID_1991,SiO2,60.0,-30.0,HUVEC,No,1.5021075e-07,101.39,Uncoated,human,umbilical cord,LDH,2.93,Small
1836,ID_1992,SiO2,115.0,-48.0,HUVEC,No,1.5021075e-10,90.69,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1837,ID_1993,SiO2,115.0,-48.0,HUVEC,No,1.5021075e-09,101.05,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1838,ID_1995,SiO2,115.0,-48.0,HUVEC,No,1.5021075e-07,82.91,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1839,ID_1996,SiO2,386.9,-35.9,PC12,Yes,3.103914763412445e-10,103.86,CTAB,rat,adrenal gland,MTT,2.93,Small
1840,ID_1997,SiO2,437.0,21.7,PC12,Yes,3.360363534106936e-12,119.35,NH2,rat,adrenal gland,MTT,2.93,Small
1841,ID_1998,SiO2,386.9,-35.9,PC12,Yes,1.241565905364978e-09,63.86,CTAB,rat,adrenal gland,MTT,2.93,Small
1842,ID_1999,SiO2,60.0,32.0,HUVEC,No,1.5021075e-07,109.27,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1843,ID_2000,SiO2,437.0,21.7,PC12,Yes,6.720727068213873e-12,108.91,NH2,rat,adrenal gland,MTT,2.93,Small
1844,ID_2001,SiO2,437.0,21.7,PC12,Yes,1.344145413642775e-11,111.52,NH2,rat,adrenal gland,MTT,2.93,Small
1845,ID_2002,SiO2,437.0,21.7,PC12,Yes,2.688290827285549e-11,114.13,NH2,rat,adrenal gland,MTT,2.93,Small
1846,ID_2003,SiO2,437.0,21.7,PC12,Yes,5.385197971325219e-11,116.09,NH2,rat,adrenal gland,MTT,2.93,Small
1847,ID_2004,SiO2,437.0,21.7,PC12,Yes,1.077039594265044e-10,106.96,NH2,rat,adrenal gland,MTT,2.93,Small
1848,ID_2005,SiO2,437.0,21.7,PC12,Yes,2.154079188530087e-10,74.35,NH2,rat,adrenal gland,MTT,2.93,Small
1849,ID_2006,SiO2,437.0,21.7,PC12,Yes,4.308158377060175e-10,93.91,NH2,rat,adrenal gland,MTT,2.93,Small
1850,ID_2007,SiO2,375.4,-26.8,PC12,Yes,2.650438757250146e-12,103.16,Phosphonate,rat,adrenal gland,MTT,2.93,Small
1851,ID_2008,SiO2,375.4,-26.8,PC12,Yes,6.795996813461911e-10,71.09,Phosphonate,rat,adrenal gland,MTT,2.93,Small
1852,ID_2009,SiO2,375.4,-26.8,PC12,Yes,1.060175502900058e-11,110.18,Phosphonate,rat,adrenal gland,MTT,2.93,Small
1853,ID_2010,SiO2,375.4,-26.8,PC12,Yes,3.397998406730956e-10,72.39,Phosphonate,rat,adrenal gland,MTT,2.93,Small
1854,ID_2011,SiO2,386.9,-35.9,PC12,Yes,1.936842812369367e-11,97.83,CTAB,rat,adrenal gland,MTT,2.93,Small
1855,ID_2012,SiO2,386.9,-35.9,PC12,Yes,9.684214061846834e-12,108.26,CTAB,rat,adrenal gland,MTT,2.93,Small
1856,ID_2013,SiO2,386.9,-35.9,PC12,Yes,4.842107030923417e-12,97.17,CTAB,rat,adrenal gland,MTT,2.93,Small
1857,ID_2014,SiO2,386.9,-35.9,PC12,Yes,2.421053515461709e-12,113.48,CTAB,rat,adrenal gland,MTT,2.93,Small
1858,ID_2015,SiO2,115.0,-48.0,HUVEC,No,1.5021075e-07,99.83,Uncoated,human,umbilical cord,LDH,2.93,Small
1859,ID_2016,SiO2,369.0,79.0,primary alveolar Macrophage,No,4.29346694174212e-10,34.67,Uncoated,human,lung,Vialight,2.93,Small
1860,ID_2017,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0032729239202234,22.37,Uncoated,mouse,blood,LDH,2.93,Small
1861,ID_2018,SiO2,96.0,-11.0,Caco-2,Yes,3.250964740998874e-09,107.0,Uncoated,human,colon,MTT,2.93,Small
1862,ID_2019,SiO2,375.4,-26.8,PC12,Yes,4.240702011600233e-11,103.86,Phosphonate,rat,adrenal gland,MTT,2.93,Small
1863,ID_2020,SiO2,375.4,-26.8,PC12,Yes,1.359199362692383e-09,80.0,Phosphonate,rat,adrenal gland,MTT,2.93,Small
1864,ID_2021,SiO2,437.0,21.7,PC12,Yes,5.385197971325219e-11,90.53,NH2,rat,adrenal gland,MTT,2.93,Small
1865,ID_2022,SiO2,437.0,21.7,PC12,Yes,1.077039594265044e-10,100.35,NH2,rat,adrenal gland,MTT,2.93,Small
1866,ID_2023,SiO2,437.0,21.7,PC12,Yes,2.154079188530087e-10,96.14,NH2,rat,adrenal gland,MTT,2.93,Small
1867,ID_2024,SiO2,437.0,21.7,PC12,Yes,2.688290827285549e-11,89.82,NH2,rat,adrenal gland,MTT,2.93,Small
1868,ID_2025,SiO2,437.0,21.7,PC12,Yes,8.61631675412035e-10,85.61,NH2,rat,adrenal gland,MTT,2.93,Small
1869,ID_2026,SiO2,437.0,21.7,PC12,Yes,3.360363534106936e-12,103.16,NH2,rat,adrenal gland,MTT,2.93,Small
1870,ID_2027,SiO2,386.9,-35.9,PC12,Yes,6.20782952682489e-10,79.3,CTAB,rat,adrenal gland,MTT,2.93,Small
1871,ID_2028,SiO2,437.0,21.7,PC12,Yes,1.680181767053468e-12,120.0,NH2,rat,adrenal gland,MTT,2.93,Small
1872,ID_2029,SiO2,375.4,-26.8,PC12,Yes,6.795996813461911e-10,105.96,Phosphonate,rat,adrenal gland,MTT,2.93,Small
1873,ID_2030,SiO2,375.4,-26.8,PC12,Yes,2.650438757250146e-12,97.83,Phosphonate,rat,adrenal gland,MTT,2.93,Small
1874,ID_2031,SiO2,375.4,-26.8,PC12,Yes,5.300877514500292e-12,95.22,Phosphonate,rat,adrenal gland,MTT,2.93,Small
1875,ID_2032,SiO2,375.4,-26.8,PC12,Yes,1.060175502900058e-11,89.35,Phosphonate,rat,adrenal gland,MTT,2.93,Small
1876,ID_2033,SiO2,375.4,-26.8,PC12,Yes,2.120351005800117e-11,106.3,Phosphonate,rat,adrenal gland,MTT,2.93,Small
1877,ID_2036,SiO2,375.4,-26.8,PC12,Yes,8.494996016827391e-11,96.52,Phosphonate,rat,adrenal gland,MTT,2.93,Small
1878,ID_2037,SiO2,375.4,-26.8,PC12,Yes,1.698999203365477e-10,93.91,Phosphonate,rat,adrenal gland,MTT,2.93,Small
1879,ID_2038,TiO2,150.0,-17.6,Fibroblasts,No,3.539953307063455e-10,94.24,Uncoated,human,skin,MTS,2.81,Small
1880,ID_2039,TiO2,47.83,-17.6,IP15,No,1.306512447327671e-09,100.0,Uncoated,human,kidney,WST-1,2.81,Small
1881,ID_2040,TiO2,170.0,-17.6,RAW 264.7,Yes,1.828166762851318e-10,119.81,Uncoated,mouse,blood,WST-1,2.81,Small
1882,ID_2041,TiO2,170.0,-17.6,RAW 264.7,Yes,1.828166762851317e-11,106.65,Uncoated,mouse,blood,WST-1,2.81,Small
1883,ID_2042,TiO2,124.9,-17.6,A431,Yes,2.458521360223581e-10,95.24,Uncoated,human,skin,MTT,2.81,Small
1884,ID_2043,TiO2,124.9,-17.6,A431,Yes,2.458521360223581e-10,73.65,Uncoated,human,skin,MTT,2.81,Small
1885,ID_2044,TiO2,124.9,-17.6,A431,Yes,2.458521360223581e-10,83.81,Uncoated,human,skin,MTT,2.81,Small
1886,ID_2045,TiO2,124.9,-17.6,A431,Yes,2.458521360223581e-11,97.14,Uncoated,human,skin,MTT,2.81,Small
1887,ID_2046,TiO2,124.9,-17.6,A431,Yes,2.458521360223581e-11,85.71,Uncoated,human,skin,MTT,2.81,Small
1888,ID_2047,TiO2,124.9,-17.6,A431,Yes,2.458521360223581e-09,92.7,Uncoated,human,skin,MTT,2.81,Small
1889,ID_2048,TiO2,150.0,-17.6,Fibroblasts,No,1.433523841177574e-09,86.72,Uncoated,human,skin,MTS,2.81,Small
1890,ID_2049,TiO2,11.69,-17.6,IP15,No,8.948931026692626e-08,99.1,Uncoated,human,kidney,WST-1,2.81,Small
1891,ID_2050,TiO2,150.0,-17.6,Fibroblasts,No,2.271982228033846e-08,70.18,Uncoated,human,skin,MTS,2.81,Small
1892,ID_2051,TiO2,150.0,-17.6,Fibroblasts,No,5.42228971896412e-08,44.36,Uncoated,human,skin,MTS,2.81,Small
1893,ID_2052,TiO2,150.0,-17.6,Fibroblasts,No,2.158652437067873e-11,90.98,Uncoated,human,skin,MTS,2.81,Small
1894,ID_2053,TiO2,11.69,-17.6,IP15,No,1.789786205338525e-07,93.72,Uncoated,human,kidney,WST-1,2.81,Small
1895,ID_2054,TiO2,11.69,-17.6,IP15,No,3.57957241067705e-07,95.52,Uncoated,human,kidney,WST-1,2.81,Small
1896,ID_2055,TiO2,11.69,-17.6,IP15,No,7.1591448213541e-07,92.83,Uncoated,human,kidney,WST-1,2.81,Small
1897,ID_2056,TiO2,124.9,-17.6,A431,Yes,2.458521360223581e-11,88.25,Uncoated,human,skin,MTT,2.81,Small
1898,ID_2057,TiO2,124.9,-17.6,A431,Yes,2.458521360223581e-12,95.87,Uncoated,human,skin,MTT,2.81,Small
1899,ID_2058,TiO2,50.0,-17.6,RAW 264.7,Yes,5.748341315768657e-08,21.55,Uncoated,mouse,blood,LDH,2.81,Small
1900,ID_2059,TiO2,20.0,-17.6,CHO-K1,No,3.742409710786886e-07,81.3,Uncoated,hamster,ovary,NR,2.81,Small
1901,ID_2060,TiO2,124.9,-17.6,A431,Yes,2.458521360223581e-13,98.57,Uncoated,human,skin,NR,2.81,Small
1902,ID_2061,TiO2,150.0,-17.6,Fibroblasts,No,5.706961419520449e-09,84.21,Uncoated,human,skin,MTS,2.81,Small
1903,ID_2062,TiO2,11.69,-17.6,IP15,No,2.86365792854164e-06,93.27,Uncoated,human,kidney,WST-1,2.81,Small
1904,ID_2063,TiO2,47.83,-17.6,IP15,No,1.045209957862137e-08,94.17,Uncoated,human,kidney,WST-1,2.81,Small
1905,ID_2064,TiO2,50.0,-17.6,RAW 264.7,Yes,3.592713322355411e-09,21.15,Uncoated,mouse,blood,LDH,2.81,Small
1906,ID_2065,TiO2,50.0,-17.6,RAW 264.7,Yes,5.748341315768657e-08,169.91,Uncoated,mouse,blood,WST-1,2.81,Small
1907,ID_2066,TiO2,50.0,-17.6,RAW 264.7,Yes,7.185426644710821e-10,23.41,Uncoated,mouse,blood,LDH,2.81,Small
1908,ID_2067,TiO2,124.9,-17.6,A431,Yes,2.458521360223581e-13,97.86,Uncoated,human,skin,NR,2.81,Small
1909,ID_2069,TiO2,50.0,-17.6,RAW 264.7,Yes,7.185426644710822e-09,18.51,Uncoated,mouse,blood,LDH,2.81,Small
1910,ID_2070,TiO2,38.0,-17.6,HUVEC,No,5.456203106556184e-08,81.27,Uncoated,human,umbilical cord,CellTiterGlo,2.81,Small
1911,ID_2071,TiO2,38.0,-17.6,HUVEC,No,1.091240621311237e-09,99.82,Uncoated,human,umbilical cord,CellTiterGlo,2.81,Small
1912,ID_2072,TiO2,50.0,-17.6,RAW 264.7,Yes,2.874170657884329e-08,18.89,Uncoated,mouse,blood,LDH,2.81,Small
1913,ID_2073,TiO2,38.0,-17.6,HUVEC,No,5.456203106556183e-09,98.73,Uncoated,human,umbilical cord,CellTiterGlo,2.81,Small
1914,ID_2074,TiO2,38.0,-17.6,HUVEC,No,2.182481242622473e-08,91.64,Uncoated,human,umbilical cord,CellTiterGlo,2.81,Small
1915,ID_2075,TiO2,38.0,-17.6,HUVEC,No,1.091240621311237e-07,79.64,Uncoated,human,umbilical cord,CellTiterGlo,2.81,Small
1916,ID_2076,TiO2,38.0,-17.6,HUVEC,No,5.456203106556184e-08,100.36,Uncoated,human,umbilical cord,CytoTox-One™,2.81,Small
1917,ID_2077,TiO2,420.7,-9.96,AGS,Yes,1.608361888737961e-11,119.32,Uncoated,human,stomach,MTS,2.81,Small
1918,ID_2078,TiO2,420.7,-9.96,AGS,Yes,1.608361888737961e-11,111.73,Uncoated,human,stomach,MTS,2.81,Small
1919,ID_2079,TiO2,420.7,-9.96,AGS,Yes,3.216723777475922e-11,120.1,Uncoated,human,stomach,MTS,2.81,Small
1920,ID_2080,TiO2,420.7,-9.96,AGS,Yes,3.216723777475922e-11,102.1,Uncoated,human,stomach,MTS,2.81,Small
1921,ID_2081,TiO2,420.7,-9.96,AGS,Yes,3.216723777475922e-11,113.21,Uncoated,human,stomach,MTS,2.81,Small
1922,ID_2082,TiO2,420.7,-9.96,AGS,Yes,4.825085666213883e-11,116.03,Uncoated,human,stomach,MTS,2.81,Small
1923,ID_2083,TiO2,420.7,-9.96,AGS,Yes,4.825085666213883e-11,106.34,Uncoated,human,stomach,MTS,2.81,Small
1924,ID_2084,TiO2,124.9,-17.6,A431,Yes,2.458521360223581e-09,67.94,Uncoated,human,skin,MTT,2.81,Small
1925,ID_2085,TiO2,38.0,-17.6,HUVEC,No,1.091240621311237e-08,94.91,Uncoated,human,umbilical cord,CellTiterGlo,2.81,Small
1926,ID_2086,TiO2,170.0,-17.6,RAW 264.7,Yes,9.140833814256588e-11,113.23,Uncoated,mouse,blood,WST-1,2.81,Small
1927,ID_2087,TiO2,20.0,-17.6,CHO-K1,No,7.484819421573774e-08,99.57,Uncoated,hamster,ovary,NR,2.81,Small
1928,ID_2088,TiO2,38.0,-17.6,HUVEC,No,1.091240621311237e-07,98.18,Uncoated,human,umbilical cord,CytoTox-One™,2.81,Small
1929,ID_2089,TiO2,420.7,-9.96,AGS,Yes,6.433447554951843e-11,107.81,Uncoated,human,stomach,MTS,2.81,Small
1930,ID_2090,TiO2,420.7,-9.96,AGS,Yes,8.041809443689805e-11,115.51,Uncoated,human,stomach,MTS,2.81,Small
1931,ID_2091,TiO2,420.7,-9.96,AGS,Yes,8.041809443689805e-11,115.53,Uncoated,human,stomach,MTS,2.81,Small
1932,ID_2092,TiO2,420.7,-9.96,AGS,Yes,8.041809443689805e-11,120.4,Uncoated,human,stomach,MTS,2.81,Small
1933,ID_2093,TiO2,420.7,-9.96,AGS,Yes,9.650171332427764e-11,123.91,Uncoated,human,stomach,MTS,2.81,Small
1934,ID_2094,TiO2,420.7,-9.96,AGS,Yes,9.650171332427764e-11,118.39,Uncoated,human,stomach,MTS,2.81,Small
1935,ID_2095,TiO2,420.7,-9.96,AGS,Yes,9.650171332427764e-11,123.26,Uncoated,human,stomach,MTS,2.81,Small
1936,ID_2096,TiO2,47.83,-17.6,LLC-PK1,No,1.672335932579419e-07,90.13,Uncoated,pig,kidney,WST-1,2.81,Small
1937,ID_2097,TiO2,47.83,-17.6,IP15,No,4.180839831448549e-08,93.27,Uncoated,human,kidney,WST-1,2.81,Small
1938,ID_2098,TiO2,35.0,-17.6,A549,Yes,1.396584381867993e-07,78.77,Uncoated,human,lung,WST-8,2.81,Small
1939,ID_2099,TiO2,160.5,-27.8,AGS,Yes,1.737910671002193e-09,124.0,Uncoated,human,stomach,MTS,2.81,Small
1940,ID_2101,TiO2,160.5,-27.8,AGS,Yes,2.172388338752741e-09,128.0,Uncoated,human,stomach,MTS,2.81,Small
1941,ID_2102,TiO2,47.83,-17.6,IP15,No,2.090419915724274e-08,94.62,Uncoated,human,kidney,WST-1,2.81,Small
1942,ID_2103,TiO2,47.83,-17.6,LLC-PK1,No,8.361679662897097e-08,92.83,Uncoated,pig,kidney,WST-1,2.81,Small
1943,ID_2104,TiO2,47.83,-17.6,IP15,No,8.361679662897097e-08,92.38,Uncoated,human,kidney,WST-1,2.81,Small
1944,ID_2106,TiO2,50.0,-17.6,RAW 264.7,Yes,2.874170657884329e-08,142.58,Uncoated,mouse,blood,WST-1,2.81,Small
1945,ID_2107,TiO2,35.0,-17.6,A549,Yes,6.982921909339963e-08,87.06,Uncoated,human,lung,WST-8,2.81,Small
1946,ID_2108,TiO2,124.9,-17.6,A431,Yes,2.458521360223581e-09,80.63,Uncoated,human,skin,MTT,2.81,Small
1947,ID_2109,TiO2,47.83,-17.6,LLC-PK1,No,3.344671865158838e-07,73.99,Uncoated,pig,kidney,WST-1,2.81,Small
