Viability (%),Diameter (nm),Zeta potential (mV),Concentration (g/L),Time (h),Electronegativity,Cluster
15.484,20.12,-8.0,0.05,72,2.28,2
48.226,20.12,-8.0,0.01,72,2.28,2
21.452,20.12,-8.0,0.04,72,2.28,2
78.548,20.12,-8.0,0.005,24,2.28,2
60.645,20.12,-8.0,0.01,24,2.28,2
37.903,20.12,-8.0,0.02,24,2.28,2
35.968,20.12,-8.0,0.04,24,2.28,2
30.968,20.12,-8.0,0.05,24,2.28,2
49.194,20.12,-8.0,0.01,48,2.28,2
36.29,20.12,-8.0,0.02,48,2.28,2
90.0,20.12,-8.0,0.0025,48,2.28,2
59.783,1.5,-8.0,0.075,24,2.28,2
81.2434,13.5,-8.0,2.34462764082683e-06,24,2.28,2
70.0,20.12,-8.0,0.005,48,2.28,2
34.285713,13.5,-40.5,2.34462764082683e-06,24,2.28,2
91.89189,13.5,-8.0,5.86156910206708e-07,48,2.28,2
86.12613,13.5,-8.0,5.86156910206708e-07,24,2.28,2
25.806,20.12,-8.0,0.02,72,2.28,2
96.936935,13.5,-8.0,2.93078455103354e-07,48,2.28,2
97.297295,13.5,-8.0,2.93078455103354e-07,24,2.28,2
98.54265,13.5,-8.0,2.93078455103354e-07,24,2.28,2
92.610214,13.5,-8.0,2.93078455103354e-07,48,2.28,2
92.64051,13.5,-8.0,2.93078455103354e-07,72,2.28,2
88.28829,13.5,-8.0,5.86156910206708e-07,72,2.28,2
89.72973,13.5,-8.0,2.93078455103354e-07,72,2.28,2
70.64788,13.5,-8.0,2.34462764082683e-06,72,2.28,2
86.99511,13.5,-8.0,1.17231382041342e-06,72,2.28,2
87.60895,13.5,-8.0,1.17231382041342e-06,24,2.28,2
71.27001,13.5,-8.0,1.17231382041342e-06,72,2.28,2
78.7921,13.5,-8.0,2.34462764082683e-06,24,2.28,2
75.09367,13.5,-8.0,2.34462764082683e-06,48,2.28,2
50.590313,13.5,-8.0,4.68925528165366e-06,24,2.28,2
96.458115,13.5,-8.0,5.86156910206708e-07,48,2.28,2
81.8018,13.5,-8.0,1.17231382041342e-06,24,2.28,2
85.4054,13.5,-8.0,1.17231382041342e-06,48,2.28,2
76.75676,13.5,-8.0,1.17231382041342e-06,72,2.28,2
55.182796,13.5,-8.0,4.68925528165366e-06,24,2.28,2
66.752686,13.5,-8.0,2.34462764082683e-06,72,2.28,2
80.5435,13.5,-8.0,2.34462764082683e-06,48,2.28,2
77.11155,13.5,-8.0,5.86156910206708e-07,72,2.28,2
92.11533,13.5,-8.0,1.17231382041342e-06,48,2.28,2
24.596273,13.5,-40.5,1.17231382041342e-06,72,2.28,2
94.19583,13.5,-8.0,5.86156910206708e-07,24,2.28,2
26.086956,13.5,-40.5,2.34462764082683e-06,48,2.28,2
91.21017,13.5,-8.0,5.86156910206708e-07,48,2.28,2
91.18671,13.5,-8.0,5.86156910206708e-07,24,2.28,2
99.84555,13.5,-8.0,2.93078455103354e-07,72,2.28,2
96.181816,13.5,-8.0,2.93078455103354e-07,48,2.28,2
99.79081,13.5,-8.0,2.93078455103354e-07,24,2.28,2
43.603603,13.5,-8.0,4.68925528165366e-06,72,2.28,2
56.576576,13.5,-8.0,4.68925528165366e-06,48,2.28,2
57.2973,13.5,-8.0,4.68925528165366e-06,24,2.28,2
68.10811,13.5,-8.0,2.34462764082683e-06,72,2.28,2
78.1982,13.5,-8.0,2.34462764082683e-06,48,2.28,2
77.47748,13.5,-8.0,2.34462764082683e-06,24,2.28,2
54.349342,13.5,-8.0,4.68925528165366e-06,48,2.28,2
47.701862,13.5,-40.5,1.17231382041342e-06,24,2.28,2
89.7869,13.5,-8.0,5.86156910206708e-07,72,2.28,2
89.849464,13.5,-8.0,1.17231382041342e-06,24,2.28,2
45.0,13.5,-40.5,1.17231382041342e-06,72,2.28,2
50.25,13.5,-40.5,2.34462764082683e-06,24,2.28,2
44.25,13.5,-40.5,2.34462764082683e-06,48,2.28,2
32.25,13.5,-40.5,2.34462764082683e-06,72,2.28,2
36.0,13.5,-40.5,4.68925528165366e-06,24,2.28,2
30.0,13.5,-40.5,4.68925528165366e-06,48,2.28,2
21.0,13.5,-40.5,4.68925528165366e-06,72,2.28,2
79.00621,13.5,-40.5,2.93078455103354e-07,24,2.28,2
64.84472,13.5,-40.5,2.93078455103354e-07,48,2.28,2
44.720497,13.5,-40.5,2.93078455103354e-07,72,2.28,2
64.09938,13.5,-40.5,5.86156910206708e-07,24,2.28,2
49.93789,13.5,-40.5,5.86156910206708e-07,48,2.28,2
84.0,13.5,-40.5,2.93078455103354e-07,24,2.28,2
17.888199,13.5,-40.5,4.68925528165366e-06,48,2.28,2
35.776398,13.5,-40.5,5.86156910206708e-07,72,2.28,2
43.195477,13.5,-8.0,4.68925528165366e-06,72,2.28,2
84.78593,13.5,-8.0,1.17231382041342e-06,48,2.28,2
17.142857,13.5,-40.5,2.34462764082683e-06,72,2.28,2
19.378881,13.5,-40.5,4.68925528165366e-06,24,2.28,2
58.5,13.5,-40.5,1.17231382041342e-06,48,2.28,2
56.666668,13.5,-8.0,4.68925528165366e-06,48,2.28,2
69.75,13.5,-40.5,1.17231382041342e-06,24,2.28,2
70.5,13.5,-40.5,5.86156910206708e-07,48,2.28,2
12.670808,13.5,-40.5,4.68925528165366e-06,72,2.28,2
77.93636,13.5,-40.5,2.93078455103354e-07,24,2.28,2
59.443943,13.5,-40.5,2.93078455103354e-07,48,2.28,2
45.39998,13.5,-40.5,2.93078455103354e-07,72,2.28,2
58.799557,13.5,-40.5,5.86156910206708e-07,24,2.28,2
47.716553,13.5,-40.5,5.86156910206708e-07,48,2.28,2
40.082,1.5,-8.0,0.1,24,2.28,2
38.01242,13.5,-40.5,1.17231382041342e-06,48,2.28,2
38.11904,13.5,-40.5,5.86156910206708e-07,72,2.28,2
29.348589,13.5,-40.5,1.17231382041342e-06,72,2.28,2
33.861286,13.5,-40.5,2.34462764082683e-06,24,2.28,2
29.444946,13.5,-40.5,2.34462764082683e-06,48,2.28,2
23.547125,13.5,-40.5,2.34462764082683e-06,72,2.28,2
19.911673,13.5,-40.5,4.68925528165366e-06,24,2.28,2
16.234066,13.5,-40.5,4.68925528165366e-06,48,2.28,2
14.784703,13.5,-40.5,4.68925528165366e-06,72,2.28,2
81.75,13.5,-40.5,2.93078455103354e-07,48,2.28,2
67.5,13.5,-40.5,2.93078455103354e-07,72,2.28,2
77.25,13.5,-40.5,5.86156910206708e-07,24,2.28,2
54.75,13.5,-40.5,5.86156910206708e-07,72,2.28,2
49.419353,13.5,-8.0,4.68925528165366e-06,72,2.28,2
50.037136,13.5,-40.5,1.17231382041342e-06,24,2.28,2
38.950115,13.5,-40.5,1.17231382041342e-06,48,2.28,2
44.062363,79.6,0.0,6.19462819500702e-10,24,2.55,2
77.62113,79.6,0.0,2.0648760650023402e-10,24,2.55,2
91.09037,79.6,0.0,1.0324380325011701e-10,24,2.55,2
54.2135,79.6,0.0,4.1297521300046803e-10,24,2.55,2
58.542,21.06,-35.9,0.01,72,2.92666666666667,2
83.378,120.0,-35.9,0.2,96,2.92666666666667,2
86.892,120.0,-35.9,0.1,96,2.92666666666667,2
9.6866,9.0,-35.9,1.0,48,2.92666666666667,2
7.888,9.0,-35.9,1.0,48,2.92666666666667,2
85.755,9.0,-35.9,0.01,48,2.92666666666667,2
98.982,280.0,-35.9,0.005,48,2.92666666666667,1
7.9772,9.0,-35.9,0.1,48,2.92666666666667,2
10.941,280.0,-35.9,1.0,48,2.92666666666667,2
27.481,280.0,-35.9,0.1,48,2.92666666666667,2
82.952,280.0,-35.9,0.01,48,2.92666666666667,1
100.28,280.0,-35.9,0.005,48,2.92666666666667,1
89.744,280.0,-35.9,0.01,48,2.92666666666667,1
25.926,280.0,-35.9,0.1,48,2.92666666666667,2
86.005,9.0,-35.9,0.005,48,2.92666666666667,2
84.224,9.0,-35.9,0.01,48,2.92666666666667,2
89.744,9.0,-35.9,0.005,48,2.92666666666667,2
14.249,9.0,-35.9,0.1,48,2.92666666666667,2
83.333,120.0,-35.9,0.5,96,2.92666666666667,2
57.649,50.0,-35.9,0.05,24,2.92666666666667,2
101.49,100.0,-35.9,0.00625,24,2.92666666666667,2
96.447,18.3,-35.9,0.05,24,2.92666666666667,2
101.06,19.4,-35.9,0.008,24,2.92666666666667,2
79.62,19.4,-35.9,0.256,24,2.92666666666667,2
101.67,19.4,-35.9,0.128,24,2.92666666666667,2
23.077,280.0,-35.9,1.0,48,2.92666666666667,2
82.973,120.0,-35.9,0.5,96,2.92666666666667,2
67.494,21.06,-35.9,0.05,24,2.92666666666667,2
26.061,12.0,-35.9,0.2,24,2.92666666666667,2
61.042,199.89,-35.9,0.5,24,2.92666666666667,2
19.643,50.0,-35.9,0.5,4,2.92666666666667,2
22.294,10.0,-35.9,0.1,24,2.92666666666667,2
82.646,120.0,-35.9,0.5,96,2.92666666666667,2
84.637,120.0,-35.9,0.2,96,2.92666666666667,2
83.499,120.0,-35.9,0.1,96,2.92666666666667,2
81.081,120.0,-35.9,0.05,96,2.92666666666667,2
108.82591,60.0,-30.0,1.5021075e-08,48,2.92666666666667,2
22.253,50.0,-35.9,0.4,4,2.92666666666667,2
94.894,55.6,-35.9,0.1,48,2.92666666666667,2
94.894,307.6,-35.9,0.1,48,2.92666666666667,1
96.887,167.8,-35.9,0.1,48,2.92666666666667,2
95.641,167.8,-35.9,0.01,48,2.92666666666667,2
98.63,55.6,-35.9,0.01,48,2.92666666666667,2
88.514,120.0,-35.9,0.05,96,2.92666666666667,2
62.779,199.89,-35.9,0.2,24,2.92666666666667,2
49.886,59.72,-35.9,0.1,72,2.92666666666667,2
63.275,21.06,-35.9,0.5,24,2.92666666666667,2
68.337,100.33,-35.9,0.01,72,2.92666666666667,2
54.214,100.33,-35.9,0.05,72,2.92666666666667,2
72.705,59.72,-35.9,0.05,24,2.92666666666667,2
51.708,100.33,-35.9,0.1,72,2.92666666666667,2
55.353,100.33,-35.9,0.2,72,2.92666666666667,2
53.531,100.33,-35.9,0.5,72,2.92666666666667,2
66.287,199.89,-35.9,0.01,72,2.92666666666667,2
50.569,199.89,-35.9,0.05,72,2.92666666666667,2
102.8,100.0,-35.9,0.05,24,2.92666666666667,2
95.522,100.0,-35.9,0.025,24,2.92666666666667,2
49.886,21.06,-35.9,0.1,72,2.92666666666667,2
50.797,21.06,-35.9,0.05,72,2.92666666666667,2
31.435,59.72,-35.9,0.2,72,2.92666666666667,2
91.667,120.0,-35.9,0.05,96,2.92666666666667,2
70.471,59.72,-35.9,0.1,24,2.92666666666667,2
64.02,59.72,-35.9,0.2,24,2.92666666666667,2
62.283,59.72,-35.9,0.5,24,2.92666666666667,2
89.826,100.33,-35.9,0.01,24,2.92666666666667,2
70.471,100.33,-35.9,0.05,24,2.92666666666667,2
71.464,100.33,-35.9,0.1,24,2.92666666666667,2
65.757,100.33,-35.9,0.2,24,2.92666666666667,2
72.705,100.33,-35.9,0.5,24,2.92666666666667,2
75.186,199.89,-35.9,0.01,24,2.92666666666667,2
63.027,199.89,-35.9,0.05,24,2.92666666666667,2
104.41,19.4,-35.9,0.064,24,2.92666666666667,2
60.92,59.72,-35.9,0.1,72,2.92666666666667,2
91.27,120.0,-35.9,0.1,96,2.92666666666667,2
62.283,199.89,-35.9,0.1,24,2.92666666666667,2
53.303,59.72,-35.9,0.05,72,2.92666666666667,2
44.647,21.06,-35.9,0.5,72,2.92666666666667,2
76.923,21.06,-35.9,0.01,24,2.92666666666667,2
102.73,19.4,-35.9,0.016,24,2.92666666666667,2
103.64,19.4,-35.9,0.032,24,2.92666666666667,2
106.22,19.4,-35.9,0.064,24,2.92666666666667,2
72.989,19.4,-35.9,0.128,24,2.92666666666667,2
36.126,50.0,-35.9,0.2,4,2.92666666666667,2
52.473,50.0,-35.9,0.1,4,2.92666666666667,2
94.643,50.0,-35.9,0.075,4,2.92666666666667,2
99.588,50.0,-35.9,0.025,4,2.92666666666667,2
96.583,59.72,-35.9,0.01,72,2.92666666666667,2
103.04,19.4,-35.9,0.032,24,2.92666666666667,2
20.822,19.4,-35.9,0.256,24,2.92666666666667,2
62.283,21.06,-35.9,0.2,24,2.92666666666667,2
100.99,59.72,-35.9,0.01,24,2.92666666666667,2
102.24,100.0,-35.9,0.0125,24,2.92666666666667,2
50.569,21.06,-35.9,0.2,72,2.92666666666667,2
65.747,59.72,-35.9,0.05,72,2.92666666666667,2
22.676,199.89,-35.9,0.2,72,2.92666666666667,2
46.437,21.06,-35.9,0.5,72,2.92666666666667,2
95.315,10.0,-35.9,0.001,24,2.92666666666667,2
63.504,199.89,-35.9,0.05,24,2.92666666666667,2
64.138,199.89,-35.9,0.01,72,2.92666666666667,2
64.477,100.33,-35.9,0.5,24,2.92666666666667,2
79.291,20.0,-35.9,0.025,24,2.92666666666667,2
61.071,21.06,-35.9,0.05,24,2.92666666666667,2
59.611,21.06,-35.9,0.1,24,2.92666666666667,2
59.124,21.06,-35.9,0.2,24,2.92666666666667,2
58.151,21.06,-35.9,0.5,24,2.92666666666667,2
45.578,21.06,-35.9,0.01,72,2.92666666666667,2
24.878,199.89,-35.9,0.5,24,2.92666666666667,2
86.268,10.0,-35.9,0.01,24,2.92666666666667,2
32.683,199.89,-35.9,0.1,24,2.92666666666667,2
12.245,199.89,-35.9,0.5,72,2.92666666666667,2
87.687,20.0,-35.9,0.00625,24,2.92666666666667,2
50.114,199.89,-35.9,0.1,72,2.92666666666667,2
50.797,199.89,-35.9,0.2,72,2.92666666666667,2
45.33,199.89,-35.9,0.5,72,2.92666666666667,2
65.366,21.06,-35.9,0.01,24,2.92666666666667,2
50.0,21.06,-35.9,0.05,24,2.92666666666667,2
44.39,21.06,-35.9,0.1,24,2.92666666666667,2
38.049,21.06,-35.9,0.2,24,2.92666666666667,2
34.146,21.06,-35.9,0.5,24,2.92666666666667,2
68.856,21.06,-35.9,0.01,24,2.92666666666667,2
63.99,100.33,-35.9,0.2,24,2.92666666666667,2
83.582,20.0,-35.9,0.0125,24,2.92666666666667,2
87.528,59.72,-35.9,0.01,72,2.92666666666667,2
56.425,20.0,-35.9,0.75,48,2.92666666666667,2
69.467,10.0,-35.9,0.1,24,2.92666666666667,2
94.403,50.0,-35.9,0.0125,24,2.92666666666667,2
62.287,199.89,-35.9,0.1,24,2.92666666666667,2
82.276,20.0,-35.9,0.05,24,2.92666666666667,2
60.584,199.89,-35.9,0.2,24,2.92666666666667,2
87.083,31.4,-35.9,0.015,24,2.92666666666667,2
58.151,199.89,-35.9,0.5,24,2.92666666666667,2
57.011,21.06,-35.9,0.01,72,2.92666666666667,2
55.172,21.06,-35.9,0.05,72,2.92666666666667,2
49.425,21.06,-35.9,0.2,72,2.92666666666667,2
82.5,31.4,-35.9,0.02,24,2.92666666666667,2
68.856,199.89,-35.9,0.01,24,2.92666666666667,2
79.792,56.7,-35.9,0.025,24,2.92666666666667,2
86.25,56.7,-35.9,0.015,24,2.92666666666667,2
90.625,56.7,-35.9,0.01,24,2.92666666666667,2
92.5,56.7,-35.9,0.005,24,2.92666666666667,2
74.167,31.4,-35.9,0.025,24,2.92666666666667,2
71.729,10.0,-35.9,0.1,24,2.92666666666667,2
50.652,20.0,-35.9,1.0,48,2.92666666666667,2
42.458,20.0,-35.9,1.5,48,2.92666666666667,2
77.832,19.1,-35.9,0.2,24,2.92666666666667,2
89.482,19.1,-35.9,0.1,24,2.92666666666667,2
91.761,10.0,-35.9,0.01,24,2.92666666666667,2
94.023,10.0,-35.9,0.001,24,2.92666666666667,2
9.6931,10.0,-35.9,1.0,24,2.92666666666667,2
84.167,56.7,-35.9,0.02,24,2.92666666666667,2
17.234,100.33,-35.9,0.5,72,2.92666666666667,2
67.397,59.72,-35.9,0.05,24,2.92666666666667,2
27.891,100.33,-35.9,0.2,72,2.92666666666667,2
36.458,21.8,-35.9,0.025,24,2.92666666666667,2
97.292,31.4,-35.9,0.005,24,2.92666666666667,2
93.958,31.4,-35.9,0.01,24,2.92666666666667,2
53.041,59.72,-35.9,0.5,24,2.92666666666667,2
68.613,100.33,-35.9,0.01,24,2.92666666666667,2
66.423,100.33,-35.9,0.05,24,2.92666666666667,2
65.207,100.33,-35.9,0.1,24,2.92666666666667,2
58.161,100.33,-35.9,0.05,72,2.92666666666667,2
66.437,100.33,-35.9,0.01,72,2.92666666666667,2
42.299,59.72,-35.9,0.5,72,2.92666666666667,2
54.713,59.72,-35.9,0.2,72,2.92666666666667,2
5.122,59.72,-35.9,0.5,24,2.92666666666667,2
45.417,21.8,-35.9,0.02,24,2.92666666666667,2
53.902,100.33,-35.9,0.01,24,2.92666666666667,2
34.878,100.33,-35.9,0.1,24,2.92666666666667,2
30.244,100.33,-35.9,0.2,24,2.92666666666667,2
29.024,100.33,-35.9,0.5,24,2.92666666666667,2
50.0,199.89,-35.9,0.01,24,2.92666666666667,2
40.732,199.89,-35.9,0.05,24,2.92666666666667,2
99.757,59.72,-35.9,0.01,24,2.92666666666667,2
66.423,59.72,-35.9,0.1,24,2.92666666666667,2
96.828,50.0,-35.9,0.00625,24,2.92666666666667,2
56.322,100.33,-35.9,0.1,72,2.92666666666667,2
63.958,21.8,-35.9,0.015,24,2.92666666666667,2
80.208,21.8,-35.9,0.01,24,2.92666666666667,2
92.5,21.8,-35.9,0.005,24,2.92666666666667,2
44.878,100.33,-35.9,0.05,24,2.92666666666667,2
97.293,18.3,-35.9,0.025,24,2.92666666666667,2
42.683,59.72,-35.9,0.2,24,2.92666666666667,2
95.601,18.3,-35.9,0.0125,24,2.92666666666667,2
34.467,100.33,-35.9,0.05,72,2.92666666666667,2
42.63,100.33,-35.9,0.01,72,2.92666666666667,2
1.1338,59.72,-35.9,0.5,72,2.92666666666667,2
23.356,59.72,-35.9,0.2,72,2.92666666666667,2
30.839,59.72,-35.9,0.1,72,2.92666666666667,2
32.2,59.72,-35.9,0.05,72,2.92666666666667,2
17.007,21.06,-35.9,0.5,72,2.92666666666667,2
24.943,199.89,-35.9,0.1,72,2.92666666666667,2
27.891,21.06,-35.9,0.2,72,2.92666666666667,2
34.921,21.06,-35.9,0.1,72,2.92666666666667,2
38.095,21.06,-35.9,0.05,72,2.92666666666667,2
31.973,100.33,-35.9,0.1,72,2.92666666666667,2
42.177,199.89,-35.9,0.01,72,2.92666666666667,2
29.252,199.89,-35.9,0.05,72,2.92666666666667,2
108.05,59.72,-35.9,0.01,24,2.92666666666667,2
54.146,59.72,-35.9,0.05,24,2.92666666666667,2
49.512,59.72,-35.9,0.1,24,2.92666666666667,2
94.247,18.3,-35.9,0.01,24,2.92666666666667,2
62.774,59.72,-35.9,0.2,24,2.92666666666667,2
55.862,100.33,-35.9,0.5,72,2.92666666666667,2
24.89,12.0,-35.9,0.4,24,2.92666666666667,2
55.172,199.89,-35.9,0.05,72,2.92666666666667,2
54.023,199.89,-35.9,0.1,72,2.92666666666667,2
51.264,199.89,-35.9,0.2,72,2.92666666666667,2
51.034,199.89,-35.9,0.5,72,2.92666666666667,2
96.277,18.3,-35.9,0.001,24,2.92666666666667,2
95.172,59.72,-35.9,0.01,72,2.92666666666667,2
89.552,50.0,-35.9,0.025,24,2.92666666666667,2
61.29,21.06,-35.9,0.1,24,2.92666666666667,2
86.111,120.0,-35.9,0.2,96,2.92666666666667,2
105.36585,60.0,32.0,1.5021075e-08,48,2.92666666666667,1
103.870964,60.0,32.0,1.5021075e-08,96,2.92666666666667,1
108.29269,60.0,32.0,1.5021075e-10,48,2.92666666666667,1
20.221264,14.0,-35.9,3.93072914690103e-08,24,2.92666666666667,2
22.880486,14.0,-35.9,1.96536457345051e-07,24,2.92666666666667,2
33.116215,14.0,-35.9,3.93072914690103e-07,24,2.92666666666667,2
87.08861,369.0,79.0,7.15577823623686e-10,24,2.92666666666667,1
77.90576,369.0,79.0,1.0733667354355301e-10,24,2.92666666666667,1
59.47644,369.0,79.0,1.0733667354355301e-10,24,2.92666666666667,1
96.585365,96.0,-11.0,3.2509647409988704e-09,24,2.92666666666667,2
96.969696,369.0,79.0,4.2934669417421203e-10,24,2.92666666666667,1
123.63636,369.0,79.0,1.0733667354355301e-10,24,2.92666666666667,1
71.73913,375.4,-26.8,1.3591993626923801e-09,12,2.92666666666667,1
103.35135,29.5,-35.9,5.32173837449352e-08,4,2.92666666666667,2
104.0,29.5,-35.9,2.17557583155919e-07,4,2.92666666666667,2
100.54054,29.5,-35.9,4.38342542951795e-07,4,2.92666666666667,2
40.700413,14.0,-35.9,1.57229165876041e-06,24,2.92666666666667,2
41.845173,14.0,-35.9,3.14458331752082e-06,24,2.92666666666667,2
100.0,96.0,-11.0,3.2509647409988704e-09,24,2.92666666666667,2
58.048,15.0,-35.9,0.1,72,2.92666666666667,2
74.018,15.0,-35.9,0.05,72,2.92666666666667,2
87.072,15.0,-35.9,0.025,72,2.92666666666667,2
48.923,15.0,-35.9,0.2,72,2.92666666666667,2
76.933,15.0,-35.9,0.05,72,2.92666666666667,2
88.973,15.0,-35.9,0.025,72,2.92666666666667,2
59.949,15.0,-35.9,0.1,72,2.92666666666667,2
102.45614,375.4,-26.8,3.3979984067309503e-10,24,2.92666666666667,1
105.3684,96.0,-11.0,3.2509647409988704e-09,24,2.92666666666667,2
94.03509,375.4,-26.8,1.69899920336548e-10,24,2.92666666666667,1
107.182915,14.0,-35.9,3.93072914690103e-07,24,2.92666666666667,2
127.95955,14.0,-35.9,1.96536457345051e-07,24,2.92666666666667,2
121.77778,369.0,79.0,1.0733667354355301e-10,24,2.92666666666667,1
3.5555556,369.0,79.0,4.2934669417421203e-10,24,2.92666666666667,1
112.323235,240.0,58.0,3.90115768919865e-10,24,2.92666666666667,1
113.93939,240.0,58.0,1.5604630756794602e-09,24,2.92666666666667,1
76.23037,240.0,58.0,1.5604630756794602e-09,24,2.92666666666667,1
87.08861,240.0,58.0,2.6007717927991e-09,24,2.92666666666667,1
104.888885,240.0,58.0,3.90115768919865e-10,24,2.92666666666667,1
87.111115,240.0,58.0,1.5604630756794602e-09,24,2.92666666666667,1
142.22223,240.0,58.0,3.90115768919865e-10,24,2.92666666666667,1
32.67016,369.0,79.0,4.2934669417421203e-10,24,2.92666666666667,1
110.243904,60.0,32.0,1.5021075e-09,48,2.92666666666667,1
104.242424,598.2,87.0,1.00773883622121e-10,24,2.92666666666667,1
62.827225,598.2,87.0,2.5193470905530396e-11,24,2.92666666666667,1
44.397907,598.2,87.0,1.00773883622121e-10,24,2.92666666666667,1
82.025314,598.2,87.0,1.67956472703536e-10,24,2.92666666666667,1
87.703705,598.2,87.0,2.5193470905530396e-11,24,2.92666666666667,1
69.92593,598.2,87.0,1.00773883622121e-10,24,2.92666666666667,1
115.55556,598.2,87.0,2.5193470905530396e-11,24,2.92666666666667,1
68.14815,598.2,87.0,1.00773883622121e-10,24,2.92666666666667,1
111.00218,14.0,-35.9,3.93072914690103e-08,24,2.92666666666667,2
121.21212,598.2,87.0,2.5193470905530396e-11,24,2.92666666666667,1
75.0876,14.0,-35.9,1.57229165876041e-06,24,2.92666666666667,2
64.68624,14.0,-35.9,3.14458331752082e-06,24,2.92666666666667,2
108.44444,240.0,58.0,1.5604630756794602e-09,24,2.92666666666667,1
91.184,14.23,-35.9,0.01,72,2.92666666666667,2
92.455,14.23,-35.9,0.01,72,2.92666666666667,2
95.61,14.23,-35.9,0.005,72,2.92666666666667,2
92.573,19.1,-35.9,0.01,24,2.92666666666667,2
58.848,14.23,-35.9,0.2,72,2.92666666666667,2
9.5064,100.0,-35.9,0.1,24,2.92666666666667,2
94.15,100.0,-35.9,0.01,24,2.92666666666667,2
20.841,100.0,-35.9,0.05,24,2.92666666666667,2
16.453,30.0,-35.9,0.06,24,2.92666666666667,2
17.185,100.0,-35.9,0.06,24,2.92666666666667,2
7.6782,15.0,-35.9,0.08,24,2.92666666666667,2
10.969,30.0,-35.9,0.08,24,2.92666666666667,2
11.335,100.0,-35.9,0.08,24,2.92666666666667,2
7.4954,15.0,-35.9,0.1,24,2.92666666666667,2
7.6782,30.0,-35.9,0.1,24,2.92666666666667,2
35.275,19.1,-35.9,0.4,24,2.92666666666667,2
7.8611,15.0,-35.9,0.06,24,2.92666666666667,2
85.192,15.0,-35.9,0.01,24,2.92666666666667,2
98.355,100.0,-35.9,0.005,24,2.92666666666667,2
19.927,30.0,-35.9,0.05,24,2.92666666666667,2
10.238,15.0,-35.9,0.05,24,2.92666666666667,2
28.702,100.0,-35.9,0.04,24,2.92666666666667,2
22.121,30.0,-35.9,0.04,24,2.92666666666667,2
31.877,19.1,-35.9,0.5,24,2.92666666666667,2
93.57,18.3,-35.9,0.1,24,2.92666666666667,2
74.771,30.0,-35.9,0.02,24,2.92666666666667,2
30.713,15.0,-35.9,0.02,24,2.92666666666667,2
93.967,100.0,-35.9,0.02,24,2.92666666666667,2
15.718,59.72,-35.9,0.5,72,2.92666666666667,2
91.59,30.0,-35.9,0.01,24,2.92666666666667,2
44.265,10.0,-35.9,1.0,24,2.92666666666667,2
47.087,19.1,-35.9,0.3,24,2.92666666666667,2
64.804,20.0,-35.9,0.5,48,2.92666666666667,2
96.708,14.23,-35.9,0.001,72,2.92666666666667,2
55.263,14.23,-35.9,0.2,72,2.92666666666667,2
63.816,14.23,-35.9,0.1,72,2.92666666666667,2
71.316,14.23,-35.9,0.05,72,2.92666666666667,2
79.342,14.23,-35.9,0.025,72,2.92666666666667,2
89.58,15.0,-35.9,0.005,24,2.92666666666667,2
94.698,30.0,-35.9,0.005,24,2.92666666666667,2
95.0,14.23,-35.9,0.005,72,2.92666666666667,2
96.842,14.23,-35.9,0.001,72,2.92666666666667,2
44.994,15.0,-35.9,0.2,72,2.92666666666667,2
78.326,14.23,-35.9,0.025,72,2.92666666666667,2
71.605,14.23,-35.9,0.05,72,2.92666666666667,2
65.021,14.23,-35.9,0.1,72,2.92666666666667,2
71.33,19.1,-35.9,0.05,24,2.92666666666667,2
47.323,19.1,-35.9,0.1,24,2.92666666666667,2
30.225,19.1,-35.9,0.15,24,2.92666666666667,2
23.143,19.1,-35.9,0.2,24,2.92666666666667,2
12.781,19.1,-35.9,0.25,24,2.92666666666667,2
25.525,10.0,-35.9,1.0,24,2.92666666666667,2
82.714,10.0,-35.9,0.1,24,2.92666666666667,2
114.38,10.0,-35.9,0.01,24,2.92666666666667,2
123.42,10.0,-35.9,0.001,24,2.92666666666667,2
22.617,10.0,-35.9,1.0,24,2.92666666666667,2
70.11,10.0,-35.9,0.1,24,2.92666666666667,2
100.81,10.0,-35.9,0.01,24,2.92666666666667,2
107.59,10.0,-35.9,0.001,24,2.92666666666667,2
76.723,20.0,-35.9,0.25,48,2.92666666666667,2
100.50429,96.0,-11.0,3.2509647409988704e-09,24,2.92666666666667,2
118.59649,375.4,-26.8,8.494996016827389e-11,24,2.92666666666667,1
20.841,15.0,-35.9,0.04,24,2.92666666666667,2
76.95652,437.0,21.7,8.61631675412035e-10,12,2.92666666666667,1
24.78658,13.0,-27.0,0.0327292392022346,24,2.92666666666667,2
103.414635,25.0,30.0,1.5021075e-09,48,2.92666666666667,1
88.64865,29.5,-35.9,8.73103079822016e-07,4,2.92666666666667,2
95.226295,13.0,-27.0,3.27292392022346e-05,24,2.92666666666667,2
85.60647,13.0,-27.0,0.0003272923920223,24,2.92666666666667,2
69.19419,13.0,-27.0,0.0032729239202234,24,2.92666666666667,2
9.763044,13.0,-27.0,0.0327292392022346,24,2.92666666666667,2
93.752266,13.0,-27.0,3.27292392022346e-05,24,2.92666666666667,2
91.6796,13.0,-27.0,0.0003272923920223,24,2.92666666666667,2
71.492134,13.0,-27.0,0.0032729239202234,24,2.92666666666667,2
45.270145,13.0,-27.0,0.0327292392022346,24,2.92666666666667,2
108.29269,25.0,30.0,1.5021075e-10,48,2.92666666666667,1
