Viability (%),Diameter (nm),Zeta potential (mV),Concentration (g/L),Time (h),Electronegativity,Cluster
109.53,5.0,24.4,0.0025,72,2.54,1
100.25317,20.0,24.4,0.000196966569,48,2.54,1
94.177216,20.0,24.4,0.00196966569,48,2.54,1
88.101265,20.0,24.4,0.0196966569,48,2.54,1
90.889,65.0,24.4,0.04,24,2.54,1
83.333,65.0,24.4,0.2,24,2.54,1
79.556,65.0,24.4,0.4,24,2.54,2
77.333,65.0,24.4,0.0002,96,2.54,1
80.444,65.0,24.4,0.0004,96,2.54,1
83.111,65.0,24.4,0.002,96,2.54,1
72.444,65.0,24.4,0.004,96,2.54,1
81.47,5.0,24.4,0.0125,72,2.54,1
98.827,38.0,24.4,0.0002,24,2.54,1
107.91,20.0,24.4,0.00625,72,2.54,1
106.49,20.0,24.4,0.005,72,2.54,1
86.0,65.0,24.4,0.02,24,2.54,1
101.01,20.0,24.4,0.0025,72,2.54,1
116.63,5.0,24.4,0.005,72,2.54,1
102.43,5.0,24.4,0.00167,72,2.54,1
91.134,46.0,24.4,0.0002,24,2.54,1
83.778,65.0,24.4,0.0004,24,2.54,1
47.849,46.0,24.4,0.0008,24,2.54,1
91.134,60.0,24.4,0.0002,24,2.54,1
87.353,60.0,24.4,0.0004,24,2.54,1
56.845,60.0,24.4,0.0008,24,2.54,1
87.223,46.0,24.4,0.0004,24,2.54,1
106.09,5.0,24.4,0.00625,72,2.54,1
91.134,38.0,24.4,0.0004,24,2.54,1
121.08,33.69,24.4,0.2,96,2.54,1
62.0,65.0,24.4,0.4,96,2.54,1
83.556,65.0,24.4,0.2,96,2.54,1
77.556,65.0,24.4,0.04,96,2.54,1
94.203,33.69,24.4,0.2,96,2.54,1
106.84,33.69,24.4,0.002,96,2.54,1
116.24,33.69,24.4,0.02,24,2.54,1
110.54,33.69,24.4,0.02,96,2.54,1
105.13,33.69,24.4,0.004,24,2.54,1
121.65,33.69,24.4,0.002,24,2.54,1
117.66,33.69,24.4,0.0004,24,2.54,1
120.51,33.69,24.4,0.0002,24,2.54,1
85.507,33.69,24.4,0.4,96,2.54,1
98.841,33.69,24.4,0.04,96,2.54,1
78.632,33.69,24.4,0.0002,96,2.54,1
99.13,33.69,24.4,0.02,96,2.54,1
92.174,33.69,24.4,0.004,96,2.54,1
88.406,33.69,24.4,0.002,96,2.54,1
85.755,33.69,24.4,0.0004,96,2.54,1
78.261,33.69,24.4,0.0002,96,2.54,1
116.24,33.69,24.4,0.04,96,2.54,1
2.5775657,179.3,88.1802373537581,2.1671679293164601e-10,24,2.565,1
13.747017,179.3,88.1802373537581,8.668671717265829e-11,24,2.565,1
1.1455847,179.3,88.1802373537581,8.66867171726582e-10,24,2.565,1
14.606205,179.3,88.1802373537581,4.33433585863291e-11,24,2.565,1
106.02,25.0,20.0206058229585,0.1,24,2.66666666666667,1
112.0,25.0,20.0206058229585,0.2,24,2.66666666666667,1
95.414,12.5,20.0206058229585,0.0125,24,2.66666666666667,1
105.14,25.0,20.0206058229585,0.025,24,2.66666666666667,1
79.365,12.5,20.0206058229585,0.4,24,2.66666666666667,2
89.065,12.5,20.0206058229585,0.2,24,2.66666666666667,1
84.667,4.7,20.0206058229585,0.01093,24,2.66666666666667,1
96.649,12.5,20.0206058229585,0.00625,24,2.66666666666667,1
98.236,12.5,20.0206058229585,0.00312,24,2.66666666666667,1
96.12,12.5,20.0206058229585,0.1,24,2.66666666666667,1
116.04,25.0,20.0206058229585,0.1,24,2.66666666666667,1
92.555,33.0,20.0206058229585,0.1,24,2.66666666666667,1
103.06,20.3,20.0206058229585,0.1,24,2.66666666666667,1
95.77,33.0,20.0206058229585,0.0125,24,2.66666666666667,1
107.02,25.0,20.0206058229585,0.2,24,2.66666666666667,1
100.0,25.0,20.0206058229585,0.025,24,2.66666666666667,1
97.8,33.0,20.0206058229585,0.01,24,2.66666666666667,1
104.01,25.0,20.0206058229585,0.1,24,2.66666666666667,1
102.01,25.0,20.0206058229585,0.025,24,2.66666666666667,1
77.601,12.5,20.0206058229585,0.8,24,2.66666666666667,2
98.997,25.0,20.0206058229585,0.05,24,2.66666666666667,1
103.02621,20.3,20.0206058229585,8.52942005119414e-07,24,2.66666666666667,1
104.85748,20.3,20.0206058229585,1.70588401023883e-06,24,2.66666666666667,1
100.0967,20.3,20.0206058229585,3.41176802047766e-06,24,2.66666666666667,1
97.53237,20.3,20.0206058229585,6.82353604095531e-06,24,2.66666666666667,1
105.58918,20.3,20.0206058229585,4.26471002559707e-07,24,2.66666666666667,1
66.8,4.7,20.0206058229585,0.175,24,2.66666666666667,1
104.05,25.0,20.0206058229585,0.05,24,2.66666666666667,1
105.86,20.3,20.0206058229585,0.05,24,2.66666666666667,1
100.0,20.3,20.0206058229585,0.4,24,2.66666666666667,2
107.94,25.0,20.0206058229585,0.05,24,2.66666666666667,1
111.06,25.0,20.0206058229585,0.2,24,2.66666666666667,1
114.95,25.0,20.0206058229585,0.1,24,2.66666666666667,1
104.97,20.3,20.0206058229585,0.2,24,2.66666666666667,1
95.601,33.0,20.0206058229585,0.05,24,2.66666666666667,1
67.733,4.7,20.0206058229585,0.0875,24,2.66666666666667,1
75.467,4.7,20.0206058229585,0.04375,24,2.66666666666667,1
74.933,4.7,20.0206058229585,0.02187,24,2.66666666666667,1
82.4,4.7,20.0206058229585,0.00546,24,2.66666666666667,1
96.943,20.3,20.0206058229585,0.8,24,2.66666666666667,2
90.655174,200.0,45.3120762375034,4.4048456672721596e-11,24,2.77142857142857,1
97.52577,200.0,45.3120762375034,1.59065541236997e-10,24,2.77142857142857,1
95.206894,200.0,45.3120762375034,1.46388410048555e-11,24,2.77142857142857,1
97.90378,200.0,45.3120762375034,3.30281146163134e-10,24,2.77142857142857,1
100.17182,200.0,45.3120762375034,7.972161654064459e-11,24,2.77142857142857,1
88.0,200.0,45.3120762375034,1.32542369043945e-10,24,2.77142857142857,1
84.586205,200.0,45.3120762375034,4.04024089793982e-10,24,2.77142857142857,1
79.655174,200.0,45.3120762375034,1.1846067552865902e-09,24,2.77142857142857,1
78.51724,200.0,45.3120762375034,3.5644968658644404e-09,24,2.77142857142857,1
96.15646,200.0,45.3120762375034,1.4930304258752498e-11,72,2.77142857142857,1
12.063,78.3,45.3120762375034,0.1,48,2.77142857142857,1
86.42857,200.0,45.3120762375034,1.33151133560852e-10,72,2.77142857142857,1
68.46939,200.0,45.3120762375034,1.1874658827624e-09,72,2.77142857142857,1
93.537415,200.0,45.3120762375034,4.4023233241409494e-11,72,2.77142857142857,1
91.099655,200.0,45.3120762375034,2.6586001779428604e-09,24,2.77142857142857,1
137.9,78.3,45.3120762375034,0.025,48,2.77142857142857,1
70.095,78.3,45.3120762375034,0.2,48,2.77142857142857,1
70.635,78.3,45.3120762375034,0.01,48,2.77142857142857,1
42.381,78.3,45.3120762375034,0.025,48,2.77142857142857,1
23.968,78.3,45.3120762375034,0.05,48,2.77142857142857,1
82.095,78.3,45.3120762375034,0.1,48,2.77142857142857,1
114.1,78.3,45.3120762375034,0.05,48,2.77142857142857,1
99.41581,200.0,45.3120762375034,3.7387802973038796e-11,24,2.77142857142857,1
98.281784,200.0,45.3120762375034,6.58997542923417e-10,24,2.77142857142857,1
79.319725,200.0,45.3120762375034,3.92607100512001e-10,72,2.77142857142857,1
44.14966,200.0,45.3120762375034,3.5461675387937603e-09,72,2.77142857142857,1
94.409935,88.5,118.730201666465,1.16878342377308e-07,3,2.41333333333333,1
11.851851,88.5,118.730201666465,1.09114710685829e-08,3,2.41333333333333,1
78.01242,88.5,118.730201666465,3.63304990877919e-07,3,2.41333333333333,1
112.79503,88.5,118.730201666465,1.0911471068582901e-10,3,2.41333333333333,1
69.06832,88.5,118.730201666465,3.76007699948592e-08,3,2.41333333333333,1
108.32298,88.5,118.730201666465,1.1292983016466198e-11,24,2.41333333333333,1
101.86336,88.5,118.730201666465,1.0911471068582901e-10,24,2.41333333333333,1
95.403725,88.5,118.730201666465,3.7600768903712095e-11,24,2.41333333333333,1
96.397514,88.5,118.730201666465,1.05428472047523e-09,24,2.41333333333333,1
67.08074,88.5,118.730201666465,3.63304979966448e-09,24,2.41333333333333,1
3.9751554,88.5,118.730201666465,3.6330500178939e-08,24,2.41333333333333,1
3.3862433,88.5,118.730201666465,1.12988653905193e-07,3,2.41333333333333,1
85.07937,88.5,118.730201666465,3.5730146676157203e-09,3,2.41333333333333,1
23.354036,88.5,118.730201666465,3.6330500178939e-08,24,2.41333333333333,1
0.0,88.5,118.730201666465,3.63304990877919e-07,24,2.41333333333333,1
107.32919,88.5,118.730201666465,1.0911471068582899e-11,3,2.41333333333333,1
31.304348,88.5,118.730201666465,1.12929841076133e-07,24,2.41333333333333,1
79.15344,88.5,118.730201666465,1.09114710685829e-07,11,2.41333333333333,1
20.869566,88.5,118.730201666465,1.09114710685829e-08,24,2.41333333333333,1
43.229813,88.5,118.730201666465,3.63304979966448e-09,24,2.41333333333333,1
82.484474,88.5,118.730201666465,3.63304990877919e-10,24,2.41333333333333,1
94.409935,88.5,118.730201666465,1.0911471068582901e-10,24,2.41333333333333,1
96.89441,88.5,118.730201666465,3.5103142996437396e-11,24,2.41333333333333,1
113.78882,88.5,118.730201666465,3.6330500178939e-11,3,2.41333333333333,1
109.20635,88.5,118.730201666465,3.4505100543227895e-11,4,2.41333333333333,1
77.01863,88.5,118.730201666465,1.16878342377308e-08,3,2.41333333333333,1
96.397514,88.5,118.730201666465,1.0911471068582899e-11,3,2.41333333333333,1
42.732918,88.5,118.730201666465,3.63304990877919e-07,24,2.41333333333333,1
88.04233,88.5,118.730201666465,3.57301488584514e-11,24,2.41333333333333,1
93.544975,88.5,118.730201666465,1.12988653905193e-09,3,2.41333333333333,1
95.2381,88.5,118.730201666465,1.0911471068582901e-10,24,2.41333333333333,1
46.984127,88.5,118.730201666465,1.0911471068582901e-09,24,2.41333333333333,1
31.74603,88.5,118.730201666465,3.5730146676157203e-09,24,2.41333333333333,1
10.1587305,88.5,118.730201666465,1.12988653905193e-08,24,2.41333333333333,1
5.9259257,88.5,118.730201666465,1.09114710685829e-07,24,2.41333333333333,1
94.90683,88.5,118.730201666465,3.89154560449111e-11,3,2.41333333333333,1
83.809525,88.5,118.730201666465,3.57301488584514e-10,24,2.41333333333333,1
104.55026,88.5,118.730201666465,3.57301488584514e-10,3,2.41333333333333,1
95.2381,88.5,118.730201666465,1.0911471068582901e-10,3,2.41333333333333,1
84.2328,88.5,118.730201666465,1.05373592803784e-10,5,2.41333333333333,1
0.0,88.5,118.730201666465,3.63304990877919e-07,3,2.41333333333333,1
13.913043,88.5,118.730201666465,1.09114710685829e-08,24,2.41333333333333,1
11.428572,88.5,118.730201666465,1.09114710685829e-08,3,2.41333333333333,1
93.416145,88.5,118.730201666465,3.5103140814143205e-09,3,2.41333333333333,1
110.80746,88.5,118.730201666465,1.0911471068582901e-09,3,2.41333333333333,1
119.25466,88.5,118.730201666465,3.63304990877919e-10,3,2.41333333333333,1
54.658386,88.5,118.730201666465,1.0911471068582901e-09,24,2.41333333333333,1
93.1217,88.5,118.730201666465,3.33220548447357e-10,6,2.41333333333333,1
106.666664,88.5,118.730201666465,1.05373592803784e-11,24,2.41333333333333,1
109.20635,88.5,118.730201666465,3.4505100543227895e-11,3,2.41333333333333,1
98.20106,88.5,118.730201666465,1.09114710685829e-08,9,2.41333333333333,1
92.27513,88.5,118.730201666465,1.12988653905193e-09,7,2.41333333333333,1
102.85714,88.5,118.730201666465,3.63304990877919e-10,3,2.41333333333333,1
95.90062,88.5,118.730201666465,1.16878353288779e-09,3,2.41333333333333,1
103.354034,88.5,118.730201666465,3.7600769994859205e-09,3,2.41333333333333,1
13.121693,88.5,118.730201666465,3.69986881150601e-08,3,2.41333333333333,1
113.01588,88.5,118.730201666465,3.699868811506e-09,8,2.41333333333333,1
74.07407,88.5,118.730201666465,3.699868811506e-07,12,2.41333333333333,1
109.62963,88.5,118.730201666465,1.05373592803784e-11,24,2.41333333333333,1
103.703705,88.5,118.730201666465,3.699868811506e-11,24,2.41333333333333,1
68.14815,88.5,118.730201666465,3.57301488584514e-10,24,2.41333333333333,1
93.1217,88.5,118.730201666465,1.12988653905193e-10,24,2.41333333333333,1
113.862434,88.5,118.730201666465,1.05373592803784e-11,3,2.41333333333333,1
105.39683,88.5,118.730201666465,1.0911471068582899e-11,3,2.41333333333333,1
96.93121,88.5,118.730201666465,3.69986881150601e-08,10,2.41333333333333,1
21.16402,88.5,118.730201666465,1.12988653905193e-07,24,2.41333333333333,1
25.820107,88.5,118.730201666465,3.699868811506e-07,24,2.41333333333333,1
18.624338,88.5,118.730201666465,3.69986881150601e-08,24,2.41333333333333,1
17.777779,88.5,118.730201666465,1.09114710685829e-08,24,2.41333333333333,1
22.857143,88.5,118.730201666465,3.5730146676157203e-09,24,2.41333333333333,1
30.05291,88.5,118.730201666465,1.0911471068582901e-09,24,2.41333333333333,1
67.81,28.0,-39.67,0.1,48,2.67,2
89.333,28.0,-39.67,0.025,48,2.67,2
103.7,30.0,-39.67,0.001,24,2.67,2
48.952,28.0,-39.67,0.2,48,2.67,2
90.667,28.0,-39.67,0.05,48,2.67,2
33.333,22.83,-39.67,0.05,24,2.67,2
96.04,46.3,-39.67,0.0001,12,2.67,2
98.02,46.3,-39.67,1e-06,12,2.67,2
96.066,46.3,-39.67,0.001,24,2.67,2
95.71,46.3,-39.67,1e-05,12,2.67,2
82.838,46.3,-39.67,0.005,12,2.67,2
51.746,28.0,-39.67,0.005,48,2.67,2
99.01,46.3,-39.67,0.001,12,2.67,2
40.155,22.83,-39.67,0.025,24,2.67,2
38.889,28.0,-39.67,0.01,48,2.67,2
14.426,46.3,-39.67,0.02,24,2.67,2
97.86,30.0,-39.67,0.005,24,2.67,2
45.215,46.3,-39.67,0.02,12,2.67,2
84.241,30.0,-39.67,0.02,24,2.67,2
63.366,46.3,-39.67,0.01,12,2.67,2
42.951,46.3,-39.67,0.01,24,2.67,2
16.172,46.3,-39.67,0.05,12,2.67,2
14.191,46.3,-39.67,0.1,12,2.67,2
19.844,30.0,-39.67,0.04,24,2.67,2
12.787,46.3,-39.67,0.1,24,2.67,2
74.754,46.3,-39.67,0.005,24,2.67,2
126.3,28.2,-39.67,0.02,4,2.67,2
124.78,28.2,-39.67,0.005,4,2.67,2
95.082,46.3,-39.67,0.0001,24,2.67,2
2.5292,30.0,-39.67,0.04,48,2.67,2
109.73,30.0,-39.67,0.0005,24,2.67,2
99.672,46.3,-39.67,1e-05,24,2.67,2
27.935,22.83,-39.67,0.05,24,2.67,2
101.09,28.2,-39.67,0.04,4,2.67,2
2.9183,30.0,-39.67,0.03,48,2.67,2
34.999928,33.0,-39.67,7.95454e-08,48,2.67,2
5.73629,239.0,-39.67,2.92848391602728e-11,24,2.67,2
103.31,10.0,-39.67,0.005,24,2.67,2
83.404,22.83,-39.67,0.002,24,2.67,2
69.094,22.83,-39.67,0.005,24,2.67,2
51.412,22.83,-39.67,0.01,24,2.67,2
34.027,22.83,-39.67,0.025,24,2.67,2
81.395,22.83,-39.67,0.002,24,2.67,2
66.202,22.83,-39.67,0.005,24,2.67,2
51.163,22.83,-39.67,0.01,24,2.67,2
56.42,30.0,-39.67,0.03,24,2.67,2
13.651,28.0,-39.67,0.05,48,2.67,2
4.2802,30.0,-39.67,0.05,24,2.67,2
95.738,46.3,-39.67,1e-06,24,2.67,2
3.3074,30.0,-39.67,0.1,24,2.67,2
98.455,10.0,-39.67,0.01,24,2.67,2
128.04,28.2,-39.67,0.01,4,2.67,2
84.768,10.0,-39.67,0.025,24,2.67,2
56.291,10.0,-39.67,0.05,24,2.67,2
15.011,10.0,-39.67,0.1,24,2.67,2
20.317,28.0,-39.67,0.025,48,2.67,2
7.1739,28.2,-39.67,0.04,48,2.67,2
17.609,28.2,-39.67,0.02,48,2.67,2
66.739,28.2,-39.67,0.01,48,2.67,2
20.0,28.2,-39.67,0.04,24,2.67,2
92.96,55.8,-39.67,0.005,48,2.67,2
45.217,28.2,-39.67,0.02,24,2.67,2
98.261,28.2,-39.67,0.01,24,2.67,2
110.22,28.2,-39.67,0.005,24,2.67,2
52.759,40.0,-39.67,0.1,24,2.67,2
27.821,30.0,-39.67,0.02,48,2.67,2
65.564,30.0,-39.67,0.005,48,2.67,2
46.294353,239.0,-39.67,2.9284839160272802e-15,12,2.67,2
84.26966,239.0,-39.67,1.46424195801364e-11,12,2.67,2
32.006794,33.0,-39.67,7.95454e-06,48,2.67,2
60.6772,33.0,-39.67,0.00795454,48,2.67,2
12.40403,239.0,-39.67,2.92848391602728e-11,12,2.67,2
12.37742,239.0,-39.67,5.85696783205456e-11,12,2.67,2
43.374195,239.0,-39.67,2.9284839160272802e-15,24,2.67,2
41.47016,239.0,-39.67,2.92848391602728e-14,24,2.67,2
45.19597,239.0,-39.67,2.92848391602728e-13,24,2.67,2
30.16451,239.0,-39.67,2.9284839160272798e-12,24,2.67,2
74.58716,52.51,-39.67,2.7612802784191803e-09,24,2.67,2
13.483146,239.0,-39.67,2.92848391602728e-10,24,2.67,2
15.730337,239.0,-39.67,5.85696783205456e-11,24,2.67,2
43.820225,239.0,-39.67,2.92848391602728e-11,24,2.67,2
75.2809,239.0,-39.67,1.46424195801364e-11,24,2.67,2
96.62921,239.0,-39.67,2.9284839160272798e-12,24,2.67,2
95.505615,239.0,-39.67,2.92848391602728e-13,24,2.67,2
100.0,239.0,-39.67,2.92848391602728e-14,24,2.67,2
96.62921,239.0,-39.67,2.92848391602728e-13,12,2.67,2
90.06772,33.0,-39.67,0.0007954539999999,48,2.67,2
98.8764,239.0,-39.67,2.92848391602728e-35,12,2.67,2
98.60045,33.0,-39.67,7.95454e-06,48,2.67,2
98.284424,33.0,-39.67,7.95454e-08,48,2.67,2
41.083523,33.0,-39.67,0.00795454,48,2.67,2
89.75169,33.0,-39.67,0.0007954539999999,48,2.67,2
97.65237,33.0,-39.67,7.95454e-05,48,2.67,2
98.91648,33.0,-39.67,7.95454e-06,48,2.67,2
38.425575,33.0,-39.67,0.0007954539999999,48,2.67,2
68.19899,33.0,-39.67,7.95454e-05,48,2.67,2
41.71446,33.0,-39.67,0.0007954539999999,48,2.67,2
27.435486,239.0,-39.67,1.46424195801364e-11,12,2.67,2
97.33634,33.0,-39.67,7.95454e-05,48,2.67,2
59.056118,33.0,-39.67,7.95454e-06,48,2.67,2
44.390324,239.0,-39.67,2.92848391602728e-14,12,2.67,2
11.39032,239.0,-39.67,1.46424195801364e-11,24,2.67,2
84.71387,52.51,-39.67,2.7612802784191803e-09,24,2.67,2
68.67281,52.51,-39.67,6.9032006960479404e-09,24,2.67,2
45.37968,52.51,-39.67,1.38064013920959e-08,24,2.67,2
71.82643,33.0,-39.67,7.95454e-08,48,2.67,2
48.16514,52.51,-39.67,1.38064013920959e-08,24,2.67,2
33.08468,239.0,-39.67,2.9284839160272798e-12,12,2.67,2
14.606742,239.0,-39.67,2.92848391602728e-10,12,2.67,2
46.067417,239.0,-39.67,5.85696783205456e-11,12,2.67,2
48.0,52.51,-39.67,0.05,24,2.67,2
66.0,52.51,-39.67,0.025,24,2.67,2
75.0,52.51,-39.67,0.01,24,2.67,2
100.0,40.0,-39.67,0.005,24,2.67,2
102.87,40.0,-39.67,0.01,24,2.67,2
94.702,40.0,-39.67,0.025,24,2.67,2
85.872,40.0,-39.67,0.05,24,2.67,2
70.0,55.8,-39.67,0.02,24,2.67,2
86.01,55.8,-39.67,0.01,24,2.67,2
49.7,55.8,-39.67,0.03,24,2.67,2
100.0,28.2,-39.67,0.005,48,2.67,2
79.9,55.8,-39.67,0.01,48,2.67,2
58.43,55.8,-39.67,0.02,48,2.67,2
0.7782,30.0,-39.67,0.1,48,2.67,2
96.2,55.8,-39.67,0.005,24,2.67,2
1.1673,30.0,-39.67,0.05,48,2.67,2
30.4,55.8,-39.67,0.03,48,2.67,2
104.67,30.0,-39.67,0.0005,48,2.67,2
101.36,30.0,-39.67,0.001,48,2.67,2
85.0,52.51,-39.67,0.01,24,2.67,2
16.853933,239.0,-39.67,1.46424195801364e-10,12,2.67,2
69.0,52.51,-39.67,0.025,24,2.67,2
78.035,30.09,-39.67,0.00178,48,2.67,2
65.16854,239.0,-39.67,2.92848391602728e-11,12,2.67,2
44.36371,239.0,-39.67,2.92848391602728e-13,12,2.67,2
37.407795,33.0,-39.67,7.95454e-05,48,2.67,2
66.055046,52.51,-39.67,6.9032006960479404e-09,24,2.67,2
64.721,10.0,-39.67,0.025,48,2.67,2
75.862,10.0,-39.67,0.025,24,2.67,2
75.332,40.0,-39.67,0.025,48,2.67,2
114.06,40.0,-39.67,0.025,24,2.67,2
31.441,23.0,-39.67,0.015,24,2.67,2
56.477,23.0,-39.67,0.01,24,2.67,2
81.514,23.0,-39.67,0.005,24,2.67,2
0.385,30.09,-39.67,0.1,48,2.67,2
1.1561,30.09,-39.67,0.0316,48,2.67,2
2.1195,30.09,-39.67,0.0178,48,2.67,2
4.2389,30.09,-39.67,0.01,48,2.67,2
10.405,30.09,-39.67,0.00562,48,2.67,2
31.985,30.09,-39.67,0.00316,48,2.67,2
46.0,52.51,-39.67,0.05,24,2.67,2
76.068,28.33,49.2572217301193,0.0001,6,2.75,1
95.726,28.33,49.2572217301193,0.05,6,2.75,1
99.013,42.5,49.2572217301193,0.005,12,2.75,1
97.039,42.5,49.2572217301193,0.0001,12,2.75,1
67.173,6.0,49.2572217301193,0.004,48,2.75,1
75.198,6.0,49.2572217301193,0.002,48,2.75,1
87.052,6.0,49.2572217301193,0.0005,48,2.75,1
43.644,28.33,49.2572217301193,0.05,48,2.75,1
39.831,28.33,49.2572217301193,0.1,48,2.75,1
98.355,42.5,49.2572217301193,0.05,12,2.75,1
49.647,28.33,49.2572217301193,0.0001,24,2.75,1
95.066,42.5,49.2572217301193,1e-06,12,2.75,1
99.013,46.8,49.2572217301193,1e-06,12,2.75,1
74.468,6.0,49.2572217301193,0.004,24,2.75,1
86.61,28.33,49.2572217301193,0.1,6,2.75,1
95.395,46.8,49.2572217301193,1e-05,12,2.75,1
98.355,46.8,49.2572217301193,0.0001,12,2.75,1
100.33,46.8,49.2572217301193,0.001,12,2.75,1
97.039,46.8,49.2572217301193,0.005,12,2.75,1
100.0,46.8,49.2572217301193,0.01,12,2.75,1
88.875,6.0,49.2572217301193,0.002,24,2.75,1
93.8,6.0,49.2572217301193,0.0005,24,2.75,1
104.83871,145.8,17.7,5.65157034903575e-10,72,2.75,1
42.64823,145.8,17.7,5.65157034903575e-10,24,2.75,2
39.943905,145.8,17.7,1.13031406980715e-09,24,2.75,2
60.188145,145.8,17.7,7.05315979559662e-11,72,2.75,1
40.906464,145.8,17.7,1.41289258725894e-10,72,2.75,1
60.795456,361.4,12.1,3.71088302959485e-11,72,2.75,1
32.684353,145.8,17.7,1.41289258725894e-10,120,2.75,1
86.36364,361.4,12.1,9.277207573987139e-12,72,2.75,1
100.0,145.8,17.7,1.13031406980715e-09,72,2.75,1
99.19355,145.8,17.7,2.82578517451788e-10,72,2.75,1
56.04981,145.8,17.7,2.82578517451788e-10,24,2.75,1
67.31019,145.8,17.7,1.41289258725894e-10,24,2.75,1
82.850784,145.8,17.7,7.05315979559662e-11,24,2.75,1
58.064518,145.8,17.7,1.13031406980715e-09,72,2.75,1
85.48387,145.8,17.7,5.65157034903575e-10,72,2.75,1
106.451614,145.8,17.7,2.82578517451788e-10,72,2.75,1
115.32258,145.8,17.7,1.41289258725894e-10,72,2.75,1
131.45161,145.8,17.7,7.05315979559662e-11,72,2.75,1
96.77419,145.8,17.7,5.65157034903575e-10,72,2.75,1
102.41936,145.8,17.7,1.41289258725894e-10,72,2.75,1
92.671585,326.5,-23.5,4.0260775876442003e-11,48,2.75,1
99.80574,13.5,49.2572217301193,0.02315326,48,2.75,1
88.359535,326.5,-23.5,2.0130387938221e-12,24,2.75,1
87.291214,326.5,-23.5,4.0260775876442e-12,24,2.75,1
98.033,42.5,49.2572217301193,0.0001,24,2.75,1
51.622,28.33,49.2572217301193,0.1,24,2.75,1
55.007,28.33,49.2572217301193,0.05,24,2.75,1
53.032,28.33,49.2572217301193,0.01,24,2.75,1
55.289,28.33,49.2572217301193,0.001,24,2.75,1
45.319,6.0,49.2572217301193,0.004,72,2.75,1
85.745,6.0,49.2572217301193,0.0005,72,2.75,1
89.18,46.8,49.2572217301193,0.05,24,2.75,1
42.229,6.0,49.2572217301193,0.004,72,2.75,1
72.0,22.0,49.2572217301193,0.025,24,2.75,1
84.0,22.0,49.2572217301193,0.01,24,2.75,1
93.77,42.5,49.2572217301193,0.001,24,2.75,1
88.525,42.5,49.2572217301193,0.005,24,2.75,1
96.721,42.5,49.2572217301193,1e-05,24,2.75,1
50.217,6.0,49.2572217301193,0.002,72,2.75,1
75.294,6.0,49.2572217301193,0.0005,72,2.75,1
65.263,6.0,49.2572217301193,0.004,48,2.75,1
52.119,28.33,49.2572217301193,0.001,48,2.75,1
72.693,6.0,49.2572217301193,0.002,48,2.75,1
88.852,42.5,49.2572217301193,0.01,24,2.75,1
100.0,28.33,49.2572217301193,0.001,6,2.75,1
92.131,42.5,49.2572217301193,0.05,24,2.75,1
89.508,42.5,49.2572217301193,0.1,24,2.75,1
98.689,46.8,49.2572217301193,1e-06,24,2.75,1
87.183,6.0,49.2572217301193,0.0005,24,2.75,1
86.44,6.0,49.2572217301193,0.002,24,2.75,1
84.582,6.0,49.2572217301193,0.004,24,2.75,1
92.787,46.8,49.2572217301193,0.01,24,2.75,1
91.148,46.8,49.2572217301193,0.005,24,2.75,1
95.738,46.8,49.2572217301193,0.001,24,2.75,1
95.738,42.5,49.2572217301193,1e-06,24,2.75,1
100.66,46.8,49.2572217301193,1e-05,24,2.75,1
71.915,6.0,49.2572217301193,0.002,72,2.75,1
76.377,28.33,49.2572217301193,0.001,48,2.75,1
74.783,28.33,49.2572217301193,0.05,48,2.75,1
100.0,28.33,49.2572217301193,0.001,24,2.75,1
88.326,28.33,49.2572217301193,0.01,24,2.75,1
76.371,28.33,49.2572217301193,0.1,24,2.75,1
65.0,22.0,49.2572217301193,0.05,24,2.75,1
87.0,22.0,49.2572217301193,0.01,24,2.75,1
56.0,22.0,49.2572217301193,0.05,24,2.75,1
95.724,42.5,49.2572217301193,0.1,12,2.75,1
96.711,42.5,49.2572217301193,0.02,12,2.75,1
79.0,22.0,49.2572217301193,0.025,24,2.75,1
48.87,28.33,49.2572217301193,0.01,48,2.75,1
51.13,28.33,49.2572217301193,0.0001,48,2.75,1
87.482,28.33,49.2572217301193,0.0001,24,2.75,1
80.0,28.33,49.2572217301193,0.1,6,2.75,1
87.538,28.33,49.2572217301193,0.05,6,2.75,1
85.385,28.33,49.2572217301193,0.01,6,2.75,1
90.462,28.33,49.2572217301193,0.001,6,2.75,1
41.739,28.33,49.2572217301193,0.0001,48,2.75,1
83.538,28.33,49.2572217301193,0.0001,6,2.75,1
97.447,6.0,49.2572217301193,0.0005,24,2.75,1
91.277,6.0,49.2572217301193,0.004,24,2.75,1
94.681,6.0,49.2572217301193,0.002,24,2.75,1
94.302,28.33,49.2572217301193,0.01,6,2.75,1
84.348,28.33,49.2572217301193,0.01,48,2.75,1
63.478,28.33,49.2572217301193,0.1,48,2.75,1
92.766,6.0,49.2572217301193,0.0005,48,2.75,1
77.523,6.0,49.2572217301193,0.0005,48,2.75,1
85.654,28.33,49.2572217301193,0.05,24,2.75,1
63.404,6.0,49.2572217301193,0.004,48,2.75,1
80.426,6.0,49.2572217301193,0.002,48,2.75,1
93.6590295,361.4,12.1,9.277207573987139e-12,4,2.75,1
94.188034,145.8,17.7,5.65157034903575e-10,24,2.75,1
100.04773,13.5,49.2572217301193,2.315326e-07,48,2.75,1
93.7606835,145.8,17.7,1.41289258725894e-10,72,2.75,1
