PC1,PC2
-0.37793120929434754,-1.063294340763516
-0.20491559226281986,-1.019175491682627
-0.3164399724782544,-1.0585810692166713
-0.3217050610459764,-1.046419317386915
0.3909291040519487,0.035398516577966124
0.560976339744768,0.08456049639780444
0.6393902459949827,0.10715772890706238
0.5992092459685247,0.16202955749278053
0.5896294001711302,0.15134645410685382
0.699312360024659,0.17833132214005804
0.4684842161054553,0.058674952358284196
-0.09469134583745417,-0.09848157367286275
0.7536814009013304,0.1965228785516417
0.5849266271789489,-0.7889929548541074
1.1211046450886648,-0.8590229271939605
0.7379434299994773,0.20366752615309774
-0.24186020927890545,0.2076423450188089
-0.10892162946659452,-0.31183663789897736
0.321171860577212,-0.182129042830683
0.38364212050832525,-0.1583829157463069
0.4444731917957394,-0.13387948630496427
0.2562510242640315,-0.14039943898896778
-1.054279394930714,-0.47126248003964255
0.5781046993474028,-0.10564102037483714
0.10978316860497103,-0.24557264033309714
0.8073867002845411,-0.03682714558197851
0.8277445161283644,0.21760618107875457
0.48946662813204467,-0.13161912484550875
-1.0697276338011876,-0.475898924117494
0.7100816499478441,-0.06040937742024559
0.4269873739388307,-0.08915673462887908
0.5257778763906233,-0.10947770002031323
0.49340867667310406,-0.12543893400551037
1.1606924326554018,0.06983431799525658
1.1299124922317587,0.07183982007548168
-0.8917686806336088,-0.48495192854186503
-1.0697276338011876,-0.475898924117494
0.9158436154127378,0.11974496937972662
1.3749047333227185,0.25814655136754183
1.3025299007425397,0.24142193380307148
1.683504707574416,0.36200935956087466
1.4656870767742574,0.3466069891752296
1.291819517644851,0.3568879341964216
0.8299410626157753,0.02571361744286944
0.34488996327864885,-0.1914449053511359
0.39557966915649173,-0.1706098144928031
0.6198223437588055,-0.09706203981611516
0.3053830641473512,0.21572666853777728
-0.8766491625585862,0.32944166981208545
0.5867566695747253,0.12053159025452109
0.7738893130902589,0.008890935950190646
0.7157254896877708,-0.005973405774885633
0.6985351315269613,-0.0033247815710565247
0.5579326107774492,0.09236087613407151
0.6331028504354357,-0.07726650465443113
-0.9804502797467632,-0.28284039272233996
0.5905545779545698,0.09043974167808827
0.5974102970931907,0.08990510115317685
-0.7031845860563186,-0.2230490630932537
-0.46714127058508464,-0.1600138571627873
0.22705469506867215,0.045741335227501914
0.6790359821775207,0.014246763493771084
0.7402888637347222,0.013110632419272192
0.5887076075487285,0.6455718845561407
0.6230191123965754,-0.002565449622123174
-0.8964331328953314,-0.2771443376884401
0.7070484671586074,0.0031342693436513065
0.5904552946335254,0.09821787050631847
0.38416302865717583,-0.03920245700756318
-0.39621670356711214,0.9746029570809334
0.8091736813060139,0.029880909589352255
0.3450918214827616,-0.2568117327962628
0.6223227593796182,-0.18922290784189502
0.6990823653549415,-0.18180107845639537
0.8687009696921146,-0.14338652281178735
-0.926896597603233,-0.4286984219074826
0.1879170946589312,-0.1253436818616858
0.41223546004165723,-0.07363538448939244
0.7704206915763331,0.0057573823234046235
-0.980379264860207,-0.35542978224955596
0.14328516258683582,-0.049418691594694183
0.3255559958892819,-0.010330022436106026
0.4170871736904024,0.0015251645176260857
0.7235738957239822,0.08101763066458084
-1.8776007163047779,0.6536625232044042
-0.6232879831344131,-0.516217610006566
-0.1864886147725228,0.22426089316419
0.6903858187647234,0.07105697015413659
-0.13376788085353203,0.2400838446739499
-0.6063948184646979,-0.39930333362302556
0.4993369102822671,-0.06310968138729084
1.1667527085990363,0.07102854042864326
0.14632343556664412,-0.9137589374627916
0.3144816769880055,-0.013653732065182214
0.40873835319784835,-0.049825971502137564
0.9742608353282176,0.018878108345497312
0.1368871036114954,-0.056676293563995325
0.1879508710001737,-0.04140600799104836
-1.0802616599730728,0.19633381310036696
0.07562656491005754,0.4915820620562623
-1.403543726776141,0.6722762355448024
0.6091736950445928,0.03957288622173451
0.8265035584451074,0.02727415889266117
-0.42970125835522377,0.964553315367821
0.6507784407347034,0.13974629584245624
0.7440975874295545,0.12871493740786794
0.7573358286705874,0.13269363646823223
0.8548882480153385,0.23676379391142327
0.7344524959578074,0.12643472352743435
0.621146874400114,0.09796501208222302
0.44176546709457676,0.0994921044202619
0.7572624110727346,0.1327269662327663
0.50173387024377,-0.020069517683012506
-0.292693211139099,0.2412082222549063
-1.1868778667536135,0.5974727769845553
0.43015349888233545,-0.16585495830144506
0.4835806273044556,-0.14919536412888046
0.523466252625879,-0.13222751101246294
0.32915199237679565,-0.1843002577496798
0.32410971878529954,0.1086941718393577
0.7477430715923482,0.050044825461780365
0.842917563794394,0.1778927486517639
0.8233299092614714,0.16810998810797978
0.49930176043931096,-0.08326287316141956
0.7381133373619727,0.13472620966488197
0.695631657804985,0.11938405017830644
0.34815038734110015,-0.12862758395701598
0.9683574130173065,0.2786269575499597
0.7345026589591348,0.19804051487668478
0.6305449614169261,-0.020857678716891082
0.5417251615042289,-0.13174458002913217
-0.1268248532338309,-0.24629142102239923
0.6602369092212143,-0.07447049125185579
0.5934684378518413,-0.09388492347865096
0.05975618565058926,-0.25281747478071853
0.5615093066504415,-0.04095255543467817
0.7793641950159497,0.22580882492248128
0.6127498198421978,0.010154248244518835
0.29920572760984543,0.5586843572448564
-1.4930522645974105,0.5055813655702839
-0.28880411961943814,0.24237544626637714
0.26920805306153345,-0.08985695151682888
-0.16952571980686287,0.41800507582645974
0.8708930616770365,0.1118757710949822
0.9602795779411955,0.19492020956793948
0.8608723059139888,0.16508533573213718
0.8327877374889515,0.10668564978711309
1.1291775702249194,0.18939410118414596
1.0662189938698128,0.16550141682478697
1.1167509441414085,0.18004281965840102
-1.1494971071936284,0.7485226578546504
0.5740118142469903,0.1414539741599669
0.38640397257029163,-0.03915452183207839
0.6618833631367202,0.10536324617660986
0.6068367521583392,0.038871504977173524
0.5494064559665927,0.015388742272318854
0.5097998686017368,-0.001495363829822784
0.37993377995238026,-0.041096405725601734
0.8774481521419678,0.23252361799665572
0.30621594389753354,-0.7077270050372879
0.5010097486068938,-0.6492639929395492
0.2812423754496631,-0.7152222621430112
0.3062159429999855,-0.7077270046298234
0.5159938777756162,-0.644766841164685
0.3903942312410599,0.38988671949995185
0.08052753851206165,0.6092042082291643
0.5413037659705341,0.21772658815666118
0.6856649903769455,0.24426785210708957
-1.3434476191990872,0.8622891369558816
-0.34596660003770474,0.5370266800735057
0.48953412484601677,0.2412287184246088
0.34383706880995724,0.1883928934987335
0.5887268288053542,0.21243974568711127
0.6293670242599819,0.21486146924651162
0.6358278754723217,0.21192840338907176
0.19122882793245863,0.38593683703722054
0.5651417515415184,0.4423332871902573
0.17253317823387687,0.2887724799212364
0.32880419822747187,0.39239210892421333
0.5909898555032992,0.1410854837266738
-0.006323025469603268,0.5831379500357791
0.5960240468296047,0.21736412377094494
0.6367467244677167,0.14701046010934377
0.3553400879472555,0.37936600083153743
0.6310781901234093,0.22788484243935947
-3.030840069895217,1.6051241972062842
0.4749925726782389,0.25911849334941744
0.7423685014189634,0.20419980723118736
0.7743020838190644,0.21378662308458496
0.6912676235995805,0.18887101102320636
0.6465319058212872,0.17545523940863494
0.7870681371505269,0.21761407321669757
-0.6472687308585862,0.4033532105394472
0.5631162473367434,0.28556684729543663
-0.023762897755078182,0.577903761643533
0.5624186524453245,0.28535747975974685
0.5847144051248705,0.31303931535071167
-0.9670331979544952,0.9404266188746837
0.4352101621865925,0.30300385860342255
0.6309573505272407,0.3059278401412738
0.6740208660773691,0.13008892631642144
0.06413405856371529,0.604284071140453
0.5461322907503506,0.43662802184270905
-0.05204277470340923,0.5904064508969842
0.6310781901234093,0.22788484243935947
0.4327335937135023,0.2107072966922272
-0.2686098421446172,0.24372179643377923
0.04746387404705578,0.20194555352159332
0.12876856207096732,0.15801236809911845
0.32695527329487445,0.1662424562082579
-2.6769754035157445,1.6764938735339123
0.539220214378782,0.16458761399462146
1.295677215946416,-0.37227372415122495
1.4154995322351591,-0.3363117301039612
1.37505863154746,-0.3484491642177659
1.4220919776486898,-0.3343331542278938
1.4616463066247485,-0.3224618060578387
1.2493713201241987,-0.3861714049150348
1.1898351701910452,-0.4040398505671104
1.103838616082489,-0.42984979432148734
1.0839931825967049,-0.43580595078083045
1.3916189413128817,-0.3434789568823465
-0.747225250620959,-0.12957440656941352
1.2219657816161136,-0.39439656557911745
0.9087599716977393,-0.48839829508708316
1.3459431308824799,-0.3571875317654168
1.415499527591077,-0.33631172799566333
1.3034288969913839,-0.36994722194464824
1.7579738049134468,0.38806737653796486
-0.14931171114641892,0.3621930563529895
0.6470043649803999,0.007787138011998203
0.09213464407717185,-0.11189706450098409
-0.3325250065643116,-0.161269914831515
0.4741238852754176,0.2369862749163607
1.23936556227011,0.31049795333840446
1.448461588953535,-0.3264189049038554
1.4286843177706863,-0.33235460946082834
1.0979884316443218,-0.4316055990725722
0.48462697671177624,-0.6156923391208796
2.135212754175994,0.1506491975290477
0.6954107519518391,-0.2814755666656024
1.849241166183303,0.06482197817846312
2.455846946540398,0.24688002882234028
1.6932585534020375,0.01800626139993305
2.3778549660912756,0.22347247643887502
2.2652000178734406,0.1896616086004761
2.152544808758837,0.1558506619308715
2.169876357786878,0.16105234269055246
1.6585955527246081,0.00760282937016998
0.5580420813815562,-0.32270362755227106
0.5477712120849766,-0.3257859602997511
1.9724893614867645,0.10181104947962481
0.896007284081023,-0.22127091566102922
0.4887145247024767,-0.34350972503655924
2.3605233954142735,0.21827079235582747
1.03465939274907,-0.17965734085607987
1.8691414620056424,0.07079381389673743
0.8526785498586503,-0.23427514748801945
1.2426384319544235,-0.11723741587753757
2.1525448088693726,0.15585066188069108
0.5580417799405596,-0.3227034907055513
1.9272347199459166,0.08822886892253799
2.135213237784075,0.1506489779829997
2.1785421647870544,0.16365318804967077
2.4731785175204206,0.25208171276782376
2.3932608259759607,0.22809620148257603
1.831911051752242,0.059619632995955296
2.1698763621080825,0.1610523407288329
1.2339711570081473,-0.11983758167415766
2.0241630201236513,0.11731973366761649
2.120128441624431,0.1461216163104676
2.1496563296153752,0.1549837496128642
1.308113199161465,-0.09758663389710111
1.0423627233289559,-0.17734569966808622
0.6658829450634987,-0.2903376776050088
0.6658828438795918,-0.2903376316700302
0.592062964830857,-0.312492791445353
0.4887144970289529,-0.3435097124734665
2.1438790234141014,0.15324981989217823
1.9503434401825208,0.0951644354745843
2.3120592096893997,0.20372534985823543
2.1496563296153752,0.1549837496128642
1.9577253031675328,0.09737993609264493
0.4887145247024767,-0.34350972503655924
0.7313576771876817,-0.270686899425012
2.2652000168206934,0.18966160907839724
0.6880288202507158,-0.2836910886940839
2.1178816530191833,0.145447300295504
2.4211839755147992,0.23647671484595212
0.4887155616490089,-0.3435101957845102
2.5685020676990726,0.2806909496644656
1.441951296007121,-0.05741811652021145
2.112746582982246,0.1439061137208718
2.3489690265900163,0.21480300645636285
2.3932608259759607,0.22809620148257603
2.201329928863617,0.17049246076182434
2.143879023123366,0.15324982002416476
2.0979825070020826,0.13947500835151594
2.2825314131005525,0.19486324081884343
2.1612105894132543,0.15845150609885306
2.291197166931998,0.1974640840123304
0.717556526212502,-0.274828925360802
0.4887144970289519,-0.3435097124734668
2.4596985274632805,0.24803600607999754
1.7805568174942783,0.04420792488695341
2.4006427752162205,0.23031172870018257
2.2972953999333265,0.1992943209016138
1.6772110603675918,0.013189848242972143
0.4887158839738273,-0.3435103421119659
2.112746583894352,0.14390611330679837
2.4744623363856677,0.25246702226363504
2.326823283804713,0.20815645607418687
2.1791837989998375,0.1638458756803446
0.8578133672526675,-0.23273372785666913
0.939013865506248,-0.20836240812751625
0.8135219522448088,-0.24602704477515136
0.7987581794447587,-0.25045814311471665
0.8873416692889379,-0.22387180882347293
1.0128349370438037,-0.18620781338509984
-1.141448076141572,-0.07306849271610526
-0.45547185819419284,-0.1014258375574797
-0.10127379528051807,-0.07900931625982112
-1.8844863166971952,0.01624222472650016
-0.5357463508144038,-0.047439169706328194
-1.5466088005832612,-0.3277376812155217
-0.19656589216844061,-0.18321598446085546
-0.16162492948549423,-0.1730384283159305
-0.19983986964998351,-0.18138774218336484
-0.20194830860655097,-0.18511248196822594
-0.44710078540209086,-0.24310490455025222
-1.0281529119891093,-0.3357666850855476
-0.14849688564154542,-0.16597829155659252
-1.324094709602717,-0.33903430853951455
-1.2730852064132667,-0.39366179313747574
-1.7023208975454187,-0.5729836445190506
-0.21968893458753688,-0.10205629478479473
-1.1653646697479327,-0.4118282181101875
-0.51932612459284,-0.1451381501772563
-0.8073978349946644,-0.33562416881688784
-1.163432827702634,-0.44248012484459065
-1.796118019233821,-0.5074396389431147
-2.037744970729416,-0.4238000450763636
-1.7252330059597933,-0.4446007716440079
-2.0622305514182226,-0.431148845579077
-0.5880847129578696,-0.28541808351316905
0.21035992771568232,0.08189965530957226
0.2459748911911813,0.04574113263182111
