Unnamed: 0,No.,Material,Diameter (nm),Zeta potential (mV),Cell_type,Cancer_cell,Concentration (g/L),Viability (%),Coat,Animal,Cell_organ,Time (h),Test,Electronegativity,dataset
1753,ID_1856,SiO2,14.23,-35.9,HepG2,Yes,0.01,91.184,0,human,liver,72,MTT,2.92666666666667,Small
1754,ID_1857,SiO2,14.23,-35.9,HepG2,Yes,0.01,92.455,0,human,liver,72,NRU,2.92666666666667,Small
1755,ID_1858,SiO2,14.23,-35.9,HepG2,Yes,0.005,95.61,0,human,liver,72,NRU,2.92666666666667,Small
1756,ID_1859,SiO2,19.1,-35.9,THP-1,Yes,0.01,92.573,0,human,blood,24,MTT,2.92666666666667,Small
1757,ID_1860,SiO2,14.23,-35.9,HepG2,Yes,0.2,58.848,0,human,liver,72,NRU,2.92666666666667,Small
1758,ID_1861,SiO2,100.0,-35.9,HaCat,No,0.1,9.5064,0,human,skin,24,CCK-8,2.92666666666667,Small
1759,ID_1862,SiO2,100.0,-35.9,HaCat,No,0.01,94.15,0,human,skin,24,CCK-8,2.92666666666667,Small
1760,ID_1863,SiO2,100.0,-35.9,HaCat,No,0.05,20.841,0,human,skin,24,CCK-8,2.92666666666667,Small
1761,ID_1864,SiO2,30.0,-35.9,HaCat,No,0.06,16.453,0,human,skin,24,CCK-8,2.92666666666667,Small
1762,ID_1865,SiO2,100.0,-35.9,HaCat,No,0.06,17.185,0,human,skin,24,CCK-8,2.92666666666667,Small
1763,ID_1866,SiO2,15.0,-35.9,HaCat,No,0.08,7.6782,0,human,skin,24,CCK-8,2.92666666666667,Small
1764,ID_1867,SiO2,30.0,-35.9,HaCat,No,0.08,10.969,0,human,skin,24,CCK-8,2.92666666666667,Small
1765,ID_1868,SiO2,100.0,-35.9,HaCat,No,0.08,11.335,0,human,skin,24,CCK-8,2.92666666666667,Small
1766,ID_1869,SiO2,15.0,-35.9,HaCat,No,0.1,7.4954,0,human,skin,24,CCK-8,2.92666666666667,Small
1767,ID_1870,SiO2,30.0,-35.9,HaCat,No,0.1,7.6782,0,human,skin,24,CCK-8,2.92666666666667,Small
1768,ID_1871,SiO2,19.1,-35.9,L-132,Yes,0.4,35.275,0,human,lung,24,MTT,2.92666666666667,Small
1769,ID_1872,SiO2,15.0,-35.9,HaCat,No,0.06,7.8611,0,human,skin,24,CCK-8,2.92666666666667,Small
1770,ID_1873,SiO2,15.0,-35.9,HaCat,No,0.01,85.192,0,human,skin,24,CCK-8,2.92666666666667,Small
1771,ID_1874,SiO2,100.0,-35.9,HaCat,No,0.005,98.355,0,human,skin,24,CCK-8,2.92666666666667,Small
1772,ID_1875,SiO2,30.0,-35.9,HaCat,No,0.05,19.927,0,human,skin,24,CCK-8,2.92666666666667,Small
1773,ID_1876,SiO2,15.0,-35.9,HaCat,No,0.05,10.238,0,human,skin,24,CCK-8,2.92666666666667,Small
1774,ID_1877,SiO2,100.0,-35.9,HaCat,No,0.04,28.702,0,human,skin,24,CCK-8,2.92666666666667,Small
1775,ID_1878,SiO2,30.0,-35.9,HaCat,No,0.04,22.121,0,human,skin,24,CCK-8,2.92666666666667,Small
1776,ID_1879,SiO2,19.1,-35.9,L-132,Yes,0.5,31.877,0,human,lung,24,MTT,2.92666666666667,Small
1777,ID_1880,SiO2,18.3,-35.9,SIRC,No,0.1,93.57,0,rabbit,cornea,24,MTT,2.92666666666667,Small
1778,ID_1881,SiO2,30.0,-35.9,HaCat,No,0.02,74.771,0,human,skin,24,CCK-8,2.92666666666667,Small
1779,ID_1882,SiO2,15.0,-35.9,HaCat,No,0.02,30.713,0,human,skin,24,CCK-8,2.92666666666667,Small
1780,ID_1883,SiO2,100.0,-35.9,HaCat,No,0.02,93.967,0,human,skin,24,CCK-8,2.92666666666667,Small
1781,ID_1884,SiO2,59.72,-35.9,A549,Yes,0.5,15.718,0,human,lung,72,MTT,2.92666666666667,Small
1782,ID_1885,SiO2,30.0,-35.9,HaCat,No,0.01,91.59,0,human,skin,24,CCK-8,2.92666666666667,Small
1783,ID_1886,SiO2,10.0,-35.9,RAW 264.7,Yes,1.0,44.265,0,mouse,ascites,24,Live/Dead,2.92666666666667,Small
1784,ID_1887,SiO2,19.1,-35.9,L-132,Yes,0.3,47.087,0,human,lung,24,MTT,2.92666666666667,Small
1785,ID_1888,SiO2,20.0,-35.9,HFL1,No,0.5,64.804,0,human,lung,48,MTT,2.92666666666667,Small
1786,ID_1889,SiO2,14.23,-35.9,HepG2,Yes,0.001,96.708,0,human,liver,72,NRU,2.92666666666667,Small
1787,ID_1890,SiO2,14.23,-35.9,HepG2,Yes,0.2,55.263,0,human,liver,72,MTT,2.92666666666667,Small
1788,ID_1891,SiO2,14.23,-35.9,HepG2,Yes,0.1,63.816,0,human,liver,72,MTT,2.92666666666667,Small
1789,ID_1892,SiO2,14.23,-35.9,HepG2,Yes,0.05,71.316,0,human,liver,72,MTT,2.92666666666667,Small
1790,ID_1893,SiO2,14.23,-35.9,HepG2,Yes,0.025,79.342,0,human,liver,72,MTT,2.92666666666667,Small
1791,ID_1894,SiO2,15.0,-35.9,HaCat,No,0.005,89.58,0,human,skin,24,CCK-8,2.92666666666667,Small
1792,ID_1895,SiO2,30.0,-35.9,HaCat,No,0.005,94.698,0,human,skin,24,CCK-8,2.92666666666667,Small
1793,ID_1896,SiO2,14.23,-35.9,HepG2,Yes,0.005,95.0,0,human,liver,72,MTT,2.92666666666667,Small
1794,ID_1897,SiO2,14.23,-35.9,HepG2,Yes,0.001,96.842,0,human,liver,72,MTT,2.92666666666667,Small
1795,ID_1898,SiO2,15.0,-35.9,A549,Yes,0.2,44.994,0,human,lung,72,MTT,2.92666666666667,Small
1796,ID_1899,SiO2,14.23,-35.9,HepG2,Yes,0.025,78.326,0,human,liver,72,NRU,2.92666666666667,Small
1797,ID_1900,SiO2,14.23,-35.9,HepG2,Yes,0.05,71.605,0,human,liver,72,NRU,2.92666666666667,Small
1798,ID_1901,SiO2,14.23,-35.9,HepG2,Yes,0.1,65.021,0,human,liver,72,NRU,2.92666666666667,Small
1799,ID_1902,SiO2,19.1,-35.9,THP-1,Yes,0.05,71.33,0,human,blood,24,MTT,2.92666666666667,Small
1800,ID_1903,SiO2,19.1,-35.9,THP-1,Yes,0.1,47.323,0,human,blood,24,MTT,2.92666666666667,Small
1801,ID_1904,SiO2,19.1,-35.9,THP-1,Yes,0.15,30.225,0,human,blood,24,MTT,2.92666666666667,Small
1802,ID_1905,SiO2,19.1,-35.9,THP-1,Yes,0.2,23.143,0,human,blood,24,MTT,2.92666666666667,Small
1803,ID_1906,SiO2,19.1,-35.9,THP-1,Yes,0.25,12.781,0,human,blood,24,MTT,2.92666666666667,Small
1804,ID_1907,SiO2,10.0,-35.9,RAW 264.7,Yes,1.0,25.525,0,mouse,ascites,24,XTT,2.92666666666667,Small
1805,ID_1908,SiO2,10.0,-35.9,RAW 264.7,Yes,0.1,82.714,0,mouse,ascites,24,XTT,2.92666666666667,Small
1806,ID_1909,SiO2,10.0,-35.9,RAW 264.7,Yes,0.01,114.38,0,mouse,ascites,24,XTT,2.92666666666667,Small
1807,ID_1910,SiO2,10.0,-35.9,RAW 264.7,Yes,0.001,123.42,0,mouse,ascites,24,XTT,2.92666666666667,Small
1808,ID_1911,SiO2,10.0,-35.9,RAW 264.7,Yes,1.0,22.617,0,mouse,ascites,24,CellTiterBlue,2.92666666666667,Small
1809,ID_1912,SiO2,10.0,-35.9,RAW 264.7,Yes,0.1,70.11,0,mouse,ascites,24,CellTiterBlue,2.92666666666667,Small
1810,ID_1913,SiO2,10.0,-35.9,RAW 264.7,Yes,0.01,100.81,0,mouse,ascites,24,CellTiterBlue,2.92666666666667,Small
1811,ID_1914,SiO2,10.0,-35.9,RAW 264.7,Yes,0.001,107.59,0,mouse,ascites,24,CellTiterBlue,2.92666666666667,Small
1812,ID_1915,SiO2,20.0,-35.9,HFL1,No,0.25,76.723,0,human,lung,48,MTT,2.92666666666667,Small
1813,ID_1916,SiO2,96.0,-11.0,Caco-2,Yes,3.2509647409988704e-09,100.50429,Digestive enzymes,human,colon,24,Live/Dead,2.92666666666667,Small
1814,ID_1917,SiO2,375.4,-26.8,PC12,Yes,8.494996016827389e-11,118.59649,Phosphonate,rat,adrenal gland,24,MTT,2.92666666666667,Small
1815,ID_1918,SiO2,15.0,-35.9,HaCat,No,0.04,20.841,0,human,skin,24,CCK-8,2.92666666666667,Small
1816,ID_1919,SiO2,437.0,21.7,PC12,Yes,8.61631675412035e-10,76.95652,NH2,rat,adrenal gland,12,MTT,2.92666666666667,Small
1817,ID_1920,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0327292392022346,24.78658,0,mouse,blood,24,XTT,2.92666666666667,Small
1818,ID_1921,SiO2,25.0,30.0,HUVEC,No,1.5021075e-09,103.414635,0,human,umbilical cord,48,AlamarBlue,2.92666666666667,Small
1819,ID_1922,SiO2,29.5,-35.9,Caco-2,Yes,8.73103079822016e-07,88.64865,0,human,colon,4,Vialight,2.92666666666667,Small
1820,ID_1923,SiO2,13.0,-27.0,RAW 264.7,Yes,3.27292392022346e-05,95.226295,0,mouse,blood,24,Live/Dead,2.92666666666667,Small
1821,ID_1924,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0003272923920223,85.60647,0,mouse,blood,24,Live/Dead,2.92666666666667,Small
1822,ID_1925,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0032729239202234,69.19419,0,mouse,blood,24,Live/Dead,2.92666666666667,Small
1823,ID_1926,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0327292392022346,9.763044,0,mouse,blood,24,Live/Dead,2.92666666666667,Small
1824,ID_1927,SiO2,13.0,-27.0,RAW 264.7,Yes,3.27292392022346e-05,93.752266,0,mouse,blood,24,Live/Dead,2.92666666666667,Small
1825,ID_1928,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0003272923920223,91.6796,0,mouse,blood,24,Live/Dead,2.92666666666667,Small
1826,ID_1929,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0032729239202234,71.492134,0,mouse,blood,24,Live/Dead,2.92666666666667,Small
1827,ID_1930,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0327292392022346,45.270145,0,mouse,blood,24,Live/Dead,2.92666666666667,Small
1828,ID_1931,SiO2,25.0,30.0,HUVEC,No,1.5021075e-10,108.29269,0,human,umbilical cord,48,AlamarBlue,2.92666666666667,Small
1829,ID_1932,SiO2,29.5,-35.9,Caco-2,Yes,6.97924868916223e-06,12.972973,0,human,colon,4,Vialight,2.92666666666667,Small
1830,ID_1933,SiO2,25.0,30.0,HUVEC,No,1.5021075e-08,109.268295,0,human,umbilical cord,48,AlamarBlue,2.92666666666667,Small
1831,ID_1934,SiO2,25.0,30.0,HUVEC,No,1.5021075e-07,107.31707,0,human,umbilical cord,48,AlamarBlue,2.92666666666667,Small
1832,ID_1935,SiO2,25.0,30.0,HUVEC,No,1.5021075e-10,104.51613,0,human,umbilical cord,96,AlamarBlue,2.92666666666667,Small
1833,ID_1936,SiO2,25.0,30.0,HUVEC,No,1.5021075e-09,112.90323,0,human,umbilical cord,96,AlamarBlue,2.92666666666667,Small
1834,ID_1938,SiO2,25.0,30.0,HUVEC,No,1.5021075e-07,105.80645,0,human,umbilical cord,96,AlamarBlue,2.92666666666667,Small
1835,ID_1939,SiO2,25.0,30.0,HUVEC,No,1.5021075e-07,98.4127197,0,human,umbilical cord,96,LDH,2.92666666666667,Small
1836,ID_1940,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0003272923920223,5.5710664,0,mouse,blood,24,LDH,2.92666666666667,Small
1837,ID_1941,SiO2,13.0,-27.0,RAW 264.7,Yes,3.27292392022346e-05,3.1170294,0,mouse,blood,24,LDH,2.92666666666667,Small
1838,ID_1942,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0327292392022346,70.10661,0,mouse,blood,24,LDH,2.92666666666667,Small
1839,ID_1943,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0032729239202234,82.70829,0,mouse,blood,24,XTT,2.92666666666667,Small
1840,ID_1944,SiO2,386.9,-35.9,PC12,Yes,1.2415659053649802e-09,79.565216,CTAB,rat,adrenal gland,12,MTT,2.92666666666667,Small
1841,ID_1945,SiO2,29.5,-35.9,Caco-2,Yes,1.7390712769962e-06,39.783783,0,human,colon,4,Vialight,2.92666666666667,Small
1842,ID_1946,SiO2,29.5,-35.9,Caco-2,Yes,3.50394094117448e-06,16.864864,0,human,colon,4,Vialight,2.92666666666667,Small
1843,ID_1947,SiO2,386.9,-35.9,PC12,Yes,7.75978690853112e-11,100.434784,CTAB,rat,adrenal gland,12,MTT,2.92666666666667,Small
1844,ID_1948,SiO2,29.5,-35.9,Caco-2,Yes,1.40045746697198e-05,15.351352,0,human,colon,4,Vialight,2.92666666666667,Small
1845,ID_1949,SiO2,386.9,-35.9,PC12,Yes,4.8421070309234195e-12,120.70175,CTAB,rat,adrenal gland,24,MTT,2.92666666666667,Small
1846,ID_1950,SiO2,375.4,-26.8,PC12,Yes,2.12035100580012e-11,122.10526,Phosphonate,rat,adrenal gland,24,MTT,2.92666666666667,Small
1847,ID_1952,SiO2,60.0,-30.0,HUVEC,No,1.5021075e-09,102.99595,0,human,umbilical cord,48,AlamarBlue,2.92666666666667,Small
1848,ID_1953,SiO2,10.0,-35.9,RAW 264.7,Yes,0.01,6.1389,0,mouse,ascites,24,LDH,2.92666666666667,Small
1849,ID_1954,SiO2,386.9,-35.9,PC12,Yes,6.20782952682489e-10,94.565216,CTAB,rat,adrenal gland,12,MTT,2.92666666666667,Small
1850,ID_1955,SiO2,13.0,-27.0,RAW 264.7,Yes,3.27292392022346e-05,107.19556,0,mouse,blood,24,CellTiterBlue,2.92666666666667,Small
1851,ID_1957,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0003272923920223,114.21652,0,mouse,blood,24,XTT,2.92666666666667,Small
1852,ID_1958,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0032729239202234,69.8427,0,mouse,blood,24,CellTiterBlue,2.92666666666667,Small
1853,ID_1959,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0327292392022346,22.485416,0,mouse,blood,24,CellTiterBlue,2.92666666666667,Small
1854,ID_1960,SiO2,13.0,-27.0,RAW 264.7,Yes,3.27292392022346e-05,123.07841,0,mouse,blood,24,XTT,2.92666666666667,Small
1855,ID_1961,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0003272923920223,100.594604,0,mouse,blood,24,CellTiterBlue,2.92666666666667,Small
1856,ID_1962,SiO2,386.9,-35.9,PC12,Yes,2.4210535154617098e-12,105.26316,CTAB,rat,adrenal gland,24,MTT,2.92666666666667,Small
1857,ID_1965,SiO2,369.0,79.0,primary alveolar Macrophage,No,1.0733667354355301e-10,95.111115,0,human,lung,24,Vialight,2.92666666666667,Small
1858,ID_1966,SiO2,60.0,32.0,HUVEC,No,1.5021075e-09,98.064514,0,human,umbilical cord,96,AlamarBlue,2.92666666666667,Small
1859,ID_1967,SiO2,60.0,32.0,HUVEC,No,1.5021075e-10,100.645164,0,human,umbilical cord,96,AlamarBlue,2.92666666666667,Small
1860,ID_1968,SiO2,386.9,-35.9,PC12,Yes,1.55195738170622e-10,94.03509,CTAB,rat,adrenal gland,24,MTT,2.92666666666667,Small
1861,ID_1969,SiO2,115.0,-48.0,HUVEC,No,1.5021075e-10,104.2915,0,human,umbilical cord,96,AlamarBlue,2.92666666666667,Small
1862,ID_1970,SiO2,115.0,-48.0,HUVEC,No,1.5021075e-08,86.15385,0,human,umbilical cord,96,AlamarBlue,2.92666666666667,Small
1863,ID_1971,SiO2,386.9,-35.9,PC12,Yes,1.55195738170622e-10,95.86957,CTAB,rat,adrenal gland,12,MTT,2.92666666666667,Small
1864,ID_1972,SiO2,386.9,-35.9,PC12,Yes,7.75978690853112e-11,95.4386,CTAB,rat,adrenal gland,24,MTT,2.92666666666667,Small
1865,ID_1973,SiO2,386.9,-35.9,PC12,Yes,3.87368562473873e-11,84.91228,CTAB,rat,adrenal gland,24,MTT,2.92666666666667,Small
1866,ID_1974,SiO2,386.9,-35.9,PC12,Yes,1.9368428123693697e-11,105.96491,CTAB,rat,adrenal gland,24,MTT,2.92666666666667,Small
1867,ID_1975,SiO2,386.9,-35.9,PC12,Yes,9.68421406184683e-12,117.192986,CTAB,rat,adrenal gland,24,MTT,2.92666666666667,Small
1868,ID_1976,SiO2,60.0,32.0,HUVEC,No,1.5021075e-07,100.03354354,0,human,umbilical cord,96,LDH,2.92666666666667,Small
1869,ID_1977,SiO2,10.0,-35.9,RAW 264.7,Yes,0.001,4.5234,0,mouse,ascites,24,LDH,2.92666666666667,Small
1870,ID_1979,SiO2,386.9,-35.9,PC12,Yes,3.87368562473873e-11,98.478264,CTAB,rat,adrenal gland,12,MTT,2.92666666666667,Small
1871,ID_1980,SiO2,375.4,-26.8,PC12,Yes,5.30087751450029e-12,96.14035,Phosphonate,rat,adrenal gland,24,MTT,2.92666666666667,Small
1872,ID_1981,SiO2,115.0,-48.0,HUVEC,No,1.5021075e-07,75.789474,0,human,umbilical cord,96,AlamarBlue,2.92666666666667,Small
1873,ID_1982,SiO2,437.0,21.7,PC12,Yes,1.3441454136427698e-11,94.03509,NH2,rat,adrenal gland,24,MTT,2.92666666666667,Small
1874,ID_1983,SiO2,437.0,21.7,PC12,Yes,6.720727068213869e-12,101.052635,NH2,rat,adrenal gland,24,MTT,2.92666666666667,Small
1875,ID_1984,SiO2,437.0,21.7,PC12,Yes,1.68018176705347e-12,103.85965,NH2,rat,adrenal gland,24,MTT,2.92666666666667,Small
1876,ID_1985,SiO2,60.0,-30.0,HUVEC,No,1.5021075e-10,104.2915,0,human,umbilical cord,96,AlamarBlue,2.92666666666667,Small
1877,ID_1986,SiO2,115.0,-48.0,HUVEC,No,1.5021075e-09,101.7004,0,human,umbilical cord,96,AlamarBlue,2.92666666666667,Small
1878,ID_1987,SiO2,60.0,-30.0,HUVEC,No,1.5021075e-07,104.93927,0,human,umbilical cord,48,AlamarBlue,2.92666666666667,Small
1879,ID_1988,SiO2,60.0,-30.0,HUVEC,No,1.5021075e-09,108.17814,0,human,umbilical cord,96,AlamarBlue,2.92666666666667,Small
1880,ID_1989,SiO2,60.0,-30.0,HUVEC,No,1.5021075e-08,111.41701,0,human,umbilical cord,96,AlamarBlue,2.92666666666667,Small
1881,ID_1990,SiO2,60.0,-30.0,HUVEC,No,1.5021075e-07,82.267204,0,human,umbilical cord,96,AlamarBlue,2.92666666666667,Small
1882,ID_1991,SiO2,60.0,-30.0,HUVEC,No,1.5021075e-07,101.3927277,0,human,umbilical cord,96,LDH,2.92666666666667,Small
1883,ID_1992,SiO2,115.0,-48.0,HUVEC,No,1.5021075e-10,90.688255,0,human,umbilical cord,48,AlamarBlue,2.92666666666667,Small
1884,ID_1993,SiO2,115.0,-48.0,HUVEC,No,1.5021075e-09,101.052635,0,human,umbilical cord,48,AlamarBlue,2.92666666666667,Small
1885,ID_1995,SiO2,115.0,-48.0,HUVEC,No,1.5021075e-07,82.91498,0,human,umbilical cord,48,AlamarBlue,2.92666666666667,Small
1886,ID_1996,SiO2,386.9,-35.9,PC12,Yes,3.10391476341244e-10,103.85965,CTAB,rat,adrenal gland,24,MTT,2.92666666666667,Small
1887,ID_1997,SiO2,437.0,21.7,PC12,Yes,3.36036353410694e-12,119.347824,NH2,rat,adrenal gland,12,MTT,2.92666666666667,Small
1888,ID_1998,SiO2,386.9,-35.9,PC12,Yes,1.2415659053649802e-09,63.85965,CTAB,rat,adrenal gland,24,MTT,2.92666666666667,Small
1889,ID_1999,SiO2,60.0,32.0,HUVEC,No,1.5021075e-07,109.268295,0,human,umbilical cord,48,AlamarBlue,2.92666666666667,Small
1890,ID_2000,SiO2,437.0,21.7,PC12,Yes,6.720727068213869e-12,108.91304,NH2,rat,adrenal gland,12,MTT,2.92666666666667,Small
1891,ID_2001,SiO2,437.0,21.7,PC12,Yes,1.3441454136427698e-11,111.521736,NH2,rat,adrenal gland,12,MTT,2.92666666666667,Small
1892,ID_2002,SiO2,437.0,21.7,PC12,Yes,2.6882908272855497e-11,114.13043,NH2,rat,adrenal gland,12,MTT,2.92666666666667,Small
1893,ID_2003,SiO2,437.0,21.7,PC12,Yes,5.38519797132522e-11,116.08696,NH2,rat,adrenal gland,12,MTT,2.92666666666667,Small
1894,ID_2004,SiO2,437.0,21.7,PC12,Yes,1.07703959426504e-10,106.95652,NH2,rat,adrenal gland,12,MTT,2.92666666666667,Small
1895,ID_2005,SiO2,437.0,21.7,PC12,Yes,2.15407918853009e-10,74.347824,NH2,rat,adrenal gland,12,MTT,2.92666666666667,Small
1896,ID_2006,SiO2,437.0,21.7,PC12,Yes,4.30815837706017e-10,93.91304,NH2,rat,adrenal gland,12,MTT,2.92666666666667,Small
1897,ID_2007,SiO2,375.4,-26.8,PC12,Yes,2.65043875725015e-12,103.1579,Phosphonate,rat,adrenal gland,24,MTT,2.92666666666667,Small
1898,ID_2008,SiO2,375.4,-26.8,PC12,Yes,6.79599681346191e-10,71.08696,Phosphonate,rat,adrenal gland,12,MTT,2.92666666666667,Small
1899,ID_2009,SiO2,375.4,-26.8,PC12,Yes,1.06017550290006e-11,110.17544,Phosphonate,rat,adrenal gland,24,MTT,2.92666666666667,Small
1900,ID_2010,SiO2,375.4,-26.8,PC12,Yes,3.3979984067309503e-10,72.391304,Phosphonate,rat,adrenal gland,12,MTT,2.92666666666667,Small
1901,ID_2011,SiO2,386.9,-35.9,PC12,Yes,1.9368428123693697e-11,97.82609,CTAB,rat,adrenal gland,12,MTT,2.92666666666667,Small
1902,ID_2012,SiO2,386.9,-35.9,PC12,Yes,9.68421406184683e-12,108.26087,CTAB,rat,adrenal gland,12,MTT,2.92666666666667,Small
1903,ID_2013,SiO2,386.9,-35.9,PC12,Yes,4.8421070309234195e-12,97.17391,CTAB,rat,adrenal gland,12,MTT,2.92666666666667,Small
1904,ID_2014,SiO2,386.9,-35.9,PC12,Yes,2.4210535154617098e-12,113.478264,CTAB,rat,adrenal gland,12,MTT,2.92666666666667,Small
1905,ID_2015,SiO2,115.0,-48.0,HUVEC,No,1.5021075e-07,99.8255736,0,human,umbilical cord,96,LDH,2.92666666666667,Small
1906,ID_2016,SiO2,369.0,79.0,primary alveolar Macrophage,No,4.2934669417421203e-10,34.666668,0,human,lung,24,Vialight,2.92666666666667,Small
1907,ID_2017,SiO2,13.0,-27.0,RAW 264.7,Yes,0.0032729239202234,22.366335,0,mouse,blood,24,LDH,2.92666666666667,Small
1908,ID_2018,SiO2,96.0,-11.0,Caco-2,Yes,3.2509647409988704e-09,106.995285,0,human,colon,24,MTT,2.92666666666667,Small
1909,ID_2019,SiO2,375.4,-26.8,PC12,Yes,4.2407020116002294e-11,103.85965,Phosphonate,rat,adrenal gland,24,MTT,2.92666666666667,Small
1910,ID_2020,SiO2,375.4,-26.8,PC12,Yes,1.3591993626923801e-09,80.0,Phosphonate,rat,adrenal gland,24,MTT,2.92666666666667,Small
1911,ID_2021,SiO2,437.0,21.7,PC12,Yes,5.38519797132522e-11,90.52631,NH2,rat,adrenal gland,24,MTT,2.92666666666667,Small
1912,ID_2022,SiO2,437.0,21.7,PC12,Yes,1.07703959426504e-10,100.350876,NH2,rat,adrenal gland,24,MTT,2.92666666666667,Small
1913,ID_2023,SiO2,437.0,21.7,PC12,Yes,2.15407918853009e-10,96.14035,NH2,rat,adrenal gland,24,MTT,2.92666666666667,Small
1914,ID_2024,SiO2,437.0,21.7,PC12,Yes,2.6882908272855497e-11,89.82456,NH2,rat,adrenal gland,24,MTT,2.92666666666667,Small
1915,ID_2025,SiO2,437.0,21.7,PC12,Yes,8.61631675412035e-10,85.61404,NH2,rat,adrenal gland,24,MTT,2.92666666666667,Small
1916,ID_2026,SiO2,437.0,21.7,PC12,Yes,3.36036353410694e-12,103.1579,NH2,rat,adrenal gland,24,MTT,2.92666666666667,Small
1917,ID_2027,SiO2,386.9,-35.9,PC12,Yes,6.20782952682489e-10,79.29825,CTAB,rat,adrenal gland,24,MTT,2.92666666666667,Small
1918,ID_2028,SiO2,437.0,21.7,PC12,Yes,1.68018176705347e-12,120.0,NH2,rat,adrenal gland,12,MTT,2.92666666666667,Small
1919,ID_2029,SiO2,375.4,-26.8,PC12,Yes,6.79599681346191e-10,105.96491,Phosphonate,rat,adrenal gland,24,MTT,2.92666666666667,Small
1920,ID_2030,SiO2,375.4,-26.8,PC12,Yes,2.65043875725015e-12,97.82609,Phosphonate,rat,adrenal gland,12,MTT,2.92666666666667,Small
1921,ID_2031,SiO2,375.4,-26.8,PC12,Yes,5.30087751450029e-12,95.21739,Phosphonate,rat,adrenal gland,12,MTT,2.92666666666667,Small
1922,ID_2032,SiO2,375.4,-26.8,PC12,Yes,1.06017550290006e-11,89.347824,Phosphonate,rat,adrenal gland,12,MTT,2.92666666666667,Small
1923,ID_2033,SiO2,375.4,-26.8,PC12,Yes,2.12035100580012e-11,106.304344,Phosphonate,rat,adrenal gland,12,MTT,2.92666666666667,Small
1924,ID_2036,SiO2,375.4,-26.8,PC12,Yes,8.494996016827389e-11,96.521736,Phosphonate,rat,adrenal gland,12,MTT,2.92666666666667,Small
1925,ID_2037,SiO2,375.4,-26.8,PC12,Yes,1.69899920336548e-10,93.91304,Phosphonate,rat,adrenal gland,12,MTT,2.92666666666667,Small
1926,ID_2038,TiO2,150.0,-17.6,Fibroblasts,No,3.53995330706345e-10,94.23559,0,human,skin,24,MTS,2.80666666666667,Small
1927,ID_2039,TiO2,47.83,-17.6,IP15,No,1.30651244732767e-09,100.0,0,human,kidney,24,"-1,00 WST",2.80666666666667,Small
1928,ID_2040,TiO2,170.0,-17.6,RAW 264.7,Yes,1.8281667628513202e-10,119.808014,0,mouse,blood,24,"-1,00 WST",2.80666666666667,Small
1929,ID_2041,TiO2,170.0,-17.6,RAW 264.7,Yes,1.8281667628513197e-11,106.64818,0,mouse,blood,24,"-1,00 WST",2.80666666666667,Small
1930,ID_2042,TiO2,124.9,-17.6,A431,Yes,2.45852136022358e-10,95.2381,0,human,skin,6,MTT,2.80666666666667,Small
1931,ID_2043,TiO2,124.9,-17.6,A431,Yes,2.45852136022358e-10,73.650795,0,human,skin,48,MTT,2.80666666666667,Small
1932,ID_2044,TiO2,124.9,-17.6,A431,Yes,2.45852136022358e-10,83.809525,0,human,skin,24,MTT,2.80666666666667,Small
1933,ID_2045,TiO2,124.9,-17.6,A431,Yes,2.4585213602235797e-11,97.14286,0,human,skin,6,MTT,2.80666666666667,Small
1934,ID_2046,TiO2,124.9,-17.6,A431,Yes,2.4585213602235797e-11,85.71429,0,human,skin,48,MTT,2.80666666666667,Small
1935,ID_2047,TiO2,124.9,-17.6,A431,Yes,2.45852136022358e-09,92.69841,0,human,skin,6,MTT,2.80666666666667,Small
1936,ID_2048,TiO2,150.0,-17.6,Fibroblasts,No,1.4335238411775702e-09,86.71679,0,human,skin,24,MTS,2.80666666666667,Small
1937,ID_2049,TiO2,11.69,-17.6,IP15,No,8.94893102669263e-08,99.10313904,0,human,kidney,24,"-1,00 WST",2.80666666666667,Small
1938,ID_2050,TiO2,150.0,-17.6,Fibroblasts,No,2.27198222803385e-08,70.17544,0,human,skin,24,MTS,2.80666666666667,Small
1939,ID_2051,TiO2,150.0,-17.6,Fibroblasts,No,5.42228971896412e-08,44.3609,0,human,skin,24,MTS,2.80666666666667,Small
1940,ID_2052,TiO2,150.0,-17.6,Fibroblasts,No,2.15865243706787e-11,90.97744,0,human,skin,24,MTS,2.80666666666667,Small
1941,ID_2053,TiO2,11.69,-17.6,IP15,No,1.78978620533852e-07,93.721973,0,human,kidney,24,"-1,00 WST",2.80666666666667,Small
